instance_id,scale,CF_level,operation_count,method,display_method,seed_count,median_rpd_percent,median_runtime_seconds,median_runtime_budget_fraction,median_time_to_best_seconds,median_time_to_best_budget_fraction,median_decoder_evaluations
CB1_CORE_M_CF3_R05,M,CF3,113,Adapted DCGA,DCGA,5,15.84026622296173,226.0491481780191,1.0002174698142439,206.81668047900894,0.9151180552168537,4162.0
CB1_CORE_M_CF3_R05,M,CF3,113,CSG-NI Phase6H provisional,CSG-NI,5,1.8635607321131447,226.0046081619803,1.000020390097258,0.22271288296906278,0.000985455234376384,16450.0
CB1_CORE_M_CF3_R05,M,CF3,113,DABC-RIACRSP,DABC,5,10.515806988352745,226.00379580102162,1.0000167955797417,215.23303557903273,0.9523585645089944,19986.0
CB1_CORE_M_CF3_R05,M,CF3,113,GA,GA,5,6.389351081530782,226.00923287199112,1.00004085341589,216.4283120809996,0.9576473985884938,11300.0
CB1_CORE_M_CF3_R05,M,CF3,113,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,5.424292845257903,28.98649195401231,0.12825881395580668,25.146022739005275,0.1112655873407313,4040.0
CB1_CORE_S_CF1_R01,S,CF1,62,Adapted DCGA,DCGA,5,10.714285714285714,124.02583778300323,1.000208369217768,114.8801315970195,0.926452674169512,6014.0
CB1_CORE_S_CF1_R01,S,CF1,62,CSG-NI Phase6H provisional,CSG-NI,5,2.9953917050691246,124.02194570301799,1.0001769814759516,47.767325510969386,0.38522036702394663,15236.0
CB1_CORE_S_CF1_R01,S,CF1,62,DABC-RIACRSP,DABC,5,3.7442396313364057,124.00087629898917,1.000007066927332,118.11008419899736,0.9525006790241722,27509.0
CB1_CORE_S_CF1_R01,S,CF1,62,GA,GA,5,4.032258064516129,124.00207129798946,1.000016704016044,52.71765222999966,0.4251423566935456,18931.0
CB1_CORE_S_CF1_R01,S,CF1,62,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,5.357142857142857,11.475762674002908,0.09254647317744281,8.828601820976473,0.07119840178206834,4140.0
CB1_CORE_S_CF1_R02,S,CF1,65,Adapted DCGA,DCGA,5,5.404135338345864,130.45958674899884,1.0035352826846065,89.52323770700605,0.6886402900538927,5990.0
CB1_CORE_S_CF1_R02,S,CF1,65,CSG-NI Phase6H provisional,CSG-NI,5,1.550751879699248,130.03201840701513,1.000246295438578,48.09526766499039,0.369963597423003,16250.0
CB1_CORE_S_CF1_R02,S,CF1,65,DABC-RIACRSP,DABC,5,3.994360902255639,130.0042983139865,1.0000330639537425,110.60286094999174,0.8507912380768595,27063.0
CB1_CORE_S_CF1_R02,S,CF1,65,GA,GA,5,1.4567669172932332,130.00561603700044,1.0000432002846187,105.86253217200283,0.8143271705538679,15495.0
CB1_CORE_S_CF1_R02,S,CF1,65,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,3.524436090225564,13.312891584006138,0.10240685833850875,5.346306991996244,0.041125438399971105,4140.0
CB1_CORE_S_CF1_R03,S,CF1,61,Adapted DCGA,DCGA,5,15.038484310242747,135.02961041001254,1.1068000853279716,117.51632315199822,0.9632485504262149,5990.0
CB1_CORE_S_CF1_R03,S,CF1,61,CSG-NI Phase6H provisional,CSG-NI,5,3.433984606275903,122.01351589302067,1.0001107860083662,43.85157088103006,0.3594391055822136,16290.0
CB1_CORE_S_CF1_R03,S,CF1,61,DABC-RIACRSP,DABC,5,5.26939017169923,122.0018355550128,1.0000150455328918,118.53746777802007,0.9716185883444268,27663.0
CB1_CORE_S_CF1_R03,S,CF1,61,GA,GA,5,4.8549437537004145,122.0046488730004,1.0000381055163967,101.60169873700943,0.8328008093197494,15915.0
CB1_CORE_S_CF1_R03,S,CF1,61,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,7.63765541740675,12.077582861005794,0.09899658082791635,7.9354695419897325,0.06504483231139126,4140.0
CB1_CORE_S_CF1_R04,S,CF1,62,Adapted DCGA,DCGA,5,10.720086626962642,142.460305332992,1.148873430104774,107.49827062498662,0.8669215372982791,5990.0
CB1_CORE_S_CF1_R04,S,CF1,62,CSG-NI Phase6H provisional,CSG-NI,5,5.1976177585273415,124.00597864598967,1.0000482148870136,55.655333232018165,0.44883333251627555,16626.0
CB1_CORE_S_CF1_R04,S,CF1,62,DABC-RIACRSP,DABC,5,4.60205739036275,124.00037042598706,1.0000029873063472,106.63001010200242,0.859919436306471,27667.0
CB1_CORE_S_CF1_R04,S,CF1,62,GA,GA,5,2.382241472658365,124.00186804201803,1.0000150648549841,56.862492398999166,0.45856848708870296,17614.0
CB1_CORE_S_CF1_R04,S,CF1,62,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,6.172171088251218,12.416942309006117,0.10013663152424288,10.797733526967932,0.08707849618522526,4140.0
CB1_CORE_S_CF1_R05,S,CF1,61,Adapted DCGA,DCGA,5,7.621951219512195,123.87720224799705,1.015386903672107,96.66691641899524,0.7923517739261905,5990.0
CB1_CORE_S_CF1_R05,S,CF1,61,CSG-NI Phase6H provisional,CSG-NI,5,4.085365853658536,122.00217667297693,1.0000178415817782,60.36649101699004,0.49480730341795115,15978.0
CB1_CORE_S_CF1_R05,S,CF1,61,DABC-RIACRSP,DABC,5,3.7195121951219514,122.00188804703066,1.0000154757953332,99.27446991496254,0.8137251632373979,28404.0
CB1_CORE_S_CF1_R05,S,CF1,61,GA,GA,5,1.8902439024390243,122.00352862899308,1.0000289231884678,99.83615990099497,0.8183291795163522,16305.0
CB1_CORE_S_CF1_R05,S,CF1,61,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,2.7439024390243905,11.975839185994118,0.09816261627864031,9.269852220022585,0.07598239524608677,4140.0
CB1_CORE_S_CF2_R01,S,CF2,64,Adapted DCGA,DCGA,5,10.73326248671626,128.03963248900254,1.0003096288203324,104.48761354398448,0.8163094808123788,5990.0
CB1_CORE_S_CF2_R01,S,CF2,64,CSG-NI Phase6H provisional,CSG-NI,5,2.763018065887354,128.03299506596522,1.0002577739528533,0.02888359600910917,0.00022565309382116538,16042.0
CB1_CORE_S_CF2_R01,S,CF2,64,DABC-RIACRSP,DABC,5,5.89798087141339,128.0023135219817,1.000018074390482,118.47161420801422,0.9255594860001111,25821.0
CB1_CORE_S_CF2_R01,S,CF2,64,GA,GA,5,4.3039319872476085,128.00312397099333,1.0000244060233854,90.53827696898952,0.7073302888202306,15503.0
CB1_CORE_S_CF2_R01,S,CF2,64,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,3.4537725823591923,12.251680532994214,0.0957162541640173,9.05701733904425,0.07075794796128321,4040.0
CB1_CORE_S_CF2_R02,S,CF2,63,Adapted DCGA,DCGA,5,22.64026402640264,140.23706590602524,1.112992586555756,128.68715547802276,1.0213266307779585,5990.0
CB1_CORE_S_CF2_R02,S,CF2,63,CSG-NI Phase6H provisional,CSG-NI,5,10.495049504950495,126.00468759902287,1.0000372031668483,0.03509381500771269,0.0002785223413310531,16047.0
CB1_CORE_S_CF2_R02,S,CF2,63,DABC-RIACRSP,DABC,5,11.023102310231023,126.00194085203111,1.0000154035875486,121.50538312195567,0.9643284374758386,27068.0
CB1_CORE_S_CF2_R02,S,CF2,63,GA,GA,5,6.270627062706271,126.00348808200215,1.0000276831904933,91.3761691020045,0.72520769128575,15916.0
CB1_CORE_S_CF2_R02,S,CF2,63,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,12.409240924092408,12.048713848053012,0.0956247130797858,6.520401265006512,0.051749216388940575,4040.0
CB1_CORE_S_CF2_R03,S,CF2,58,Adapted DCGA,DCGA,5,13.924050632911392,116.02254146698397,1.0001943229912411,89.12918431198341,0.7683550371722707,6208.0
CB1_CORE_S_CF2_R03,S,CF2,58,CSG-NI Phase6H provisional,CSG-NI,5,8.670886075949367,116.00366336596198,1.0000315807410516,40.99451833800413,0.35340102015520797,15570.0
CB1_CORE_S_CF2_R03,S,CF2,58,DABC-RIACRSP,DABC,5,7.2784810126582276,116.00246763502946,1.0000212727157711,86.90052912401734,0.7491424924484253,28755.0
CB1_CORE_S_CF2_R03,S,CF2,58,GA,GA,5,6.6455696202531644,116.00229493301595,1.00001978390531,80.39805774099659,0.6930867046637638,17167.0
CB1_CORE_S_CF2_R03,S,CF2,58,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,10.0,10.488627998973243,0.09041920688770037,4.738013814960141,0.04084494668069087,4040.0
CB1_CORE_S_CF2_R04,S,CF2,64,Adapted DCGA,DCGA,5,15.492102065613608,129.31018564500846,1.0102358253516286,104.96461060800357,0.8200360203750279,5990.0
CB1_CORE_S_CF2_R04,S,CF2,64,CSG-NI Phase6H provisional,CSG-NI,5,6.561360874848116,128.01811174099566,1.0001414979765286,56.224300220026635,0.4392523454689581,16266.0
CB1_CORE_S_CF2_R04,S,CF2,64,DABC-RIACRSP,DABC,5,6.865127582017011,128.00311661500018,1.000024348554689,123.4151147249504,0.964180583788675,25674.0
CB1_CORE_S_CF2_R04,S,CF2,64,GA,GA,5,5.042527339003645,128.00205684898538,1.0000160691326982,120.12709152098978,0.9384929025077327,15449.0
CB1_CORE_S_CF2_R04,S,CF2,64,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,8.201701093560146,11.984562109981198,0.09362939148422811,7.152868776989635,0.055881787320231524,4040.0
CB1_CORE_S_CF2_R05,S,CF2,59,Adapted DCGA,DCGA,5,22.598870056497177,118.06412425500457,1.0005434258898693,86.80909621698083,0.7356703069235664,6302.0
CB1_CORE_S_CF2_R05,S,CF2,59,CSG-NI Phase6H provisional,CSG-NI,5,3.8292529817953547,118.00217825197615,1.0000184597625097,74.1503889830201,0.6283931269747466,15863.0
CB1_CORE_S_CF2_R05,S,CF2,59,DABC-RIACRSP,DABC,5,2.4482109227871938,118.00275193998823,1.000023321525324,114.65331243100809,0.9716382409407465,28513.0
CB1_CORE_S_CF2_R05,S,CF2,59,GA,GA,5,3.452605147520402,118.00326174098882,1.0000276418727867,101.33091841900023,0.8587365967711884,19210.0
CB1_CORE_S_CF2_R05,S,CF2,59,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,1.8832391713747645,10.752494874002878,0.09112283791527863,8.734582097968087,0.07402188218617023,4040.0
CB1_CORE_S_CF3_R01,S,CF3,65,Adapted DCGA,DCGA,5,16.34931057124097,148.49825456697727,1.1422942658998252,107.88463513797615,0.8298818087536627,5990.0
CB1_CORE_S_CF3_R01,S,CF3,65,CSG-NI Phase6H provisional,CSG-NI,5,5.252790544977019,130.02454158803448,1.000188781446419,0.8282257490209304,0.006370967300161003,16218.0
CB1_CORE_S_CF3_R01,S,CF3,65,DABC-RIACRSP,DABC,5,4.530531845042679,130.00184562796494,1.000014197138192,112.09451301197987,0.8622654847075375,27138.0
CB1_CORE_S_CF3_R01,S,CF3,65,GA,GA,5,5.909389363099146,130.00507935200585,1.0000390719385066,88.57345632600482,0.6813342794308063,15184.0
CB1_CORE_S_CF3_R01,S,CF3,65,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,2.6263952724885096,12.425827050989028,0.0955832850076079,11.607529802015051,0.08928869078473116,4040.0
CB1_CORE_S_CF3_R02,S,CF3,57,Adapted DCGA,DCGA,5,11.362284354550862,122.11129741498735,1.0711517317104153,104.37922590700327,0.9156072447982744,5990.0
CB1_CORE_S_CF3_R02,S,CF3,57,CSG-NI Phase6H provisional,CSG-NI,5,4.3426531826293875,114.01591068104608,1.0001395673775972,39.428142499993555,0.3458608991227505,15530.0
CB1_CORE_S_CF3_R02,S,CF3,57,DABC-RIACRSP,DABC,5,5.234979179060083,114.00159930397058,1.0000140289821982,102.47696621099021,0.8989207562367563,26721.0
CB1_CORE_S_CF3_R02,S,CF3,57,GA,GA,5,1.1302795954788816,114.00210273000994,1.000018445000087,91.33818908699322,0.8012121849736248,16470.0
CB1_CORE_S_CF3_R02,S,CF3,57,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,7.733491969066032,10.277175428986084,0.09015066165777266,5.488856072945055,0.048147860288991706,4040.0
CB1_CORE_S_CF3_R03,S,CF3,57,Adapted DCGA,DCGA,5,15.032295948326484,125.46349966598791,1.100557014613929,97.1015308269998,0.8517678142719282,5990.0
CB1_CORE_S_CF3_R03,S,CF3,57,CSG-NI Phase6H provisional,CSG-NI,5,8.514386376981797,114.0013873919961,1.000012170105229,72.34841992601287,0.6346352625088848,15568.0
CB1_CORE_S_CF3_R03,S,CF3,57,DABC-RIACRSP,DABC,5,9.1015854374633,114.00199191697175,1.0000174729558926,107.1423139530234,0.9398448592370474,27831.0
CB1_CORE_S_CF3_R03,S,CF3,57,GA,GA,5,3.5231943628890194,114.00669136500801,1.0000586961842808,87.20173486199928,0.7649274987894674,16301.0
CB1_CORE_S_CF3_R03,S,CF3,57,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,8.279506752789196,10.121112579014152,0.08878168928959783,4.476336206018459,0.03926610707033736,4040.0
CB1_CORE_S_CF3_R04,S,CF3,58,Adapted DCGA,DCGA,5,26.728439059158944,128.22209920801106,1.1053629242069918,88.65293148098863,0.7642494093188674,5990.0
CB1_CORE_S_CF3_R04,S,CF3,58,CSG-NI Phase6H provisional,CSG-NI,5,10.049893086243763,116.00420560198836,1.0000362551895547,0.03861517604673281,0.00033288944867873116,15684.0
CB1_CORE_S_CF3_R04,S,CF3,58,DABC-RIACRSP,DABC,5,11.047754811119031,116.00099267699989,1.000008557560344,111.5464374970179,0.9616072198018785,28892.0
CB1_CORE_S_CF3_R04,S,CF3,58,GA,GA,5,7.911617961511047,116.00511361198733,1.0000440828619597,60.92560878500808,0.5252207653880007,16517.0
CB1_CORE_S_CF3_R04,S,CF3,58,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,10.406272273699216,10.378779430000577,0.08947223646552221,5.69208281300962,0.04906967942249672,4040.0
CB1_CORE_S_CF3_R05,S,CF3,56,Adapted DCGA,DCGA,5,14.909335124244459,114.55925240099896,1.0228504678660622,83.57441110600485,0.7462000991607576,5990.0
CB1_CORE_S_CF3_R05,S,CF3,56,CSG-NI Phase6H provisional,CSG-NI,5,6.044325050369375,112.00722140399739,1.0000644768214053,77.19464177900227,0.689237873026806,15674.0
CB1_CORE_S_CF3_R05,S,CF3,56,DABC-RIACRSP,DABC,5,6.648757555406313,112.00237576395739,1.000021212178191,88.86410862003686,0.793429541250329,29027.0
CB1_CORE_S_CF3_R05,S,CF3,56,GA,GA,5,2.216252518468771,112.00337118300376,1.0000300998482479,109.08201143200858,0.9739465306429338,19551.0
CB1_CORE_S_CF3_R05,S,CF3,56,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,1.9476158495634655,9.87358375597978,0.08815699782124804,8.804101740999613,0.07860805125892512,4040.0
