instance_id,scale,CF_level,operation_count,method,display_method,seed_count,median_rpd_percent,median_runtime_seconds,median_runtime_budget_fraction,median_time_to_best_seconds,median_time_to_best_budget_fraction,median_decoder_evaluations
CB1_CORE_M_CF3_R02,M,CF3,128,Adapted DCGA,DCGA,5,25.976867771178494,270.357863740006,1.0560854052343984,205.96555292600533,0.8045529411172083,3994.0
CB1_CORE_M_CF3_R02,M,CF3,128,CSG-NI Phase6H provisional,CSG-NI,5,2.28196311347296,256.0371336770477,1.0001450534259675,0.5250193699612282,0.0020508569139110477,16186.0
CB1_CORE_M_CF3_R02,M,CF3,128,DABC-RIACRSP,DABC,5,13.723038449515474,256.0009598550387,1.0000037494337448,251.91774013603572,0.9840536724063895,18560.0
CB1_CORE_M_CF3_R02,M,CF3,128,GA,GA,5,14.629571741169116,256.0182523250114,1.0000712981445758,251.57862489300896,0.9827290034883163,10483.0
CB1_CORE_M_CF3_R02,M,CF3,128,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,5.376680212566427,34.97294720704667,0.13661307502752607,34.418960242008325,0.13444906344534502,4040.0
CB1_CORE_M_CF3_R03,M,CF3,116,Adapted DCGA,DCGA,5,20.601608954179785,264.1956400220224,1.1387743104397519,179.28990344601334,0.772801307956954,3994.0
CB1_CORE_M_CF3_R03,M,CF3,116,CSG-NI Phase6H provisional,CSG-NI,5,3.5676810073452256,232.0255937720067,1.0001103179827875,0.2135368409799412,0.0009204174180169879,16434.0
CB1_CORE_M_CF3_R03,M,CF3,116,DABC-RIACRSP,DABC,5,14.935292060160895,232.0054770130082,1.0000236078146905,210.945257726009,0.9092468005431422,19732.0
CB1_CORE_M_CF3_R03,M,CF3,116,GA,GA,5,4.861839804127317,232.01397858498967,1.0000602525215072,226.7259036450123,0.9772668260560875,11916.0
CB1_CORE_M_CF3_R03,M,CF3,116,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,10.038474991255685,30.226639206986874,0.13028723796115033,23.0229821089888,0.09923699184908966,4040.0
CB1_CORE_M_CF3_R04,M,CF3,119,Adapted DCGA,DCGA,5,20.357497517378352,274.5377050829993,1.1535197692562995,236.89080046498566,0.9953394977520406,3994.0
CB1_CORE_M_CF3_R04,M,CF3,119,CSG-NI Phase6H provisional,CSG-NI,5,1.0923535253227408,238.00450185296359,1.0000189153485866,111.37251298298361,0.4679517352226202,16335.0
CB1_CORE_M_CF3_R04,M,CF3,119,DABC-RIACRSP,DABC,5,12.479311486262826,238.00483972404618,1.0000203349749839,196.81987693201518,0.8269742728235931,19355.0
CB1_CORE_M_CF3_R04,M,CF3,119,GA,GA,5,3.1446540880503147,238.0079048589978,1.000033213693268,229.8352845479967,0.9656944728907425,12586.0
CB1_CORE_M_CF3_R04,M,CF3,119,LG_HGA-RIACRSP-v2-N4M,LG_HGA,5,4.270109235352532,31.49139143503271,0.13231677073543155,24.817044873023406,0.10427329778581262,4040.0
