instance,instance_seed,split,group,level,training_seed,bc_makespan,phase5a_ppo_mean_makespan,frozen_o_hybrid_mean_makespan,phase5b_makespan,phase5b_gap_to_bc_percent,feasible
synthetic_M_74002,74002,phase5b_structural,high_travel,M,520101,2885.0,2653.0,2526.0,1897.0,-34.24610051993068,True
synthetic_M_74002,74002,phase5b_structural,high_travel,M,520102,2885.0,2653.0,2526.0,2400.0,-16.81109185441941,True
synthetic_M_74002,74002,phase5b_structural,high_travel,M,520103,2885.0,2653.0,2526.0,2495.0,-13.518197573656845,True
synthetic_M_74003,74003,phase5b_structural,high_travel,M,520101,1043.0,789.0,806.3333333333334,724.0,-30.584851390220518,True
synthetic_M_74003,74003,phase5b_structural,high_travel,M,520102,1043.0,789.0,806.3333333333334,678.0,-34.99520613614573,True
synthetic_M_74003,74003,phase5b_structural,high_travel,M,520103,1043.0,789.0,806.3333333333334,844.0,-19.079578139980825,True
synthetic_M_74004,74004,phase5b_structural,high_travel,M,520101,2844.0,2113.6666666666665,2149.3333333333335,2066.0,-27.355836849507735,True
synthetic_M_74004,74004,phase5b_structural,high_travel,M,520102,2844.0,2113.6666666666665,2149.3333333333335,2085.0,-26.68776371308017,True
synthetic_M_74004,74004,phase5b_structural,high_travel,M,520103,2844.0,2113.6666666666665,2149.3333333333335,2505.0,-11.919831223628693,True
synthetic_M_74005,74005,phase5b_structural,high_travel,M,520101,3116.0,3127.0,3023.0,3026.0,-2.8883183568677793,True
synthetic_M_74005,74005,phase5b_structural,high_travel,M,520102,3116.0,3127.0,3023.0,2981.0,-4.332477535301669,True
synthetic_M_74005,74005,phase5b_structural,high_travel,M,520103,3116.0,3127.0,3023.0,3106.0,-0.3209242618741977,True
synthetic_M_74006,74006,phase5b_structural,high_travel,M,520101,1698.0,1693.3333333333333,1712.3333333333333,1657.0,-2.414605418138987,True
synthetic_M_74006,74006,phase5b_structural,high_travel,M,520102,1698.0,1693.3333333333333,1712.3333333333333,1688.0,-0.5889281507656066,True
synthetic_M_74006,74006,phase5b_structural,high_travel,M,520103,1698.0,1693.3333333333333,1712.3333333333333,1854.0,9.187279151943462,True
synthetic_M_74007,74007,phase5b_structural,high_travel,M,520101,1856.0,1758.6666666666667,1717.6666666666667,1762.0,-5.064655172413793,True
synthetic_M_74007,74007,phase5b_structural,high_travel,M,520102,1856.0,1758.6666666666667,1717.6666666666667,1763.0,-5.010775862068965,True
synthetic_M_74007,74007,phase5b_structural,high_travel,M,520103,1856.0,1758.6666666666667,1717.6666666666667,1948.0,4.956896551724138,True
synthetic_M_74008,74008,phase5b_structural,high_travel,M,520101,2652.0,2526.3333333333335,2666.3333333333335,1569.0,-40.83710407239819,True
synthetic_M_74008,74008,phase5b_structural,high_travel,M,520102,2652.0,2526.3333333333335,2666.3333333333335,2416.0,-8.89894419306184,True
synthetic_M_74008,74008,phase5b_structural,high_travel,M,520103,2652.0,2526.3333333333335,2666.3333333333335,2676.0,0.9049773755656109,True
synthetic_M_74009,74009,phase5b_structural,high_travel,M,520101,1218.0,1049.3333333333333,1214.3333333333333,1054.0,-13.464696223316913,True
synthetic_M_74009,74009,phase5b_structural,high_travel,M,520102,1218.0,1049.3333333333333,1214.3333333333333,1204.0,-1.1494252873563218,True
synthetic_M_74009,74009,phase5b_structural,high_travel,M,520103,1218.0,1049.3333333333333,1214.3333333333333,1267.0,4.022988505747127,True
synthetic_M_74010,74010,phase5b_structural,high_travel,M,520101,1342.0,1496.3333333333333,1307.3333333333333,1105.0,-17.660208643815203,True
synthetic_M_74010,74010,phase5b_structural,high_travel,M,520102,1342.0,1496.3333333333333,1307.3333333333333,1278.0,-4.769001490312966,True
synthetic_M_74010,74010,phase5b_structural,high_travel,M,520103,1342.0,1496.3333333333333,1307.3333333333333,1681.0,25.260804769001492,True
synthetic_M_74001,74001,phase5b_structural,fleet_scarcity,M,520101,1764.0,1777.6666666666667,1765.3333333333333,1770.0,0.3401360544217687,True
synthetic_M_74001,74001,phase5b_structural,fleet_scarcity,M,520102,1764.0,1777.6666666666667,1765.3333333333333,1768.0,0.22675736961451248,True
synthetic_M_74001,74001,phase5b_structural,fleet_scarcity,M,520103,1764.0,1777.6666666666667,1765.3333333333333,1768.0,0.22675736961451248,True
synthetic_M_74002,74002,phase5b_structural,fleet_scarcity,M,520101,2647.0,2664.0,2651.0,2667.0,0.7555723460521345,True
synthetic_M_74002,74002,phase5b_structural,fleet_scarcity,M,520102,2647.0,2664.0,2651.0,2658.0,0.415564790328674,True
synthetic_M_74002,74002,phase5b_structural,fleet_scarcity,M,520103,2647.0,2664.0,2651.0,2662.0,0.5666792595391009,True
synthetic_M_74003,74003,phase5b_structural,fleet_scarcity,M,520101,1132.0,1096.3333333333333,1137.0,1144.0,1.0600706713780919,True
synthetic_M_74003,74003,phase5b_structural,fleet_scarcity,M,520102,1132.0,1096.3333333333333,1137.0,1138.0,0.5300353356890459,True
synthetic_M_74003,74003,phase5b_structural,fleet_scarcity,M,520103,1132.0,1096.3333333333333,1137.0,1120.0,-1.0600706713780919,True
synthetic_M_74004,74004,phase5b_structural,fleet_scarcity,M,520101,2311.0,2270.3333333333335,2266.6666666666665,2281.0,-1.2981393336218088,True
synthetic_M_74004,74004,phase5b_structural,fleet_scarcity,M,520102,2311.0,2270.3333333333335,2266.6666666666665,2314.0,0.12981393336218086,True
synthetic_M_74004,74004,phase5b_structural,fleet_scarcity,M,520103,2311.0,2270.3333333333335,2266.6666666666665,2293.0,-0.7788836001730852,True
synthetic_M_74005,74005,phase5b_structural,fleet_scarcity,M,520101,1730.0,1698.6666666666667,1703.6666666666667,1708.0,-1.2716763005780347,True
synthetic_M_74005,74005,phase5b_structural,fleet_scarcity,M,520102,1730.0,1698.6666666666667,1703.6666666666667,1694.0,-2.0809248554913293,True
synthetic_M_74005,74005,phase5b_structural,fleet_scarcity,M,520103,1730.0,1698.6666666666667,1703.6666666666667,1696.0,-1.9653179190751444,True
synthetic_M_74006,74006,phase5b_structural,fleet_scarcity,M,520101,1182.0,1167.6666666666667,1178.3333333333333,1176.0,-0.5076142131979695,True
synthetic_M_74006,74006,phase5b_structural,fleet_scarcity,M,520102,1182.0,1167.6666666666667,1178.3333333333333,1181.0,-0.08460236886632826,True
synthetic_M_74006,74006,phase5b_structural,fleet_scarcity,M,520103,1182.0,1167.6666666666667,1178.3333333333333,1189.0,0.5922165820642978,True
synthetic_M_74007,74007,phase5b_structural,fleet_scarcity,M,520101,1419.0,1430.0,1446.0,1443.0,1.6913319238900635,True
synthetic_M_74007,74007,phase5b_structural,fleet_scarcity,M,520102,1419.0,1430.0,1446.0,1460.0,2.8893587033121917,True
synthetic_M_74007,74007,phase5b_structural,fleet_scarcity,M,520103,1419.0,1430.0,1446.0,1464.0,3.171247357293869,True
synthetic_M_74008,74008,phase5b_structural,fleet_scarcity,M,520101,2885.0,2836.0,2873.6666666666665,2893.0,0.2772963604852686,True
synthetic_M_74008,74008,phase5b_structural,fleet_scarcity,M,520102,2885.0,2836.0,2873.6666666666665,2870.0,-0.5199306759098787,True
synthetic_M_74008,74008,phase5b_structural,fleet_scarcity,M,520103,2885.0,2836.0,2873.6666666666665,2909.0,0.8318890814558059,True
synthetic_M_74009,74009,phase5b_structural,fleet_scarcity,M,520101,736.0,788.0,766.6666666666666,764.0,3.8043478260869565,True
synthetic_M_74009,74009,phase5b_structural,fleet_scarcity,M,520102,736.0,788.0,766.6666666666666,809.0,9.918478260869565,True
synthetic_M_74009,74009,phase5b_structural,fleet_scarcity,M,520103,736.0,788.0,766.6666666666666,756.0,2.717391304347826,True
synthetic_M_74010,74010,phase5b_structural,fleet_scarcity,M,520101,1089.0,1108.6666666666667,1104.6666666666667,1131.0,3.8567493112947657,True
synthetic_M_74010,74010,phase5b_structural,fleet_scarcity,M,520102,1089.0,1108.6666666666667,1104.6666666666667,1109.0,1.8365472910927456,True
synthetic_M_74010,74010,phase5b_structural,fleet_scarcity,M,520103,1089.0,1108.6666666666667,1104.6666666666667,1087.0,-0.18365472910927455,True
