instance_id,seed,scale,iterations,decoder_evaluations,critic_calls,refresh_count,guided_iterations,guided_iterations_per_critic_call,runtime_preparation_seconds,refresh_seconds,refresh_budget_share,decoder_evaluations_per_second,new_best_events,new_best_events_per_1000_evaluations,h1_to_final_improvement,improvement_per_second,improvement_per_1000_evaluations,best_found_seconds,budget_overshoot_seconds,refresh_p50_ms,refresh_p90_ms,refresh_p99_ms,refresh_max_ms
CB1_CAUR_S_CF1_RI2_TI2_R12_C02,746101,S,5755,46041,288,288,5755,19.98263888888889,0.0002773529849946499,3.490580098819919,0.031165893739463563,411.07009926649243,18,0.39095588714406726,193.0,1.7231712855592416,4.191915901044721,96.76640311803203,0.0027948570204898715,11.38224548776634,12.151244113920256,12.521068929927424,88.29461399000138
CB1_CAUR_S_CF1_RI2_TI2_R12_C02,746102,S,5684,45467,285,285,5684,19.943859649122807,0.000384379003662616,3.366508480918128,0.030058111436769,405.94512578890544,5,0.10996986825609784,129.0,1.1517566856570436,2.837222601007324,27.03828621399589,0.0028228239971213043,11.502843000926077,12.30858099879697,13.0396148422733,21.705519000533968
CB1_CAUR_S_CF1_RI2_TI2_R12_C02,746103,S,5793,46342,290,290,5793,19.97586206896552,0.0003616680041886866,3.451397662225645,0.030816050555586116,413.7575817392548,6,0.12947218505890984,120.0,1.0714019638494363,2.589443701178197,109.73581303900573,0.0027814480126835406,11.404096003388986,12.21328700776212,12.659474857500758,81.00593101698905
CB1_CAUR_S_CF2_RI2_TI2_R12,746101,S,5636,45086,282,282,5636,19.98581560283688,0.0002975930110551417,3.4461760782869533,0.02871813398572461,375.710639319289,14,0.3105176773277736,248.0,2.0666335126465794,5.50059885552056,41.83979547204217,0.001925103017129004,11.948114988626912,12.757657800102606,13.086869796388783,14.055981009732932
CB1_CAUR_S_CF2_RI2_TI2_R12,746102,S,5767,46131,289,289,5767,19.955017301038062,0.0004035739693790674,3.668070760963019,0.03056725634135849,384.41990619607236,20,0.43354793956341725,316.0,2.6332984404838147,6.850057445101992,118.65694438200444,0.001590074971318245,11.900418961886317,12.684282404370606,14.326656467746952,89.76293099112809
CB1_CAUR_S_CF2_RI2_TI2_R12,746103,S,5611,44889,281,281,5611,19.96797153024911,0.0003632259904406965,3.4366642716922797,0.028638868930768998,374.0713122429795,22,0.4900977967876317,255.0,2.124979051036106,5.6806790082202765,117.22327245696215,0.0011830119765363634,11.97930402122438,12.753218994475901,12.999627995304763,13.06498795747757
CB1_CAUR_S_CF2_RI2_TI2_R12_C02,746101,S,5484,43871,275,275,5484,19.94181818181818,0.0003249039873480797,3.4973951501888223,0.027757104366577953,348.1780346455925,16,0.3647056141870484,243.0,1.9285464753226274,5.538966515465797,109.99662255198928,0.0016303000156767666,12.167565000709146,12.941351800691336,14.251688076183182,83.67748599266633
CB1_CAUR_S_CF2_RI2_TI2_R12_C02,746102,S,5541,44328,278,278,5541,19.931654676258994,0.00043365900637581944,3.49514844926307,0.02773927340684976,351.800559939613,19,0.42862299223966793,262.0,2.079312098542199,5.9104854719364734,121.46706654102309,0.00321047700708732,12.094464531401172,12.84962011850439,13.589325267821554,79.36213799985126
CB1_CAUR_S_CF2_RI2_TI2_R12_C02,746103,S,5516,44124,276,276,5516,19.985507246376812,0.0004367780056782067,3.421924366732128,0.02715812989469943,350.18465194160797,19,0.4306046595956849,290.0,2.3015490223702817,6.5723869096183485,112.86921056202846,0.0020956239895895123,12.088347488315776,12.886508484371006,13.591410970548168,13.700418989174068
CB1_CAUR_S_CF3_RI2_TI2_R12,746101,S,5605,44840,281,281,5605,19.94661921708185,0.0002961689606308937,3.464385488478001,0.02839660236457378,367.53171070611876,31,0.6913470115967886,316.0,2.5900985857077057,7.047279214986619,105.88902480801335,0.0030780850211158395,12.044992006849498,12.832073960453272,13.464867416769264,15.221247973386198
CB1_CAUR_S_CF3_RI2_TI2_R12,746102,S,5474,43786,274,274,5474,19.978102189781023,0.0004044490051455796,3.628710960911121,0.0297435324664846,358.8959807341916,14,0.3197369022061846,366.0,2.999952700605539,8.35883615767597,40.426670746004675,0.00192353903548792,12.142255960498005,13.007845310494304,33.426077951443105,85.74048499576747
CB1_CAUR_S_CF3_RI2_TI2_R12,746103,S,5480,43841,275,275,5480,19.927272727272726,0.00044555997010320425,3.5402928512194194,0.02901879386245426,359.3220148814251,15,0.3421454802582058,358.0,2.9341776265949724,8.165872128829179,47.12538260099245,0.010336645995266736,12.117850012145936,12.96139977639541,13.444436111021785,81.25157502945513
CB1_CAUR_S_CF3_RI2_TI2_R12_C02,746101,S,5598,44778,280,280,5598,19.992857142857144,0.0003114899736829102,3.6254044751403853,0.02877305139000306,355.37662261883594,8,0.17865916298182144,183.0,1.4523632573863723,4.086828353209166,76.61282244801987,0.0015351320034824312,12.164602987468243,13.008694187738001,13.997463754494675,86.53348899679258
CB1_CAUR_S_CF3_RI2_TI2_R12_C02,746102,S,5569,44553,279,279,5569,19.96057347670251,0.0004249479970894754,3.5634730207384564,0.02828153191062267,353.5949910165944,17,0.3815680201108792,261.0,2.0714271239945936,5.858191367584674,112.02919033699436,8.804397657513618e-05,12.207390973344445,13.006483193021268,13.583239300642159,91.6579210315831
CB1_CAUR_S_CF3_RI2_TI2_R12_C02,746103,S,5571,44568,279,279,5571,19.967741935483872,0.0004914180026389658,3.5046850669314153,0.027814960848662026,353.70697931556737,16,0.3590019745108598,222.0,1.7618683676192775,4.98115239633818,107.38701697200304,0.0026027369895018637,12.29938497999683,13.11243602540344,13.444229685701428,14.83447098871693
