algorithm,instance_id,seed,scale,CF_level,cell_replicate,budget_fraction,available,incumbent_makespan,normalized_incumbent_over_h1,rpd_v001_percent,decoder_evaluations
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12,746101,S,CF1,C01,0.75,True,1657.0,0.898590021691974,0.729483282674772,33617
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12,746101,S,CF1,C01,1.0,True,1657.0,0.898590021691974,0.729483282674772,33617
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12,746102,S,CF1,C01,0.1,True,1767.0,0.9582429501084598,7.416413373860182,2969
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12,746102,S,CF1,C01,0.25,True,1753.0,0.9506507592190889,6.565349544072948,12729
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12,746102,S,CF1,C01,0.5,True,1700.0,0.9219088937093276,3.3434650455927053,27609
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12,746102,S,CF1,C01,0.75,True,1677.0,0.9094360086767896,1.9452887537993921,37425
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12,746102,S,CF1,C01,1.0,True,1677.0,0.9094360086767896,1.9452887537993921,37425
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12,746103,S,CF1,C01,0.1,True,1810.0,0.9815618221258134,10.030395136778116,2401
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12,746103,S,CF1,C01,0.25,True,1803.0,0.9777657266811279,9.604863221884498,10681
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12,746103,S,CF1,C01,0.5,True,1733.0,0.9398047722342733,5.349544072948328,18961
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12,746103,S,CF1,C01,0.75,True,1728.0,0.9370932754880694,5.045592705167174,30913
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12,746103,S,CF1,C01,1.0,True,1718.0,0.9316702819956616,4.437689969604863,52113
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,746101,S,CF1,C02,0.1,True,1932.0,0.9958762886597938,8.356702187324734,2913
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,746101,S,CF1,C02,0.25,True,1834.0,0.945360824742268,2.860347728547392,11017
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,746101,S,CF1,C02,0.5,True,1807.0,0.9314432989690722,1.346045989904655,22729
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,746101,S,CF1,C02,0.75,True,1807.0,0.9314432989690722,1.346045989904655,22729
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,746101,S,CF1,C02,1.0,True,1807.0,0.9314432989690722,1.346045989904655,22729
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,746102,S,CF1,C02,0.1,True,1921.0,0.9902061855670103,7.739764441951767,5569
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,746102,S,CF1,C02,0.25,True,1868.0,0.9628865979381444,4.767246214245653,10169
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,746102,S,CF1,C02,0.5,True,1852.0,0.954639175257732,3.8698822209758834,19113
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,746102,S,CF1,C02,0.75,True,1832.0,0.9443298969072165,2.748177229388671,34529
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,746102,S,CF1,C02,1.0,True,1823.0,0.9396907216494845,2.243409983174425,49329
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,746103,S,CF1,C02,0.1,True,1936.0,0.9979381443298969,8.581043185642176,33
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,746103,S,CF1,C02,0.25,True,1858.0,0.9577319587628866,4.2063937184520475,10209
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,746103,S,CF1,C02,0.5,True,1833.0,0.9448453608247422,2.8042624789680315,27305
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,746103,S,CF1,C02,0.75,True,1795.0,0.9252577319587629,0.6730229949523275,41225
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,746103,S,CF1,C02,1.0,True,1783.0,0.9190721649484536,0.0,45297
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12,746101,S,CF2,C01,0.1,True,1776.0,0.9477054429028815,11.838790931989925,4993
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12,746101,S,CF2,C01,0.25,True,1744.0,0.9306296691568837,9.82367758186398,5577
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12,746101,S,CF2,C01,0.5,True,1734.0,0.9252934898612594,9.193954659949622,27641
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12,746101,S,CF2,C01,0.75,True,1592.0,0.8495197438633938,0.2518891687657431,40377
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12,746101,S,CF2,C01,1.0,True,1588.0,0.847385272145144,0.0,52753
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12,746102,S,CF2,C01,0.1,True,1718.0,0.9167556029882604,8.18639798488665,4937
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12,746102,S,CF2,C01,0.25,True,1718.0,0.9167556029882604,8.18639798488665,4937
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12,746102,S,CF2,C01,0.5,True,1672.0,0.8922091782283885,5.289672544080605,26097
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12,746102,S,CF2,C01,0.75,True,1645.0,0.8778014941302028,3.5894206549118386,32753
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12,746102,S,CF2,C01,1.0,True,1618.0,0.8633938100320171,1.8891687657430731,48113
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12,746103,S,CF2,C01,0.1,True,1698.0,0.9060832443970117,6.926952141057934,4249
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12,746103,S,CF2,C01,0.25,True,1679.0,0.8959445037353255,5.730478589420655,8761
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12,746103,S,CF2,C01,0.5,True,1679.0,0.8959445037353255,5.730478589420655,8761
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12,746103,S,CF2,C01,0.75,True,1679.0,0.8959445037353255,5.730478589420655,8761
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12,746103,S,CF2,C01,1.0,True,1675.0,0.8938100320170758,5.478589420654912,47561
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,746101,S,CF2,C02,0.1,True,2077.0,0.9811053377420879,10.24416135881104,1593
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,746101,S,CF2,C02,0.25,True,2077.0,0.9811053377420879,10.24416135881104,1593
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,746101,S,CF2,C02,0.5,True,2077.0,0.9811053377420879,10.24416135881104,1593
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,746101,S,CF2,C02,0.75,True,2053.0,0.9697685403873406,8.970276008492569,40185
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,746101,S,CF2,C02,1.0,True,2011.0,0.9499291450165328,6.740976645435244,52433
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,746102,S,CF2,C02,0.1,True,2012.0,0.9504015115729806,6.794055201698514,5329
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,746102,S,CF2,C02,0.25,True,1987.0,0.9385923476617856,5.467091295116773,9881
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,746102,S,CF2,C02,0.5,True,1974.0,0.9324515824279641,4.777070063694268,24993
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,746102,S,CF2,C02,0.75,True,1974.0,0.9324515824279641,4.777070063694268,24993
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,746102,S,CF2,C02,1.0,True,1974.0,0.9324515824279641,4.777070063694268,24993
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,746103,S,CF2,C02,0.1,True,1995.0,0.942371280113368,5.89171974522293,4809
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,746103,S,CF2,C02,0.25,True,1962.0,0.9267831837505904,4.140127388535032,9097
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,746103,S,CF2,C02,0.5,True,1956.0,0.9239489844119037,3.821656050955414,18337
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,746103,S,CF2,C02,0.75,True,1916.0,0.9050543221539915,1.6985138004246285,36737
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,746103,S,CF2,C02,1.0,True,1884.0,0.8899385923476618,0.0,54201
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12,746101,S,CF3,C01,0.1,True,1891.0,0.9108863198458574,14.259818731117825,2265
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12,746101,S,CF3,C01,0.25,True,1792.0,0.8631984585741811,8.277945619335348,10369
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12,746101,S,CF3,C01,0.5,True,1792.0,0.8631984585741811,8.277945619335348,10369
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12,746101,S,CF3,C01,0.75,True,1792.0,0.8631984585741811,8.277945619335348,10369
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12,746101,S,CF3,C01,1.0,True,1792.0,0.8631984585741811,8.277945619335348,10369
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12,746102,S,CF3,C01,0.1,True,1925.0,0.9272639691714836,16.31419939577039,5401
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12,746102,S,CF3,C01,0.25,True,1813.0,0.8733140655105973,9.546827794561933,9977
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12,746102,S,CF3,C01,0.5,True,1806.0,0.869942196531792,9.123867069486405,15769
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12,746102,S,CF3,C01,0.75,True,1806.0,0.869942196531792,9.123867069486405,15769
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12,746102,S,CF3,C01,1.0,True,1796.0,0.8651252408477842,8.51963746223565,53361
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12,746103,S,CF3,C01,0.1,True,1833.0,0.8829479768786127,10.755287009063444,3569
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12,746103,S,CF3,C01,0.25,True,1833.0,0.8829479768786127,10.755287009063444,3569
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12,746103,S,CF3,C01,0.5,True,1833.0,0.8829479768786127,10.755287009063444,3569
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12,746103,S,CF3,C01,0.75,True,1819.0,0.876204238921002,9.909365558912386,37385
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12,746103,S,CF3,C01,1.0,True,1788.0,0.861271676300578,8.036253776435045,51881
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,746101,S,CF3,C02,0.1,True,1901.0,0.9824289405684754,9.947946790052054,5217
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,746101,S,CF3,C02,0.25,True,1861.0,0.9617571059431524,7.634470792365529,6417
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,746101,S,CF3,C02,0.5,True,1861.0,0.9617571059431524,7.634470792365529,6417
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,746101,S,CF3,C02,0.75,True,1853.0,0.9576227390180878,7.171775592828224,37641
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,746101,S,CF3,C02,1.0,True,1800.0,0.9302325581395349,4.1064198958935805,49073
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,746102,S,CF3,C02,0.1,True,1882.0,0.9726098191214471,8.849045691150954,4313
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,746102,S,CF3,C02,0.25,True,1805.0,0.9328165374677002,4.395604395604396,9441
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,746102,S,CF3,C02,0.5,True,1805.0,0.9328165374677002,4.395604395604396,9441
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,746102,S,CF3,C02,0.75,True,1797.0,0.9286821705426357,3.932909196067091,28721
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,746102,S,CF3,C02,1.0,True,1797.0,0.9286821705426357,3.932909196067091,28721
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,746103,S,CF3,C02,0.1,True,1877.0,0.9700258397932816,8.559861191440138,5369
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,746103,S,CF3,C02,0.25,True,1848.0,0.9550387596899225,6.882591093117409,12657
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,746103,S,CF3,C02,0.5,True,1813.0,0.9369509043927648,4.8582995951417,25657
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,746103,S,CF3,C02,0.75,True,1812.0,0.9364341085271318,4.8004626951995375,39785
ALNS,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,746103,S,CF3,C02,1.0,True,1752.0,0.9054263565891473,1.3302486986697513,48289
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12,746101,L,CF1,C01,0.1,True,4293.0,0.9671097093940076,24.326672458731537,2733
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12,746101,L,CF1,C01,0.25,True,3985.0,0.8977247127731471,15.40689255719664,6860
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12,746101,L,CF1,C01,0.5,True,3776.0,0.850642036494706,9.35418476686939,14026
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12,746101,L,CF1,C01,0.75,True,3530.0,0.7952241495832395,2.229944975383724,21019
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12,746101,L,CF1,C01,1.0,True,3453.0,0.7778779004280243,0.0,24557
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12,746102,L,CF1,C01,0.1,True,4739.0,1.0675827889164227,37.242977121343756,2791
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12,746102,L,CF1,C01,0.25,True,4011.0,0.9035818878125704,16.159860990443093,7193
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12,746102,L,CF1,C01,0.5,True,3540.0,0.7974769092137869,2.519548218940052,14156
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12,746102,L,CF1,C01,0.75,True,3470.0,0.781707591799955,0.4923255140457573,17510
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12,746102,L,CF1,C01,1.0,True,3470.0,0.781707591799955,0.4923255140457573,17510
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12,746103,L,CF1,C01,0.1,True,4580.0,1.0317639107907186,32.638285548798144,2865
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12,746103,L,CF1,C01,0.25,True,4034.0,0.9087632349628295,16.825948450622647,7233
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12,746103,L,CF1,C01,0.5,True,3717.0,0.8373507546744763,7.645525629887055,14105
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12,746103,L,CF1,C01,0.75,True,3668.0,0.8263122324847939,6.226469736461048,20138
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12,746103,L,CF1,C01,1.0,True,3668.0,0.8263122324847939,6.226469736461048,20138
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,746101,L,CF1,C02,0.1,True,5376.0,1.1474919957310565,44.905660377358494,2860
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,746101,L,CF1,C02,0.25,True,5005.0,1.0683030949839916,34.905660377358494,7086
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,746101,L,CF1,C02,0.5,True,4877.0,1.0409818569903948,31.455525606469003,14190
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,746101,L,CF1,C02,0.75,True,4718.0,1.0070437566702242,27.169811320754718,18257
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,746101,L,CF1,C02,1.0,True,4586.0,0.9788687299893276,23.61185983827493,28307
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,746102,L,CF1,C02,0.1,True,5375.0,1.1472785485592316,44.878706199460915,2589
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,746102,L,CF1,C02,0.25,True,4682.0,0.9993596584845251,26.19946091644205,6879
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,746102,L,CF1,C02,0.5,True,4016.0,0.8572038420490928,8.247978436657682,13822
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,746102,L,CF1,C02,0.75,True,3770.0,0.8046958377801494,1.6172506738544474,19432
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,746102,L,CF1,C02,1.0,True,3732.0,0.7965848452508004,0.5929919137466307,23837
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,746103,L,CF1,C02,0.1,True,4954.0,1.057417289220918,33.53099730458221,2747
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,746103,L,CF1,C02,0.25,True,4413.0,0.9419423692636073,18.948787061994608,6858
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,746103,L,CF1,C02,0.5,True,4087.0,0.872358591248666,10.161725067385445,13709
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,746103,L,CF1,C02,0.75,True,3876.0,0.8273212379935966,4.474393530997305,20652
LG_HGA_2O,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,746103,L,CF1,C02,1.0,True,3811.0,0.8134471718249733,2.7223719676549867,24403
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12,746101,L,CF2,C01,0.1,True,4873.0,1.040572282724749,16.970715314450313,2643
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12,746101,L,CF2,C01,0.25,True,4479.0,0.9564381806534273,7.513202112337974,6211
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12,746101,L,CF2,C01,0.5,True,4260.0,0.9096732863549007,2.256361017762842,12913
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12,746101,L,CF2,C01,0.75,True,4216.0,0.9002775998291693,1.200192030724916,19025
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12,746101,L,CF2,C01,1.0,True,4202.0,0.8972880632073457,0.8641382621219396,20774
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12,746102,L,CF2,C01,0.1,True,5108.0,1.09075379030536,22.611617858857418,2656
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12,746102,L,CF2,C01,0.25,True,4755.0,1.0153747597693785,14.13826212193951,6424
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12,746102,L,CF2,C01,0.5,True,4408.0,0.941276959214179,5.808929428708593,12113
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12,746102,L,CF2,C01,0.75,True,4324.0,0.9233397394832372,3.7926068170907343,15948
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12,746102,L,CF2,C01,1.0,True,4235.0,0.9043348281016442,1.656265002400384,25952
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12,746103,L,CF2,C01,0.1,True,5060.0,1.0805039504591074,21.4594335093615,2617
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12,746103,L,CF2,C01,0.25,True,4580.0,0.9780055519965833,9.937590014402303,6282
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12,746103,L,CF2,C01,0.5,True,4338.0,0.9263292761050609,4.128660585693711,12839
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12,746103,L,CF2,C01,0.75,True,4196.0,0.8960068332265642,0.7201152184349496,19262
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12,746103,L,CF2,C01,1.0,True,4166.0,0.8896006833226564,0.0,23722
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,746101,L,CF2,C02,0.1,True,5632.0,1.339995241494171,42.33004801617387,2453
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,746101,L,CF2,C02,0.25,True,5051.0,1.2017606471567928,27.647207480414455,6162
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,746101,L,CF2,C02,0.5,True,4813.0,1.145134427789674,21.63254991154915,13060
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,746101,L,CF2,C02,0.75,True,4545.0,1.0813704496788008,14.859742228961334,19590
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,746101,L,CF2,C02,1.0,True,4190.0,0.9969069712110398,5.888299216578216,26036
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,746102,L,CF2,C02,0.1,True,5447.0,1.2959790625743517,37.65478898155168,2444
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,746102,L,CF2,C02,0.25,True,4929.0,1.172733761598858,24.564063684609554,6378
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,746102,L,CF2,C02,0.5,True,4380.0,1.0421127765881513,10.689916603487491,12656
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,746102,L,CF2,C02,0.75,True,4344.0,1.033547466095646,9.780136467020471,15043
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,746102,L,CF2,C02,1.0,True,4290.0,1.020699500356888,8.415466262319939,25786
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,746103,L,CF2,C02,0.1,True,5120.0,1.218177492267428,29.390952741976246,2547
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,746103,L,CF2,C02,0.25,True,4728.0,1.124910778015703,19.48445792266869,5930
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,746103,L,CF2,C02,0.5,True,4448.0,1.0582916964073281,12.408390194591863,12973
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,746103,L,CF2,C02,0.75,True,4422.0,1.0521056388294077,11.751326762699014,16094
LG_HGA_2O,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,746103,L,CF2,C02,1.0,True,4233.0,1.0071377587437544,6.974981046247157,26019
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12,746101,L,CF3,C01,0.1,True,4821.0,1.0644733936851403,16.308805790108565,2708
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12,746101,L,CF3,C01,0.25,True,4669.0,1.0309119010819165,12.641737032569361,6385
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12,746101,L,CF3,C01,0.5,True,4357.0,0.9620225215279311,5.1145958986731,12898
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12,746101,L,CF3,C01,0.75,True,4357.0,0.9620225215279311,5.1145958986731,12898
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12,746101,L,CF3,C01,1.0,True,4337.0,0.9576065356590859,4.632086851628468,24802
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12,746102,L,CF3,C01,0.1,True,4908.0,1.0836829322146169,18.407720144752712,2256
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12,746102,L,CF3,C01,0.25,True,4878.0,1.077058953411349,17.683956574185768,4701
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12,746102,L,CF3,C01,0.5,True,4584.0,1.0121439611393244,10.591073582629674,13152
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12,746102,L,CF3,C01,0.75,True,4540.0,1.002428792227865,9.529553679131483,16518
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12,746102,L,CF3,C01,1.0,True,4482.0,0.9896224332082137,8.13027744270205,24219
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12,746103,L,CF3,C01,0.1,True,4715.0,1.0410686685802606,13.751507840772014,2602
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12,746103,L,CF3,C01,0.25,True,4657.0,1.0282623095606094,12.352231604342581,6207
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12,746103,L,CF3,C01,0.5,True,4374.0,0.9657761095164495,5.524728588661038,13320
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12,746103,L,CF3,C01,0.75,True,4225.0,0.9328770147935527,1.9300361881785284,19149
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12,746103,L,CF3,C01,1.0,True,4167.0,0.9200706557739016,0.5307599517490953,26668
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,746101,L,CF3,C02,0.1,True,3747.0,1.0801383684058807,17.830188679245282,2716
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,746101,L,CF3,C02,0.25,True,3396.0,0.97895647160565,6.7924528301886795,6842
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,746101,L,CF3,C02,0.5,True,3368.0,0.9708849812626117,5.911949685534591,13621
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,746101,L,CF3,C02,0.75,True,3360.0,0.9685788411646008,5.660377358490566,16420
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,746101,L,CF3,C02,1.0,True,3329.0,0.9596425482848083,4.685534591194968,25310
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,746102,L,CF3,C02,0.1,True,4009.0,1.1556644566157395,26.069182389937108,2761
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,746102,L,CF3,C02,0.25,True,3558.0,1.025655808590372,11.88679245283019,6905
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,746102,L,CF3,C02,0.5,True,3245.0,0.9354280772556933,2.0440251572327046,13097
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,746102,L,CF3,C02,0.75,True,3187.0,0.9187085615451138,0.22012578616352202,18980
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,746102,L,CF3,C02,1.0,True,3180.0,0.9166906889593542,0.0,22164
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,746103,L,CF3,C02,0.1,True,4168.0,1.201498991063707,31.069182389937108,2809
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,746103,L,CF3,C02,0.25,True,3463.0,0.9982703949264918,8.89937106918239,6897
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,746103,L,CF3,C02,0.5,True,3305.0,0.9527241279907754,3.930817610062893,13103
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,746103,L,CF3,C02,0.75,True,3250.0,0.9368694148169501,2.20125786163522,18451
LG_HGA_2O,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,746103,L,CF3,C02,1.0,True,3222.0,0.9287979244739117,1.320754716981132,21461
LG_HGA_2O,CB1_CAUR_M_CF1_RI2_TI2_R12,746101,M,CF1,C01,0.1,True,2939.0,0.996609020006782,7.145461173897193,1644
