state_id,instance_id,data_origin,target_set_id,generator_order_index,all_origin_rules,all_origin_destroy_operators,all_origin_families,current_stored_first_origin_destroy_operator,origin_rule_count,origin_destroy_operator_count,cross_destroy_duplicate,stored_metadata_match
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_a3b95a6d973a82e3c35a,7,"[""related_variant_1""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_3fa9b85a170cdfde1237,8,"[""related_variant_2""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_73737862519aba5ea542,9,"[""related_variant_3""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_9852e61b33b10734ee02,10,"[""related_variant_4""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_39e70cd01283e542667d,11,"[""matched_random_1""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_62bc1ed05291ad57e4f6,12,"[""matched_random_2""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_c6380142196689cd1dfd,13,"[""matched_random_3""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_90d337274fed2884a41a,14,"[""one_operation_swap""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_009392091565bde5617d,15,"[""two_operation_swap""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_7fe7891f265c66bb21d8,16,"[""related_replace_25""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_293dae0aa5b141deff92,17,"[""related_replace_50""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_3451e03d86bd9b73a162,18,"[""near_same_product""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_563990b2d3ba2c53ab28,19,"[""near_precedence_neighbor""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_6f13e4ba0704cfa3cca0,20,"[""near_same_island_chain""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_8685a418df005b171cc4,21,"[""near_high_W_delay""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_0f8cb42b4e2bf4171f52,22,"[""near_high_F_delay""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_d72a433aa1fba52470e2,23,"[""near_low_slack""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_2e425a181eac47069f28,0,"[""operator_random""]","[""random""]","[""ORIGINAL_OPERATOR""]",random,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_1063bda44dac55aab2c6,1,"[""operator_critical""]","[""critical""]","[""ORIGINAL_OPERATOR""]",critical,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_437b5993cccf47cc8d35,2,"[""operator_overloaded_island""]","[""overloaded_island""]","[""ORIGINAL_OPERATOR""]",overloaded_island,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_846e2384a8012c0385a5,3,"[""operator_high_reconfiguration""]","[""high_reconfiguration""]","[""ORIGINAL_OPERATOR""]",high_reconfiguration,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_8ff0b6c95e1b34ec7219,4,"[""operator_w_bottleneck""]","[""w_bottleneck""]","[""ORIGINAL_OPERATOR""]",w_bottleneck,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_44625add278ed3329811,5,"[""operator_f_bottleneck""]","[""f_bottleneck""]","[""ORIGINAL_OPERATOR""]",f_bottleneck,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_7a50d0e8969e55d20a09,6,"[""operator_related""]","[""related""]","[""ORIGINAL_OPERATOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_77e838f38173a8e05d9b,7,"[""related_variant_1""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_633cbd4fbb4136846120,8,"[""related_variant_2""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_64fa8be32fa07e9fcaf1,9,"[""related_variant_3""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_b788dcabda1d98ccd3b2,10,"[""related_variant_4""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_5c096d51ab59d71451a0,11,"[""matched_random_1""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_8a3b4701091a4321001f,12,"[""matched_random_2""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_22af4fca36d5add487ec,13,"[""matched_random_3""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_90ac416baae218966f97,14,"[""one_operation_swap""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_c1272c52afa67c659c0f,15,"[""two_operation_swap""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_1562437d68537feb4252,16,"[""related_replace_25""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_6670d5a0269711ec2c3e,17,"[""related_replace_50""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_3f56ebb1d855334898c1,18,"[""near_same_product""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_3c8d6405513abda5d97c,19,"[""near_precedence_neighbor""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_a20998580555bde77d9b,20,"[""near_same_island_chain""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_71990072d383cfcd9d0e,21,"[""near_high_W_delay""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_1003a05a744d199591e9,22,"[""near_high_F_delay""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000049,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_ec5ee5e6ec54b5331f5a,23,"[""near_low_slack""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_27f16c5735b48438a14b,0,"[""operator_random""]","[""random""]","[""ORIGINAL_OPERATOR""]",random,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_73504a418d4870aefac5,1,"[""operator_critical""]","[""critical""]","[""ORIGINAL_OPERATOR""]",critical,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_dd76688995024813a59e,2,"[""operator_overloaded_island""]","[""overloaded_island""]","[""ORIGINAL_OPERATOR""]",overloaded_island,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_2a4e687462a78d3db58f,3,"[""operator_high_reconfiguration""]","[""high_reconfiguration""]","[""ORIGINAL_OPERATOR""]",high_reconfiguration,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_d85d6c544f35bc88e8ed,4,"[""operator_w_bottleneck""]","[""w_bottleneck""]","[""ORIGINAL_OPERATOR""]",w_bottleneck,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_4cd848dbe5b44a0346f2,5,"[""operator_f_bottleneck""]","[""f_bottleneck""]","[""ORIGINAL_OPERATOR""]",f_bottleneck,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_467dddd3bc89e3de1dbd,6,"[""operator_related""]","[""related""]","[""ORIGINAL_OPERATOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_28ca72524e1e9ffca731,7,"[""related_variant_1""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_fae81e5a53988d8d5e24,8,"[""related_variant_2""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_acca83a5e735a9051019,9,"[""related_variant_3""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_08e8c9a837a5996cee38,10,"[""related_variant_4""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_9dfde1330328090f6753,11,"[""matched_random_1""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_2f9860a036a0b8a76573,12,"[""matched_random_2""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_c2942fac2686e63ae225,13,"[""matched_random_3""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_b1bfb93851f3018ce891,14,"[""one_operation_swap""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_da909ed43f41ac06b02c,15,"[""two_operation_swap""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_6add88350c0b1b325341,16,"[""related_replace_25""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_28d92f3f1bb4cdcf272e,17,"[""related_replace_50""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_e38ff7d09fc1a5410839,18,"[""near_same_product""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_7bb2bd9cf42a81d017c8,19,"[""near_precedence_neighbor""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_05d74d8387b8b099da4a,20,"[""near_same_island_chain""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_adffbbc4518b00b268e9,21,"[""near_high_W_delay""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_b2062c766cdd2dfbceb4,22,"[""near_high_F_delay""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_4f532b3e7150578998c1,23,"[""near_low_slack""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_0fd1b9505c5e2f604ded,0,"[""operator_random""]","[""random""]","[""ORIGINAL_OPERATOR""]",random,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_3a90157ec949f8c7543e,1,"[""operator_critical""]","[""critical""]","[""ORIGINAL_OPERATOR""]",critical,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_e87c818e72047886a22b,2,"[""operator_overloaded_island""]","[""overloaded_island""]","[""ORIGINAL_OPERATOR""]",overloaded_island,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_8e32745403ba69b21fec,3,"[""operator_high_reconfiguration""]","[""high_reconfiguration""]","[""ORIGINAL_OPERATOR""]",high_reconfiguration,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_9ef32e80ce522d910078,4,"[""operator_w_bottleneck""]","[""w_bottleneck""]","[""ORIGINAL_OPERATOR""]",w_bottleneck,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_db9daad504367535e470,5,"[""operator_f_bottleneck""]","[""f_bottleneck""]","[""ORIGINAL_OPERATOR""]",f_bottleneck,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_e24aafa11623b8bb565e,6,"[""operator_related""]","[""related""]","[""ORIGINAL_OPERATOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_3d7cc42c6cc4724c872e,7,"[""related_variant_1""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_77a2711cdd5e36996e4d,8,"[""related_variant_2""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_ed82e54b262374fa9fbf,9,"[""related_variant_3""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_67bc151a0381539d5e4c,10,"[""related_variant_4""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_61d0ded6265a70655f60,11,"[""matched_random_1""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_ab8d3373901fd7ee461f,12,"[""matched_random_2""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_a4a330101e76bdde5d99,13,"[""matched_random_3""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_f8af5008b48129bae5f9,14,"[""one_operation_swap""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_dfd5f73bcaa6ba946989,15,"[""two_operation_swap""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_dbf94c06e0f416c3402f,16,"[""related_replace_25""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_821e648ffc28083f5360,17,"[""related_replace_50""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_3130621c46bc42c07c0c,18,"[""near_same_product""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_5d5897c1b7b57cce5a91,19,"[""near_precedence_neighbor""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_914cd7e57c0405890c5f,20,"[""near_same_island_chain""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_ab743dcdc4edc4bd9408,21,"[""near_high_W_delay""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,ORIGINAL_PHASE6J_CAUR,ts_dc334c29c6da2295bb0f,22,"[""near_high_F_delay""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
