state_id,instance_id,data_origin,target_set_id,generator_order_index,all_origin_rules,all_origin_destroy_operators,all_origin_families,current_stored_first_origin_destroy_operator,origin_rule_count,origin_destroy_operator_count,cross_destroy_duplicate,stored_metadata_match
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000102,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_9e81697a450c925ca05e,21,"[""near_high_W_delay""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000102,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_1547fea6117ffef5ac7f,22,"[""near_high_F_delay""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000102,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_332f76b9c880bdb7d26e,23,"[""near_low_slack""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_04d138443cb455ee6657,0,"[""operator_random""]","[""random""]","[""ORIGINAL_OPERATOR""]",random,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_68724aecb9553caa47f2,1,"[""operator_critical""]","[""critical""]","[""ORIGINAL_OPERATOR""]",critical,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_82735773bd7c82833e81,2,"[""operator_overloaded_island""]","[""overloaded_island""]","[""ORIGINAL_OPERATOR""]",overloaded_island,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_e6124b822ac87c40f273,3,"[""operator_high_reconfiguration""]","[""high_reconfiguration""]","[""ORIGINAL_OPERATOR""]",high_reconfiguration,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_0f5d1e14cf7711657d9b,4,"[""operator_w_bottleneck""]","[""w_bottleneck""]","[""ORIGINAL_OPERATOR""]",w_bottleneck,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_4bd1ce881120429fb1aa,5,"[""operator_f_bottleneck""]","[""f_bottleneck""]","[""ORIGINAL_OPERATOR""]",f_bottleneck,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_d9d98c4000522f8e3121,6,"[""operator_related""]","[""related""]","[""ORIGINAL_OPERATOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_440ee2bb370728e1cc9a,7,"[""related_variant_1""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_39c2718e62920246e30a,8,"[""related_variant_2""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_4efcdc59e223350d8437,9,"[""related_variant_3""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_7a2bc6d5ce8c2f707b29,10,"[""related_variant_4""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_2f234ea705bda902a2b3,11,"[""matched_random_1""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_5dbecbc62fa1cdbe20f7,12,"[""matched_random_2""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_46c0bb4c09f2eec8eecb,13,"[""matched_random_3""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_8417ae0c3dd8e055aa21,14,"[""one_operation_swap""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_c9f09d5a32faf8511a0e,15,"[""two_operation_swap""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_86eb93495cf00614873e,16,"[""related_replace_25""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_c8b07336f0c38e3c3845,17,"[""related_replace_50""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_dc9e69e4ff04cd373e95,18,"[""near_same_product""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_4aca95993c9a4a4a61bd,19,"[""near_precedence_neighbor""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_ff76c24955adce5fedcc,20,"[""near_same_island_chain""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_2726b0f24f6ae771cc0c,21,"[""near_high_W_delay""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_c928f57615e41a36da46,22,"[""near_high_F_delay""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000143,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_0aed3b79ac261258d20d,23,"[""near_low_slack""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_61b2d7fc032133aaf3cb,0,"[""operator_random""]","[""random""]","[""ORIGINAL_OPERATOR""]",random,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_c0946fd5c0a3cff7c269,1,"[""operator_critical""]","[""critical""]","[""ORIGINAL_OPERATOR""]",critical,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_7b45c2636d799f0f297a,2,"[""operator_overloaded_island""]","[""overloaded_island""]","[""ORIGINAL_OPERATOR""]",overloaded_island,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_f4c0f49d3403343a446b,3,"[""operator_high_reconfiguration""]","[""high_reconfiguration""]","[""ORIGINAL_OPERATOR""]",high_reconfiguration,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_e466950f5e32037291f1,4,"[""operator_w_bottleneck""]","[""w_bottleneck""]","[""ORIGINAL_OPERATOR""]",w_bottleneck,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_bcb06297dea770882550,5,"[""operator_f_bottleneck""]","[""f_bottleneck""]","[""ORIGINAL_OPERATOR""]",f_bottleneck,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_a0d717ee4513fc3528e9,6,"[""operator_related""]","[""related""]","[""ORIGINAL_OPERATOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_5b59f1e8e4cf0fadf9f0,7,"[""related_variant_1""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_759a6a84b9bcaea97e18,8,"[""related_variant_2""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_063ac694d96715ff4b99,9,"[""related_variant_3""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_2a8d83712e55c1362998,10,"[""related_variant_4""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_41d4182ae9c31b28c86d,11,"[""matched_random_1""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_93c1c2d9f1c90b7d1b9b,12,"[""matched_random_2""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_3248265c45129fcf3a01,13,"[""matched_random_3""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_17bf83782f0e20ad61cc,14,"[""one_operation_swap""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_2e863d8b188ef54c8de4,15,"[""two_operation_swap""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_6f1f13abcbc60e6c9a82,16,"[""related_replace_25""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_362c3558ce6c0fc01af1,17,"[""related_replace_50""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_92064786407b5c249304,18,"[""near_same_product""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_df12f8e9252bbd077713,19,"[""near_precedence_neighbor""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_96a011256d45491b8fef,20,"[""near_same_island_chain""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_5d5f58d9801c67bbf8ed,21,"[""near_high_W_delay""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_f9ed217a83eaf506e7d5,22,"[""near_high_F_delay""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000185,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_03892817bdc83d8bcc50,23,"[""near_low_slack""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_e949ac5827f93ed814c4,0,"[""operator_random""]","[""random""]","[""ORIGINAL_OPERATOR""]",random,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_8182583f336e40405a42,1,"[""operator_critical""]","[""critical""]","[""ORIGINAL_OPERATOR""]",critical,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_0a8a15972fac4e27a17a,2,"[""operator_overloaded_island""]","[""overloaded_island""]","[""ORIGINAL_OPERATOR""]",overloaded_island,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_8ca935578c2cf6f50c18,3,"[""operator_high_reconfiguration""]","[""high_reconfiguration""]","[""ORIGINAL_OPERATOR""]",high_reconfiguration,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_0778bddea88b376f882b,4,"[""operator_w_bottleneck""]","[""w_bottleneck""]","[""ORIGINAL_OPERATOR""]",w_bottleneck,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_58849fc6fbb263c648a1,5,"[""operator_f_bottleneck""]","[""f_bottleneck""]","[""ORIGINAL_OPERATOR""]",f_bottleneck,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_a3b32561772bee67f105,6,"[""operator_related""]","[""related""]","[""ORIGINAL_OPERATOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_2e5aeb671befdb419fbc,7,"[""related_variant_1""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_40f043876ee754a8695a,8,"[""related_variant_2""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_91d6cb82735952c4af97,9,"[""related_variant_3"",""related_variant_4""]","[""related""]","[""RELATED_VARIANT""]",related,2,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_b52848a3018a6f2ed413,10,"[""matched_random_1""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_232f7575cfaa415d311e,11,"[""matched_random_2""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_0281d83473be1b5b2d06,12,"[""matched_random_3""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_4ec06edce9f3241e8496,13,"[""one_operation_swap""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_37d9b8078e4ee0bd7019,14,"[""two_operation_swap""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_4c5ba27830b4f7bde308,15,"[""related_replace_25""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_e5b49cab413d395b23fe,16,"[""related_replace_50""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_7432f2dbad6007a9241b,17,"[""near_same_product""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_d382b785de53605a9f53,18,"[""near_precedence_neighbor""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_0163be12a2e927303f3f,19,"[""near_same_island_chain""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_40f9548c632783873f65,20,"[""near_high_W_delay""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_75512966119c98eb8db8,21,"[""near_high_F_delay""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000229,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_96473a652710032196da,22,"[""near_low_slack""]","[""related""]","[""STRUCTURED_NEAR_NEIGHBOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_9d7764fcdf53b2f8f8b8,0,"[""operator_random""]","[""random""]","[""ORIGINAL_OPERATOR""]",random,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_655148975848b86a2760,1,"[""operator_critical""]","[""critical""]","[""ORIGINAL_OPERATOR""]",critical,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_fce02e98715efe3e7b3a,2,"[""operator_overloaded_island""]","[""overloaded_island""]","[""ORIGINAL_OPERATOR""]",overloaded_island,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_c9f1064319b1682ba904,3,"[""operator_high_reconfiguration""]","[""high_reconfiguration""]","[""ORIGINAL_OPERATOR""]",high_reconfiguration,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_ca3b51b14cc27f3955d8,4,"[""operator_w_bottleneck""]","[""w_bottleneck""]","[""ORIGINAL_OPERATOR""]",w_bottleneck,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_2346248c5dcc465af240,5,"[""operator_f_bottleneck""]","[""f_bottleneck""]","[""ORIGINAL_OPERATOR""]",f_bottleneck,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_04cadc695d0979d6ba4f,6,"[""operator_related""]","[""related""]","[""ORIGINAL_OPERATOR""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_89c98379db6fe58f5591,7,"[""related_variant_1""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_62c8541c8972e1a3f602,8,"[""related_variant_2""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_154df242c570775d4c6d,9,"[""related_variant_3""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_f44dab50a2bf3acd50da,10,"[""related_variant_4""]","[""related""]","[""RELATED_VARIANT""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_8a7e5a8a12e61849ac9b,11,"[""matched_random_1""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_8fe4cf6f4fa5f44870da,12,"[""matched_random_2""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_4e53875dfe9aaa717ec7,13,"[""matched_random_3""]","[""random""]","[""MATCHED_RANDOM""]",random,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_fa10b0032170c7028ea6,14,"[""one_operation_swap""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_32ac8c44d986c6d05890,15,"[""two_operation_swap""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
CB1_CAUR_M_CF1_RI2_TI2_R12__seed691202__it0000271,CB1_CAUR_M_CF1_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,ts_a526f9df4ef12685316e,16,"[""related_replace_25""]","[""related""]","[""LOCAL_PERTURBATION""]",related,1,1,False,True
