state_id,instance_id,phase6n_data_origin,scale,CF_level,search_stage,search_progress,true_continuation_best_target_set_id,true_continuation_best_origin_family,phase6n_winner_target_set_id,phase6n_winner_origin_family,phase6n_rank_of_true_best,phase6n_selected_lift,phase6n_top1_regret,phase6n_predicted_top1_top2_margin,true_top1_top2_continuation_gap,phase6n_winner_in_true_near_optimal_0_0025,phase6n_winner_in_true_near_optimal_0_005,phase6n_winner_in_true_near_optimal_0_010,phase6n_pairwise_accuracy,phase6l_winner_target_set_id,phase6l_selected_lift,phase6l_top1_regret,phase6l_pairwise_accuracy,phase6n_selected_lift_minus_phase6l,phase6n_pairwise_improves_but_top_candidate_worsens,all_ordered_candidate_pairs,loss_directed_comparable_pairs,true_best_vs_rest_pairs,non_top_pairs,top_vs_rest_pairwise_loss_sum,non_top_pairwise_loss_sum,top_vs_rest_pairwise_loss_share,listnet_target_mass_best,listnet_target_mass_top3,listnet_target_mass_top6,state_utility_spread,crn_seed_winner_disagreement,crn_candidate_mean_abs_seed_delta,crn_candidate_max_abs_seed_delta,crn_candidate_sign_disagreement_fraction
CB1_CAUR_L_CF3_RI2_TI2_R12_C02__seed721204__it0000416,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,NEW_ALNS_EXPANSION,L,CF3,80-100%,0.9502763889608684,ts_b395d787b28c036a7e07,LOCAL_PERTURBATION,ts_eba41fdf612eaaa702d1,STRUCTURED_NEAR_NEIGHBOR,12,0.00875979714153988,0.03411710465652375,0.09745043516159058,0.004379898570769938,False,False,False,0.7163636363636363,,,,,,False,552,275,23,252,23.97569267610563,145.22037477807993,0.14170360479919372,0.11627713290623225,0.30142796060466615,0.5005429674371357,0.14315352697095435,False,0.007568772091593669,0.04518211157215307,0.08333333333333333
CB1_CAUR_L_CF3_RI2_TI2_R12__seed691201__it0000009,CB1_CAUR_L_CF3_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,L,CF3,0-20%,0.04869684091828957,ts_d2882577a37702caa453,MATCHED_RANDOM,ts_a741fdbbb9251e35004b,RELATED_VARIANT,13,0.018535060294774454,0.015855292541313085,0.2809162735939026,0.0026797677534613693,False,False,False,0.6702898550724637,ts_512ee844c9be41ca874a,0.006029477445288076,0.028360875390799463,0.6594202898550725,0.012505582849486378,False,552,276,23,253,24.47965898241375,154.84622503393905,0.13650934507692952,0.1456660015606897,0.3674408424700478,0.5719872892607094,0.10495757034390354,False,0.002400625279142475,0.019205002233139798,0.0
CB1_CAUR_L_CF3_RI2_TI2_R12__seed691201__it0000044,CB1_CAUR_L_CF3_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,L,CF3,0-20%,0.17859082201100082,ts_62f8216a61ab249c5ee7,RELATED_VARIANT,ts_cfc86a41fbd49b12e5e9,STRUCTURED_NEAR_NEIGHBOR,9,-0.03495022241050625,0.045011650074136836,0.08551335334777832,0.009108239779707688,False,False,False,0.5890909090909091,ts_d3889e73861f2661b40b,-0.0183223893242957,0.028383816987926285,0.4618181818181818,-0.01662783308621055,True,552,275,23,252,15.650392658542184,174.28282062398011,0.0823994518286936,0.14629720440459776,0.32130243525122637,0.5443650516272488,0.06725270069900444,True,0.031737626209136484,0.09087057826731625,0.4583333333333333
CB1_CAUR_L_CF3_RI2_TI2_R12__seed691201__it0000083,CB1_CAUR_L_CF3_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,L,CF3,20-40%,0.3189035723281037,ts_320ebb32ecb29b581548,RELATED_VARIANT,ts_320ebb32ecb29b581548,RELATED_VARIANT,1,0.06717276282493674,0.0,0.4304276704788208,0.005981136415919033,True,True,True,0.4290909090909091,ts_320ebb32ecb29b581548,0.06717276282493674,0.0,0.38181818181818183,0.0,False,552,275,23,252,17.958157937439857,458.3715904623377,0.03770110516458401,0.20763683311259049,0.4467349262445953,0.615095935459377,0.12422360248447206,False,0.02457633617053907,0.057740970784449036,0.25
CB1_CAUR_L_CF3_RI2_TI2_R12__seed691201__it0000118,CB1_CAUR_L_CF3_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,L,CF3,40-60%,0.4480809720221632,ts_666aad013197805f51d3,ORIGINAL_OPERATOR,ts_734e57a11058a4feac9e,STRUCTURED_NEAR_NEIGHBOR,2,-0.012834576568670469,0.040587977182974994,0.1517154574394226,0.00394910048266784,False,False,False,0.6626984126984127,ts_734e57a11058a4feac9e,-0.012834576568670469,0.040587977182974994,0.7063492063492064,0.0,False,506,252,22,230,11.402307077305485,123.37468761873379,0.08460128602081497,0.1382348922089623,0.34834132372364746,0.6082677106178517,0.06362439666520403,True,0.013049201594902415,0.055726195699868364,0.17391304347826086
CB1_CAUR_L_CF3_RI2_TI2_R12__seed691201__it0000154,CB1_CAUR_L_CF3_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,L,CF3,40-60%,0.5795043016830969,ts_dd4eeac61cbd11bdd36d,STRUCTURED_NEAR_NEIGHBOR,ts_417246981fa55c6a7046,STRUCTURED_NEAR_NEIGHBOR,2,0.055146306527522,0.02240638428483733,0.01842641830444336,0.02240638428483733,False,False,False,0.5905797101449275,ts_417246981fa55c6a7046,0.055146306527522,0.02240638428483733,0.532608695652174,0.0,False,552,276,23,253,23.26062170541214,174.6826253599689,0.11751156985784471,0.36101626109187496,0.5582379600252945,0.7077785742898447,0.09494577450378555,False,0.014315189959757177,0.08450992428892981,0.08333333333333333
CB1_CAUR_L_CF3_RI2_TI2_R12__seed691201__it0000192,CB1_CAUR_L_CF3_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,L,CF3,60-80%,0.7202779035849873,ts_4721dc4285cd60c3dab5,LOCAL_PERTURBATION,ts_6ee7e7cd1ef0e42fe9ad,ORIGINAL_OPERATOR,12,0.02081165452653486,0.015608740894901146,0.3660299777984619,0.0038501560874089485,False,False,False,0.4927536231884058,ts_6ee7e7cd1ef0e42fe9ad,0.02081165452653486,0.015608740894901146,0.5942028985507246,0.0,False,552,276,23,253,25.750796898166936,167.59816746975878,0.13318300918936127,0.18854773299969851,0.4507006813285362,0.6599809276171694,0.057648283038501565,True,0.036992715920915714,0.07741935483870968,0.7083333333333334
CB1_CAUR_L_CF3_RI2_TI2_R12__seed691201__it0000227,CB1_CAUR_L_CF3_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,L,CF3,80-100%,0.8517811730274386,ts_795564988db9c8601fee,STRUCTURED_NEAR_NEIGHBOR,ts_ea78af6a8af0fdb6a2f1,STRUCTURED_NEAR_NEIGHBOR,10,0.021958717610891524,0.01778656126482214,0.07972103357315063,0.004391743522178311,False,False,False,0.5289855072463768,ts_ea78af6a8af0fdb6a2f1,0.021958717610891524,0.01778656126482214,0.6159420289855072,0.0,False,552,276,23,253,22.55231084960926,203.97473934301954,0.09955681156149675,0.1756664920786116,0.41903276774007947,0.6004578468063072,0.09365393061045235,True,0.013037988581466842,0.03491436100131752,0.3333333333333333
CB1_CAUR_L_CF3_RI2_TI2_R12__seed691201__it0000254,CB1_CAUR_L_CF3_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,L,CF3,80-100%,0.9519933697705849,ts_59b1880d8bf02f4d2605,STRUCTURED_NEAR_NEIGHBOR,ts_68003dc236b5180aa7c3,LOCAL_PERTURBATION,4,-0.02030027489955593,0.039648974413195176,0.13859984278678894,0.007083950095157537,False,False,False,0.6654545454545454,ts_d027efc60b456751ad83,-0.03415098329456545,0.0534996828082047,0.48363636363636364,0.013850708395009521,False,552,275,23,252,13.586083312894706,119.07609785646443,0.10241112571148252,0.1678452943685854,0.376548666976742,0.5740285929910912,0.06290970606893634,True,0.02046768168041164,0.05942059632057517,0.4166666666666667
CB1_CAUR_L_CF3_RI2_TI2_R12__seed691202__it0000009,CB1_CAUR_L_CF3_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,L,CF3,0-20%,0.04855460741002459,ts_4c39d861736e94c17eb3,STRUCTURED_NEAR_NEIGHBOR,ts_481aeb911ebe625b8214,LOCAL_PERTURBATION,4,0.013253527148353997,0.036126549807610084,0.003849923610687256,0.00587858058999572,False,False,False,0.7318840579710145,ts_49dd435c1b5dc3769d45,0.04350149636596836,0.00587858058999572,0.8405797101449275,-0.030247969217614364,False,552,276,23,253,20.516798382740276,182.26895774490825,0.10117475100088127,0.1967691406094011,0.43568663329372764,0.6310961427823495,0.1188542112013681,False,0.01850862191819866,0.05921333903377511,0.0
CB1_CAUR_L_CF3_RI2_TI2_R12__seed691202__it0000045,CB1_CAUR_L_CF3_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,L,CF3,0-20%,0.18198230297271611,ts_25d5874f66743208cf80,MATCHED_RANDOM,ts_35e38f89b001d9897391,STRUCTURED_NEAR_NEIGHBOR,15,-0.005432372505543238,0.05886917960088692,0.26938849687576294,0.02860310421286031,False,False,False,0.48727272727272725,ts_35e38f89b001d9897391,-0.005432372505543238,0.05886917960088692,0.5963636363636363,0.0,False,552,275,23,252,46.00181437561526,197.21576638628093,0.18913852457339367,0.379374465530781,0.5681741901290556,0.7287566122534666,0.09379157427937915,False,0.014569475240206948,0.05099778270509978,0.16666666666666666
CB1_CAUR_L_CF3_RI2_TI2_R12__seed691202__it0000082,CB1_CAUR_L_CF3_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,L,CF3,20-40%,0.3178329203062172,ts_e929accde8b4df1e24c9,ORIGINAL_OPERATOR,ts_b4457d2ced41cca9c414,STRUCTURED_NEAR_NEIGHBOR,19,-0.00258603540879252,0.04615078575691267,0.010163575410842896,0.004177441814203299,False,False,False,0.3781818181818182,ts_b4457d2ced41cca9c414,-0.00258603540879252,0.04615078575691267,0.4036363636363636,0.0,False,552,275,23,252,45.03046588551319,292.0939264290695,0.1335722567457939,0.17617295601976463,0.41257631734487854,0.643852635116645,0.06852993833300179,True,0.012946754194018964,0.04634971155758902,0.125
CB1_CAUR_L_CF3_RI2_TI2_R12__seed691202__it0000118,CB1_CAUR_L_CF3_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,L,CF3,40-60%,0.4513364324808665,ts_45f34c56d3e9d58689a9,LOCAL_PERTURBATION,ts_d4338da9991c39b89b57,STRUCTURED_NEAR_NEIGHBOR,20,-0.025436850254368502,0.06226498562264986,0.09185582399368286,0.013492590134925903,False,False,False,0.5454545454545454,ts_859a9d7469908f62dcbe,0.014709135147091351,0.022119000221190004,0.5563636363636364,-0.040145985401459854,False,552,275,23,252,37.753348894850305,190.62978856840448,0.16530707702062525,0.18595658921602895,0.3603630753442514,0.5520363402428881,0.0694536606945366,False,0.017446361424463614,0.035390400353904006,0.25
CB1_CAUR_L_CF3_RI2_TI2_R12__seed691202__it0000152,CB1_CAUR_L_CF3_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,L,CF3,40-60%,0.5788291499891466,ts_541186c984f0c5a358b0,STRUCTURED_NEAR_NEIGHBOR,ts_c643acc4d7790e9f2d5c,STRUCTURED_NEAR_NEIGHBOR,2,-0.001090988435522583,0.02116517564913812,0.06102347373962402,0.009709797076150994,False,False,False,0.6573705179282868,ts_541186c984f0c5a358b0,0.020074187213615535,0.0,0.6533864541832669,-0.02116517564913812,True,506,251,22,229,16.079129356859493,175.97513922075598,0.08372180153007838,0.14909075614035353,0.3155077035118651,0.5053272230489444,0.10288020946977962,True,0.015254864385394036,0.042548548985380755,0.30434782608695654
CB1_CAUR_L_CF3_RI2_TI2_R12__seed691202__it0000191,CB1_CAUR_L_CF3_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,L,CF3,60-80%,0.72080069414214,ts_349c69243cd9c7c8f3f5,RELATED_VARIANT,ts_6510d766c6346dba647b,ORIGINAL_OPERATOR,2,0.03677433435181143,0.018005237887385422,0.2696058750152588,0.0016368398079441293,False,False,False,0.6095617529880478,ts_6510d766c6346dba647b,0.03677433435181143,0.018005237887385422,0.601593625498008,0.0,False,506,251,22,229,11.235458818228896,213.81456382097565,0.049924273219209336,0.14880708418303468,0.39210571355063895,0.5949118726356174,0.07616761239633348,True,0.02499383219782514,0.06918376254910519,0.17391304347826086
CB1_CAUR_L_CF3_RI2_TI2_R12__seed691202__it0000226,CB1_CAUR_L_CF3_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,L,CF3,80-100%,0.8487854328526876,ts_f4770153d6484b0cc74a,RELATED_VARIANT,ts_fa0ca2a26c135e682bd0,ORIGINAL_OPERATOR,3,0.0023194836627672454,0.02591770875352965,0.28431499004364014,0.0002016942315449799,False,False,False,0.4746376811594203,ts_fa0ca2a26c135e682bd0,0.0023194836627672454,0.02591770875352965,0.3804347826086957,0.0,False,552,276,23,253,9.594228933332198,171.56825930153346,0.05295924684415844,0.1816234081003401,0.4839466588190863,0.6419018678929935,0.0463896732553449,True,0.027774976469006316,0.09318273497377975,0.6666666666666666
CB1_CAUR_L_CF3_RI2_TI2_R12__seed691202__it0000254,CB1_CAUR_L_CF3_RI2_TI2_R12,ORIGINAL_PHASE6J_CAUR,L,CF3,80-100%,0.9511203989071665,ts_af91ec6b3d70fd1ec729,RELATED_VARIANT,ts_af91ec6b3d70fd1ec729,RELATED_VARIANT,1,0.03930041152263374,0.0,0.060628682374954224,0.0004115226337448527,True,True,True,0.6509090909090909,ts_ceccc847e24402a058cd,0.02088477366255144,0.018415637860082303,0.5818181818181818,0.018415637860082303,False,552,275,23,252,10.008315730346263,145.0613178273609,0.06454078403829977,0.13341378580706165,0.35777212855059576,0.558219408647366,0.050411522633744855,True,0.011042524005486968,0.04794238683127572,0.125
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721201__it0000015,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,0-20%,0.049833083016380585,ts_799746d59885e56a6209,STRUCTURED_NEAR_NEIGHBOR,ts_a6b3f08a13fdb751973a,STRUCTURED_NEAR_NEIGHBOR,4,0.013891747273101461,0.013685943609796254,0.27781540155410767,0.0033957604445359127,False,False,False,0.5,,,,,,False,552,276,23,253,14.732497031121069,188.89234202137953,0.0723511782731113,0.16728083490070914,0.398164624606787,0.6323789252842142,0.06441654661452974,False,0.0165929203539823,0.04486519860053509,0.20833333333333334
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721201__it0000072,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,0-20%,0.180671242207589,ts_dee52e9598d078268317,RELATED_VARIANT,ts_10b0e1fbfc5844554845,RELATED_VARIANT,7,0.0033625433054819643,0.02425106990014265,0.27545440196990967,0.007744039127776645,False,False,False,0.5490909090909091,,,,,,False,552,275,23,252,16.80259712170772,129.93398557260878,0.11450857593372676,0.214537401806101,0.4513090287377838,0.6645125557793016,0.05359690238434889,True,0.014188913796617075,0.07784797228449154,0.25
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721201__it0000133,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,20-40%,0.31997863145349825,ts_4ca5792948d3291ea40f,ORIGINAL_OPERATOR,ts_e63818a94762ebdea3c1,STRUCTURED_NEAR_NEIGHBOR,13,-0.018890852850198852,0.040764471939902784,0.20383256673812866,0.00022094564737074399,False,False,False,0.5672727272727273,,,,,,False,552,275,23,252,20.52727046929363,168.9692424224744,0.10832532037683403,0.14711891729607834,0.3865851007359338,0.5763769236252936,0.07169686257180734,False,0.012980556783031373,0.042863455589924875,0.25
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721201__it0000189,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,40-60%,0.4492860567212726,ts_cc9502e052b57fe3cd77,STRUCTURED_NEAR_NEIGHBOR,ts_5387575eee3f694fcc00,RELATED_VARIANT,3,0.007896335290544645,0.04160761287710063,0.23283928632736206,0.001822231220894914,False,False,False,0.7608695652173914,,,,,,False,552,276,23,253,19.168731635023885,155.98547187589645,0.1094391755995098,0.14604491794945768,0.3672550830209124,0.5704121599853248,0.1179388540190322,True,0.012316933252345277,0.07288924883579671,0.125
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721201__it0000246,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,40-60%,0.5793947582950566,ts_7ae8146c5fd8867bc2e5,RELATED_VARIANT,ts_3bdebe98bc6f363cc1ff,STRUCTURED_NEAR_NEIGHBOR,5,0.011267006802721089,0.03571428571428572,0.1561298370361328,0.011692176870748305,False,False,False,0.6363636363636364,,,,,,False,506,253,22,231,31.896370759178414,166.24504293753972,0.16097780955575533,0.2126080876940854,0.4629582962521685,0.658784778959954,0.12648809523809523,False,0.020805604850635907,0.042942176870748305,0.21739130434782608
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721201__it0000306,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,60-80%,0.7194321280217455,ts_7142825c06d925947689,STRUCTURED_NEAR_NEIGHBOR,ts_8c24d856f16ce3cc8fde,STRUCTURED_NEAR_NEIGHBOR,21,0.026449968132568516,0.005736137667304013,0.2636733055114746,0.0016995963458678563,False,False,True,0.5253623188405797,,,,,,False,552,276,23,253,28.281666871256867,137.65055292574397,0.17044108073679884,0.12229234537412179,0.33435884330986565,0.5747070198422055,0.06554068408752922,True,0.007081651441116068,0.01763331208837901,0.25
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721201__it0000362,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,80-100%,0.8508700263388124,ts_59072657c1c8e9cbd147,RELATED_VARIANT,ts_9cfcf77d9ea08b0dc3c1,STRUCTURED_NEAR_NEIGHBOR,3,-0.03606853020739405,0.0598512173128945,0.192607581615448,0.0031559963931469814,False,False,False,0.6485507246376812,,,,,,False,552,276,23,253,19.850943924940356,156.82299879564175,0.11235920599980909,0.20907756147739967,0.45914032067896315,0.6242338806314255,0.08476104598737602,True,0.030057108506161705,0.06559963931469792,0.2916666666666667
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721201__it0000404,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,80-100%,0.9492199718688177,ts_cc7439299f4482ae7aac,RELATED_VARIANT,ts_a2edcbe8af3d0fd92065,RELATED_VARIANT,4,0.004508566275924256,0.02547339945897205,0.01834559440612793,0.01149684400360685,False,False,False,0.6123188405797102,,,,,,False,552,276,23,253,15.763016024407625,152.7089050901638,0.09356464816286977,0.17155964244708508,0.3626834397597233,0.5552952733589244,0.08836789900811542,False,0.00687556357078449,0.03291253381424707,0.041666666666666664
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721202__it0000015,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,0-20%,0.0498480270820278,ts_06cc0601673b5d3fbd99,RELATED_VARIANT,ts_2d7dfe447815c806cf62,STRUCTURED_NEAR_NEIGHBOR,7,-0.017650701899256813,0.0564616019818332,0.12769821286201477,0.01610239471511148,False,False,False,0.5927272727272728,,,,,,False,552,275,23,252,27.87908312167658,212.58726532780724,0.11593756590657965,0.25528683092636306,0.465697474436042,0.6629741846736038,0.0930016515276631,False,0.00762111202862648,0.0342691990090834,0.08333333333333333
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721202__it0000073,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,0-20%,0.18042276183615916,ts_33efe4215ea93f42f775,RELATED_VARIANT,ts_cd33366df4f13431b24d,STRUCTURED_NEAR_NEIGHBOR,7,0.04278587874136608,0.018419033000767457,0.2650344967842102,0.009017651573292401,False,False,False,0.6956521739130435,,,,,,False,552,276,23,253,28.807754295902125,134.726736047823,0.17615705552603933,0.2210114534115979,0.4630299489895391,0.6447932957380811,0.08633921719109747,True,0.01686812484011256,0.05832693783576362,0.20833333333333334
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721202__it0000133,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,20-40%,0.3189196920000421,ts_5fb3ca919dfd63ba7110,RELATED_VARIANT,ts_bcfe90a30b132a164558,STRUCTURED_NEAR_NEIGHBOR,9,0.02163818722139673,0.019316493313521546,0.3996257781982422,0.005664933135215454,False,False,False,0.7282608695652174,,,,,,False,552,276,23,253,25.342352155197784,140.80427464486178,0.15253004315094948,0.1952495930215822,0.45069523074351175,0.621053429235098,0.09426077265973254,True,0.007375247647350174,0.03176077265973254,0.08333333333333333
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721202__it0000191,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,40-60%,0.4508599215956873,ts_5e05fa684a6f7c01471d,LOCAL_PERTURBATION,ts_c3fb20ab2a00e1b26088,STRUCTURED_NEAR_NEIGHBOR,17,-0.005496784899398465,0.04905621240406555,0.3359622359275818,0.018253474382908114,False,False,False,0.45652173913043476,,,,,,False,552,276,23,253,48.87465010680116,206.4050285395354,0.1914553103716176,0.24296733899980483,0.427606771917165,0.6031707721940804,0.10651317154117403,True,0.011287423079582382,0.05600497822028625,0.125
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721202__it0000246,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,40-60%,0.5791324549726761,ts_5547e029728e8caaa374,STRUCTURED_NEAR_NEIGHBOR,ts_33c24b8ed1cc6c993827,STRUCTURED_NEAR_NEIGHBOR,2,0.013300593411090649,0.021485573971761818,0.11491584777832031,0.011663597298956413,False,False,False,0.7137681159420289,,,,,,False,552,276,23,253,14.021871222604023,148.27691808350028,0.08639541479362495,0.1851979301415179,0.39223470474105065,0.6214751057768303,0.0747902598731328,False,0.04413921287770275,0.05934110906486597,0.625
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721202__it0000307,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,60-80%,0.720468405114908,ts_a5cc7592684d17e7cbb7,ORIGINAL_OPERATOR,ts_8e1272269b16942b10e1,STRUCTURED_NEAR_NEIGHBOR,8,0.017505697120364615,0.014398176921483326,0.1243245005607605,0.00041433602651751167,False,False,False,0.7608695652173914,,,,,,False,552,276,23,253,15.230095646342207,106.54549486187796,0.12506690037618118,0.13125771611344453,0.3498209846327162,0.5664167258735003,0.0650507561632484,False,0.009288032594434087,0.031489538015330436,0.16666666666666666
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721202__it0000362,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,80-100%,0.8505265803060105,ts_b8fbe7b2b7589887e22c,STRUCTURED_NEAR_NEIGHBOR,ts_50c65f5bc91ad5670b01,RELATED_VARIANT,2,-0.03120176405733186,0.03836824696802646,0.04073929786682129,0.007166482910694598,False,False,False,0.5345454545454545,,,,,,False,552,275,23,252,14.132619890057715,149.96893598996982,0.0861211815711844,0.20125436609609754,0.42716147037575836,0.643855113805711,0.06328555678059536,True,0.023658581403895627,0.03969128996692392,0.16666666666666666
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721202__it0000404,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,80-100%,0.9488562184263178,ts_016cc7cb6cddd75229b1,ORIGINAL_OPERATOR,ts_016cc7cb6cddd75229b1,ORIGINAL_OPERATOR,1,0.03608809419973834,0.0,0.14469099044799805,0.001199302224160495,True,True,True,0.6981818181818182,,,,,,False,552,275,23,252,9.500256270357932,144.62012109010314,0.061641792169626376,0.11010628687714577,0.31436315181486024,0.5677640997033052,0.09856083733100741,True,0.008386029946213113,0.02573048408198866,0.16666666666666666
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721203__it0000015,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,0-20%,0.05109931932236806,ts_908a6ba8ae53cdc320ae,STRUCTURED_NEAR_NEIGHBOR,ts_908a6ba8ae53cdc320ae,STRUCTURED_NEAR_NEIGHBOR,1,0.022190841234617713,0.0,0.052933692932128906,0.0047407706273956025,True,True,True,0.6557971014492754,,,,,,False,552,276,23,253,12.600175621404837,157.59632453928134,0.07403310649460323,0.2255713031409831,0.47912731665798886,0.6157739609582147,0.08593907605406496,True,0.022342142424853745,0.06737946338511197,0.20833333333333334
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721203__it0000070,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,0-20%,0.17976864459008346,ts_e0b0a11acfec218a5c1e,STRUCTURED_NEAR_NEIGHBOR,ts_b4ff1a36a6d3a6f8429c,RELATED_VARIANT,7,0.017066878348878746,0.04207183965072435,0.057663142681121826,0.0028775550704504826,False,False,False,0.4601449275362319,,,,,,False,552,276,23,253,18.499908151967514,299.036859261485,0.058260680495873046,0.13147695293790895,0.3438483938095083,0.5935651464996671,0.06410001984520738,True,0.02124264073559569,0.055169676523119666,0.125
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721203__it0000130,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,20-40%,0.3206722252676836,ts_00b607de9c366c88d500,ORIGINAL_OPERATOR,ts_ce296688db40be9464ad,STRUCTURED_NEAR_NEIGHBOR,8,-0.026331967213114753,0.026331967213114753,0.0648033618927002,0.026331967213114753,False,False,False,0.6340579710144928,,,,,,False,552,276,23,253,33.769154344259455,152.46181007593793,0.1813294284835754,0.2628640516667004,0.4222988985313331,0.608522503709186,0.11301229508196722,False,0.006881830601092896,0.04262295081967213,0.0
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721203__it0000186,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,40-60%,0.45111200384699607,ts_3222c9455f4e99b4969f,LOCAL_PERTURBATION,ts_60dcf60d22ce46f16561,ORIGINAL_OPERATOR,2,0.0,0.022051065625659422,0.032955825328826904,0.02004642329605402,False,False,False,0.8188405797101449,,,,,,False,552,276,23,253,17.13101937511467,113.99272259576392,0.13064773104873195,0.19321249007603125,0.3599055861722333,0.5752494139396573,0.10825068579869171,True,0.016019554055004572,0.053175775480059084,0.20833333333333334
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721203__it0000242,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,40-60%,0.5800900936830926,ts_72d83f42c3edc4db49fe,RELATED_VARIANT,ts_84432f294eac4cd22273,STRUCTURED_NEAR_NEIGHBOR,14,0.007264425072644251,0.018472395184723954,0.06133300065994263,0.0030095475300954758,False,False,False,0.6014492753623188,,,,,,False,552,276,23,253,26.222565398280256,193.44057329621347,0.11937626656036475,0.13612917747370706,0.3483559535233378,0.581740076431723,0.0896637608966376,True,0.011917116369171164,0.04379410543794106,0.08333333333333333
CB1_CAUR_L_CF3_RI2_TI2_R12__seed721203__it0000302,CB1_CAUR_L_CF3_RI2_TI2_R12,NEW_ALNS_EXPANSION,L,CF3,60-80%,0.7194351828415354,ts_07130362128bb9c11d84,STRUCTURED_NEAR_NEIGHBOR,ts_21b03fd75588108a4aaa,ORIGINAL_OPERATOR,6,0.0,0.021668472372697724,0.21293681859970093,0.008017334777898158,False,False,False,0.6014492753623188,,,,,,False,552,276,23,253,14.605461403997191,152.00486281827318,0.08766240310841983,0.18860113227967884,0.3715623860767952,0.5429423788915867,0.07551462621885158,True,0.023600577825929937,0.062405200433369445,0.4583333333333333
