search_stage,bottleneck_type,destroy_operator,selection_count,selection_rate,accepted_count,acceptance_rate,improving_count,improvement_rate,new_global_best_count,global_best_rate,mean_immediate_delta,median_immediate_delta,mean_positive_delta,mean_relative_positive_improvement,mean_runtime,mean_decoder_evaluations,mean_destroy_count,mean_destroy_fraction,mean_critical_path_overlap,mean_critical_resource_overlap,mean_reconfiguration_contribution,mean_W_delay_contribution,mean_F_delay_contribution,mean_sync_delay_contribution,total_global_best_reduction_attributed_to_operator,fraction_of_total_best_reduction
0-20%,RECONFIGURATION,random,2599,0.007228017676521875,746,0.28703347441323585,364,0.1400538668718738,29,0.011158137745286649,-136.82493266641015,-129.0,66.99175824175825,0.01925077958776305,0.11806762279300044,8.0,16.143516737206618,0.15,0.016259385246694073,0.09549016384217308,23.990673824370134,140.84747579475643,178.8141167834619,0.0,1198.0,0.020692633215303565
0-20%,RECONFIGURATION,related,2964,0.008243110578380468,989,0.33367071524966263,528,0.17813765182186234,58,0.019568151147098516,-105.68893387314439,-107.0,76.79356060606061,0.020070152800987607,0.11939520365452289,8.0,16.37854251012146,0.14999999999999997,0.016318835350139272,0.0966999895446655,24.35236257909553,142.71272835181813,179.44215897417843,0.0,2504.0,0.04325071249676138
0-20%,RECONFIGURATION,w_bottleneck,2360,0.006563340406537755,581,0.2461864406779661,296,0.12542372881355932,24,0.010169491525423728,-165.55974576271186,-142.0,63.023648648648646,0.019399899146277506,0.11194414784703285,8.0,15.530932203389831,0.14999999999999997,0.011721437583789275,0.08985334191992009,24.34845150003722,181.6511631239211,203.40625183132735,0.0,669.0,0.011555402020899904
0-20%,W_LOGISTICS,critical,6574,0.018282796539228475,2263,0.34423486461819286,1116,0.16975965926376635,55,0.00836629145117128,-117.88469729236385,-110.5,79.39336917562724,0.02162968148021536,0.1286367903276541,8.0,17.083815028901736,0.14999999999999997,0.07239845038619148,0.46270588361046633,19.168642610878408,108.70025551478004,130.38837673143573,0.0,2451.0,0.04233526211244494
0-20%,W_LOGISTICS,f_bottleneck,5044,0.014027749580752726,983,0.19488501189532118,423,0.0838620142743854,14,0.0027755749405233942,-218.7073750991277,-199.0,89.64302600472813,0.023720424150956713,0.12573804012252165,8.0,16.803528945281524,0.15,0.01101379290090834,0.09592742863525684,25.11247062719279,165.5035397309388,208.2347864398676,0.0,677.0,0.011693583210985405
0-20%,W_LOGISTICS,high_reconfiguration,6545,0.018202145322368475,2275,0.34759358288770054,1144,0.17478991596638654,65,0.009931245225362872,-125.47486631016042,-119.0,89.6381118881119,0.022076556597384576,0.13296691073369038,8.0,17.57387318563789,0.14999999999999997,0.010046735796937874,0.09116921199206542,50.65285496121779,171.86360967406637,208.23196281383784,0.0,3332.0,0.057552465670610585
0-20%,W_LOGISTICS,overloaded_island,6212,0.017276046866700225,1874,0.3016741790083709,899,0.1447198969735995,58,0.009336767546683838,-150.1487443657437,-128.0,70.75750834260289,0.019005063167978745,0.12632004316806167,8.0,17.09497746297489,0.14999999999999997,0.007642868630427766,0.040950074550707594,23.092407349333918,143.92334075323657,201.0448874204311,0.0,2097.0,0.036220744451161586
0-20%,W_LOGISTICS,random,6632,0.01844409897294847,2267,0.34182750301568154,1152,0.17370325693606756,95,0.014324487334137515,-124.16541013268998,-117.0,85.87934027777777,0.021512619178002863,0.13258606794903427,8.0,17.50633293124246,0.14999999999999997,0.010643203343194548,0.09353853852760573,24.088298600580053,162.63722478481012,200.5744671503548,0.0,4840.0,0.08359962000172727
0-20%,W_LOGISTICS,related,7752,0.021558904589610454,3180,0.4102167182662539,1799,0.23206914344685242,142,0.018317853457172344,-89.73968008255935,-89.0,89.20344635908839,0.022027703358314638,0.13486061601870364,8.0,17.766640866873065,0.15,0.01052337603314802,0.09214066057942663,24.328055701477687,163.93489615088507,202.59788503741697,0.0,7051.0,0.12178944641160722
0-20%,W_LOGISTICS,w_bottleneck,5749,0.015988408473383706,1514,0.26335014785180033,789,0.13724125934945208,43,0.0074795616628978955,-176.01704644285962,-142.0,86.21419518377694,0.023618397678318026,0.12292614759349485,8.0,16.66620281788137,0.14999999999999997,0.01193224246646834,0.09726326508447612,24.37339829906171,197.97418272801954,220.37870727183522,0.0,1736.0,0.029985318248553414
20-40%,CROSS_RESOURCE_SYNCHRONIZATION,critical,1771,0.004925286381346764,23,0.012987012987012988,16,0.009034443817052512,6,0.0033879164313946925,-179.90513833992094,-169.0,32.25,0.01077996088402548,0.07933779381027722,8.0,12.916431394692264,0.15,0.23435203841635135,0.477447359067269,14.092268566351402,56.16854410322624,75.37561673821426,0.0,67.0,0.0011572674669660592
20-40%,CROSS_RESOURCE_SYNCHRONIZATION,f_bottleneck,1613,0.004485876303281948,2,0.0012399256044637321,1,0.0006199628022318661,0,0.0,-248.9745815251085,-232.0,20.0,0.004456327985739751,0.07732351023620784,8.0,12.914445133292002,0.14999999999999997,0.0386935630859911,0.06912007944987954,20.30092210073062,102.45183016742945,129.962196105488,0.0,0.0,0.0
20-40%,CROSS_RESOURCE_SYNCHRONIZATION,high_reconfiguration,1819,0.005058778050632278,27,0.014843320505772403,16,0.008796041781198461,6,0.003298515667949423,-214.8103353490929,-202.0,22.0625,0.006647542381717096,0.08418409710940014,8.0,13.476635514018692,0.14999999999999994,0.022270441054432676,0.08782823381309636,50.39953644785103,114.18584278464347,154.81074782544883,0.0,87.0,0.0015027204421798083
20-40%,CROSS_RESOURCE_SYNCHRONIZATION,overloaded_island,1772,0.004928067457790212,25,0.014108352144469526,16,0.009029345372460496,6,0.003386004514672686,-196.2906320541761,-179.0,27.0625,0.01057342823522337,0.08111434047404102,8.0,13.163092550790068,0.14999999999999997,0.04932902114728048,0.024329801463620064,14.271837682414732,88.94050226755363,136.02572268397705,0.0,290.0,0.0050090681405993605
20-40%,CROSS_RESOURCE_SYNCHRONIZATION,random,1942,0.0054008504531764066,39,0.02008238928939238,26,0.013388259526261586,7,0.003604531410916581,-196.79351184346035,-190.0,39.84615384615385,0.01043959789508843,0.08285879883522297,8.0,13.161688980432544,0.14999999999999997,0.03592060887306074,0.10210717659710317,21.486142124109875,95.04850095971436,129.878946028839,0.0,160.0,0.0027636238017099924
20-40%,CROSS_RESOURCE_SYNCHRONIZATION,related,1973,0.005487063822923301,61,0.030917384693360365,46,0.02331474911302585,17,0.008616320324379118,-163.33552965027877,-157.0,36.28260869565217,0.01186247175729174,0.08764494402280512,8.0,13.622909275215408,0.14999999999999997,0.03934250786878156,0.10263728799353401,21.63430699949886,98.396097542002,133.46576766810998,0.0,300.0,0.005181794628206235
20-40%,CROSS_RESOURCE_SYNCHRONIZATION,w_bottleneck,1693,0.004708362418757804,17,0.01004134672179563,12,0.0070880094506792675,6,0.0035440047253396337,-214.41760189013584,-194.0,31.0,0.01153935314105442,0.07630796357944891,8.0,12.811577082102776,0.14999999999999997,0.023469015037893722,0.08563374601540441,20.77206122912834,148.09820019240473,178.0293126875254,0.0,219.0,0.003782710078590552
20-40%,F_LOGISTICS,critical,537,0.0014934380501316839,5,0.00931098696461825,2,0.0037243947858473,1,0.00186219739292365,-185.59590316573556,-162.0,2.0,0.0011454102791562484,0.0665870451843621,8.0,11.726256983240223,0.14999999999999997,0.09612114607610205,0.5425960655886319,13.604507753000242,51.82767456369307,108.64003563860528,0.0,1.0,1.727264876068745e-05
20-40%,F_LOGISTICS,f_bottleneck,523,0.0014545029799234092,0,0.0,0,0.0,0,0.0,-240.04015296367112,-227.0,,,0.0672762625372869,8.0,11.869980879541108,0.14999999999999997,0.00014163302882232135,0.09138059236793332,19.40234891052455,103.35761243953125,133.89800205856284,0.0,0.0,0.0
20-40%,F_LOGISTICS,high_reconfiguration,577,0.001604681107869612,4,0.006932409012131715,3,0.005199306759098787,1,0.0017331022530329288,-230.71403812824957,-209.0,32.333333333333336,0.009332847841370243,0.07919816503638794,8.0,12.759098786828423,0.14999999999999997,0.013579365888469773,0.15778259390371419,48.0228319653791,116.69547081699804,139.6521070518422,0.0,13.0,0.00022454443388893687
20-40%,F_LOGISTICS,overloaded_island,592,0.001646397254521335,5,0.008445945945945946,2,0.0033783783783783786,0,0.0,-193.16554054054055,-170.0,21.5,0.012726551577974714,0.06600323308276757,8.0,11.733108108108109,0.14999999999999997,0.006756756756756757,0.02941648862351195,12.575429448210887,69.56980054344405,124.13462707446293,0.0,0.0,0.0
20-40%,F_LOGISTICS,random,550,0.0015295920438965105,3,0.005454545454545455,1,0.0018181818181818182,1,0.0018181818181818182,-210.1418181818182,-190.0,15.0,0.008055853920515575,0.07030873651272776,8.0,12.063636363636364,0.15,0.01625920120747707,0.10737603383394458,18.9389195129114,83.72762423764351,126.88307801988786,0.0,15.0,0.00025908973141031176
20-40%,F_LOGISTICS,related,533,0.0014823137443578912,8,0.0150093808630394,6,0.01125703564727955,1,0.001876172607879925,-179.8236397748593,-172.0,39.666666666666664,0.00950290933515904,0.06905388252345553,8.0,11.977485928705441,0.14999999999999997,0.013317231315549228,0.10919154205714834,18.95644649264535,85.96495083239566,124.82409619778701,0.0,4.0,6.90905950427498e-05
20-40%,F_LOGISTICS,w_bottleneck,538,0.0014962191265751321,0,0.0,0,0.0,0,0.0,-207.1189591078067,-195.5,,,0.07047252887732113,8.0,12.17100371747212,0.14999999999999997,0.017761255679471295,0.1299961089564798,22.384958029024826,122.66258471380546,124.63770001206483,0.0,0.0,0.0
20-40%,RECONFIGURATION,critical,2638,0.007336479657816354,65,0.024639878695981804,30,0.011372251705837756,4,0.001516300227445034,-221.6603487490523,-209.0,45.333333333333336,0.010921659168659495,0.13625240512736878,8.0,17.817285822592872,0.14999999999999997,0.09083719381269878,0.4182781803054975,20.26132493530442,78.64794641089661,128.12112670134982,0.0,53.0,0.000915450384316435
20-40%,RECONFIGURATION,f_bottleneck,2421,0.006732986069588095,14,0.0057827344072697235,5,0.0020652622883106154,0,0.0,-319.55968608013217,-295.0,44.0,0.010100741064246814,0.12998500978810226,8.0,17.45353159851301,0.15,0.01602656794219738,0.07195669396955731,23.916010021823606,129.4390000991289,202.7516204421721,0.0,0.0,0.0
20-40%,RECONFIGURATION,high_reconfiguration,2717,0.007556184696848762,103,0.03790945896209054,53,0.01950680898049319,16,0.005888847994111152,-246.04895104895104,-231.0,70.22641509433963,0.015771776263580176,0.14232255665955065,8.0,18.38571954361428,0.15,0.020571003664268887,0.0868769978985433,49.99057444403116,134.60074414024697,188.20864234709023,0.0,528.0,0.009119958545642974
20-40%,RECONFIGURATION,overloaded_island,2735,0.00760624407283083,100,0.03656307129798903,61,0.02230347349177331,18,0.006581352833638025,-235.11956124314443,-214.0,50.885245901639344,0.012664132746323171,0.13479537163692434,8.0,17.938208409506398,0.14999999999999997,0.023706200221651604,0.03650904097996354,23.98856093807024,109.66598967076389,191.23387076443078,0.0,472.0,0.008152690215044478
20-40%,RECONFIGURATION,random,2868,0.007976127239809441,128,0.044630404463040445,74,0.02580195258019526,23,0.00801952580195258,-224.33333333333334,-211.0,43.33783783783784,0.010046997800167351,0.13937894377475685,8.0,18.214086471408645,0.14999999999999997,0.0133582434268392,0.08724503292331624,23.562686340353807,129.40827113127298,184.11910577744837,0.0,627.0,0.010829950772951033
20-40%,RECONFIGURATION,related,2979,0.008284826725032191,241,0.08089963074857334,151,0.05068815038603558,53,0.01779120510238335,-177.91607922121517,-173.0,50.54304635761589,0.012244021750295398,0.14570615660423147,8.0,18.719033232628398,0.14999999999999997,0.013412426799553739,0.08932308810004778,23.837006839044477,133.79152370428434,189.78976962579137,0.0,1838.0,0.031747128422143535
20-40%,RECONFIGURATION,w_bottleneck,2590,0.007202987988530841,58,0.022393822393822392,37,0.014285714285714285,9,0.0034749034749034747,-263.30694980694983,-226.0,46.810810810810814,0.01147026750615882,0.1326569441308903,8.0,17.645945945945947,0.15,0.007863119562150354,0.07205236866431562,23.970428467037554,165.0567904617862,210.24526587572294,0.0,229.0,0.003955436566197426
20-40%,W_LOGISTICS,critical,5279,0.014681302544963054,181,0.03428679674180716,102,0.01932184125781398,26,0.004925175222580034,-210.36522068573595,-192.0,46.666666666666664,0.011610874909244902,0.13274967438870805,8.0,16.96306118583065,0.14999999999999997,0.07406252608478721,0.4647490609107784,18.41032145470091,82.4434287588562,112.5247224197732,0.0,914.0,0.01578720096726833
20-40%,W_LOGISTICS,f_bottleneck,4528,0.012592714135933455,36,0.007950530035335688,16,0.0035335689045936395,3,0.0006625441696113075,-314.17226148409895,-279.0,68.4375,0.016784653502884543,0.12497235319346317,8.0,16.48100706713781,0.15,0.012119065834542324,0.08596901277136379,23.62325295139041,133.47683055093094,176.4479128407498,0.0,40.0,0.0006909059504274981
20-40%,W_LOGISTICS,high_reconfiguration,5102,0.014189052014472722,186,0.036456291650333206,107,0.020972167777342218,17,0.0033320266562132496,-237.50862406899256,-220.0,49.61682242990654,0.011735730436996503,0.1349399257979212,8.0,17.16346530772246,0.14999999999999997,0.010310939147509768,0.08341551628651171,50.95273107102376,135.58629899703632,177.14620193042458,0.0,436.0,0.007530874859659729
20-40%,W_LOGISTICS,overloaded_island,5252,0.014606213480989953,194,0.03693830921553694,118,0.02246763137852247,21,0.003998476770753999,-250.49276466108148,-216.0,39.016949152542374,0.009566216483151417,0.13351866808682716,8.0,17.149086062452398,0.14999999999999997,0.004637909475781129,0.034832444167026334,23.101011893937184,117.55362992525623,176.40225579134332,0.0,656.0,0.011330857587010967
20-40%,W_LOGISTICS,random,5463,0.015193020610557523,259,0.04740984806882665,147,0.026908292147171883,41,0.007505033864177192,-238.24656781987917,-219.0,53.843537414965986,0.012755530895356339,0.1395439783545656,8.0,17.46384770272744,0.14999999999999997,0.010843161960211583,0.09036330904624798,24.06248363083396,132.5735849415687,174.1860913824577,0.0,1525.0,0.026340789360048363
20-40%,W_LOGISTICS,related,6095,0.016950660922816784,393,0.06447908121410993,268,0.043970467596390485,75,0.012305168170631665,-188.21903199343726,-176.0,60.007462686567166,0.013820575028048575,0.1419779263240392,8.0,17.807219031993437,0.14999999999999997,0.011489539629624694,0.09166913765792234,24.373478268186194,136.34442247270718,179.525940970351,0.0,2530.0,0.04369980136453925
20-40%,W_LOGISTICS,w_bottleneck,4779,0.013290764323238953,108,0.022598870056497175,70,0.01464741577735928,16,0.0033479807491106927,-295.44465369324126,-251.0,54.92857142857143,0.01345358845455167,0.12942958273007032,8.0,16.828625235404896,0.15,0.011398755768856798,0.08314249481729097,23.677014656060347,159.62299251161446,194.8217654255628,0.0,535.0,0.009240867086967787
