method,instance_id,seed,budget_fraction,elapsed_wall_time,best_makespan,decoder_evaluations,incumbent_available,relative_gap_to_reference
ALNS,CB1_CAL_S_CF2_RI2_TI2_R08,671303.0,0.05,5.5,1518.0,825,True,0.2777777777777777
ALNS,CB1_CAL_S_CF2_RI2_TI2_R08,671303.0,0.1,11.0,1399.0,4457,True,0.17760942760942755
ALNS,CB1_CAL_S_CF2_RI2_TI2_R08,671303.0,0.25,27.5,1383.0,8489,True,0.16414141414141414
ALNS,CB1_CAL_S_CF2_RI2_TI2_R08,671303.0,0.5,55.0,1348.0,18289,True,0.13468013468013473
ALNS,CB1_CAL_S_CF2_RI2_TI2_R08,671303.0,0.75,82.5,1348.0,18289,True,0.13468013468013473
ALNS,CB1_CAL_S_CF2_RI2_TI2_R08,671303.0,1.0,110.0,1341.0,38953,True,0.1287878787878789
ALNS,CB1_CAL_S_CF2_RI2_TI2_R08,671304.0,0.05,5.5,1505.0,369,True,0.26683501683501687
ALNS,CB1_CAL_S_CF2_RI2_TI2_R08,671304.0,0.1,11.0,1474.0,3401,True,0.2407407407407407
ALNS,CB1_CAL_S_CF2_RI2_TI2_R08,671304.0,0.25,27.5,1428.0,7457,True,0.202020202020202
ALNS,CB1_CAL_S_CF2_RI2_TI2_R08,671304.0,0.5,55.0,1428.0,7457,True,0.202020202020202
ALNS,CB1_CAL_S_CF2_RI2_TI2_R08,671304.0,0.75,82.5,1428.0,7457,True,0.202020202020202
ALNS,CB1_CAL_S_CF2_RI2_TI2_R08,671304.0,1.0,110.0,1428.0,7457,True,0.202020202020202
ALNS,CB1_CAL_S_CF2_RI2_TI2_R08,671305.0,0.05,5.5,1485.0,2009,True,0.25
ALNS,CB1_CAL_S_CF2_RI2_TI2_R08,671305.0,0.1,11.0,1460.0,3377,True,0.22895622895622902
ALNS,CB1_CAL_S_CF2_RI2_TI2_R08,671305.0,0.25,27.5,1438.0,7641,True,0.21043771043771042
ALNS,CB1_CAL_S_CF2_RI2_TI2_R08,671305.0,0.5,55.0,1399.0,15601,True,0.17760942760942755
ALNS,CB1_CAL_S_CF2_RI2_TI2_R08,671305.0,0.75,82.5,1399.0,15601,True,0.17760942760942755
ALNS,CB1_CAL_S_CF2_RI2_TI2_R08,671305.0,1.0,110.0,1399.0,15601,True,0.17760942760942755
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671301.0,0.05,6.300000000000001,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671301.0,0.1,12.600000000000001,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671301.0,0.25,31.5,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671301.0,0.5,63.0,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671301.0,0.75,94.5,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671301.0,1.0,126.0,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671302.0,0.05,6.300000000000001,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671302.0,0.1,12.600000000000001,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671302.0,0.25,31.5,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671302.0,0.5,63.0,1760.0,21377,True,0.08641975308641969
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671302.0,0.75,94.5,1760.0,21377,True,0.08641975308641969
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671302.0,1.0,126.0,1759.0,35193,True,0.08580246913580236
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671303.0,0.05,6.300000000000001,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671303.0,0.1,12.600000000000001,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671303.0,0.25,31.5,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671303.0,0.5,63.0,1780.0,21017,True,0.09876543209876543
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671303.0,0.75,94.5,1780.0,21017,True,0.09876543209876543
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671303.0,1.0,126.0,1780.0,21017,True,0.09876543209876543
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671304.0,0.05,6.300000000000001,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671304.0,0.1,12.600000000000001,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671304.0,0.25,31.5,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671304.0,0.5,63.0,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671304.0,0.75,94.5,1760.0,27681,True,0.08641975308641969
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671304.0,1.0,126.0,1745.0,37929,True,0.07716049382716039
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671305.0,0.05,6.300000000000001,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671305.0,0.1,12.600000000000001,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671305.0,0.25,31.5,1785.0,1,True,0.10185185185185186
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671305.0,0.5,63.0,1782.0,22065,True,0.10000000000000009
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671305.0,0.75,94.5,1756.0,27761,True,0.08395061728395059
ALNS,CB1_CAL_S_CF3_RI2_TI2_R08,671305.0,1.0,126.0,1750.0,33193,True,0.08024691358024683
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671301.0,0.05,17.7,4410.0,41,True,0.0753474762253108
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671301.0,0.1,35.4,4410.0,41,True,0.0753474762253108
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671301.0,0.25,88.5,4371.0,2833,True,0.06583760058522303
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671301.0,0.5,177.0,4230.0,4889,True,0.03145574250182892
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671301.0,0.75,265.5,4230.0,4889,True,0.03145574250182892
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671301.0,1.0,354.0,4230.0,4889,True,0.03145574250182892
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671302.0,0.05,17.7,4333.0,625,True,0.05657156791026585
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671302.0,0.1,35.4,4333.0,625,True,0.05657156791026585
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671302.0,0.25,88.5,4288.0,3137,True,0.04559863447939527
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671302.0,0.5,177.0,4288.0,3137,True,0.04559863447939527
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671302.0,0.75,265.5,4288.0,3137,True,0.04559863447939527
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671302.0,1.0,354.0,4288.0,3137,True,0.04559863447939527
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671303.0,0.05,17.7,4365.0,473,True,0.06437454279444044
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671303.0,0.1,35.4,4365.0,473,True,0.06437454279444044
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671303.0,0.25,88.5,4254.0,4097,True,0.03730797366495975
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671303.0,0.5,177.0,4224.0,4489,True,0.029992684711046103
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671303.0,0.75,265.5,4224.0,4489,True,0.029992684711046103
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671303.0,1.0,354.0,4224.0,4489,True,0.029992684711046103
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671304.0,0.05,17.7,4424.0,793,True,0.07876127773713737
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671304.0,0.1,35.4,4294.0,1545,True,0.04706169227017809
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671304.0,0.25,88.5,4294.0,1545,True,0.04706169227017809
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671304.0,0.5,177.0,4294.0,1545,True,0.04706169227017809
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671304.0,0.75,265.5,4225.0,13121,True,0.03023652767617646
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671304.0,1.0,354.0,4225.0,13121,True,0.03023652767617646
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671305.0,0.05,17.7,4364.0,33,True,0.06413069982930986
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671305.0,0.1,35.4,4334.0,969,True,0.05681541087539621
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671305.0,0.25,88.5,4334.0,969,True,0.05681541087539621
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671305.0,0.5,177.0,4182.0,6841,True,0.019751280175567043
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671305.0,0.75,265.5,4182.0,6841,True,0.019751280175567043
PHASE6H_CSGNI,CB1_CAL_L_CF1_RI2_TI2_R08,671305.0,1.0,354.0,4182.0,6841,True,0.019751280175567043
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671301.0,0.05,19.3,4858.0,1,True,0.02467833790339591
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671301.0,0.1,38.6,4858.0,1,True,0.02467833790339591
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671301.0,0.25,96.5,4858.0,1,True,0.02467833790339591
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671301.0,0.5,193.0,4855.0,5801,True,0.02404556000843705
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671301.0,0.75,289.5,4855.0,5801,True,0.02404556000843705
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671301.0,1.0,386.0,4855.0,5801,True,0.02404556000843705
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671302.0,0.05,19.3,4790.0,9,True,0.010335372284328237
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671302.0,0.1,38.6,4790.0,9,True,0.010335372284328237
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671302.0,0.25,96.5,4790.0,9,True,0.010335372284328237
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671302.0,0.5,193.0,4790.0,9,True,0.010335372284328237
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671302.0,0.75,289.5,4790.0,9,True,0.010335372284328237
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671302.0,1.0,386.0,4790.0,9,True,0.010335372284328237
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671303.0,0.05,19.3,4777.0,33,True,0.007593334739506519
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671303.0,0.1,38.6,4777.0,33,True,0.007593334739506519
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671303.0,0.25,96.5,4777.0,33,True,0.007593334739506519
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671303.0,0.5,193.0,4777.0,33,True,0.007593334739506519
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671303.0,0.75,289.5,4777.0,33,True,0.007593334739506519
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671303.0,1.0,386.0,4777.0,33,True,0.007593334739506519
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671304.0,0.05,19.3,4858.0,1,True,0.02467833790339591
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671304.0,0.1,38.6,4858.0,1,True,0.02467833790339591
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671304.0,0.25,96.5,4858.0,1,True,0.02467833790339591
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671304.0,0.5,193.0,4858.0,1,True,0.02467833790339591
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671304.0,0.75,289.5,4858.0,1,True,0.02467833790339591
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671304.0,1.0,386.0,4858.0,1,True,0.02467833790339591
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671305.0,0.05,19.3,4858.0,1,True,0.02467833790339591
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671305.0,0.1,38.6,4858.0,1,True,0.02467833790339591
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671305.0,0.25,96.5,4858.0,1,True,0.02467833790339591
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671305.0,0.5,193.0,4858.0,1,True,0.02467833790339591
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671305.0,0.75,289.5,4858.0,1,True,0.02467833790339591
PHASE6H_CSGNI,CB1_CAL_L_CF2_RI2_TI2_R08,671305.0,1.0,386.0,4858.0,1,True,0.02467833790339591
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671301.0,0.05,17.1,3801.0,25,True,0.02924451665312744
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671301.0,0.1,34.2,3801.0,25,True,0.02924451665312744
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671301.0,0.25,85.5,3801.0,25,True,0.02924451665312744
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671301.0,0.5,171.0,3801.0,25,True,0.02924451665312744
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671301.0,0.75,256.5,3801.0,25,True,0.02924451665312744
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671301.0,1.0,342.0,3801.0,25,True,0.02924451665312744
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671302.0,0.05,17.1,3717.0,9,True,0.006498781478472715
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671302.0,0.1,34.2,3717.0,9,True,0.006498781478472715
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671302.0,0.25,85.5,3717.0,9,True,0.006498781478472715
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671302.0,0.5,171.0,3717.0,9,True,0.006498781478472715
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671302.0,0.75,256.5,3717.0,9,True,0.006498781478472715
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671302.0,1.0,342.0,3717.0,9,True,0.006498781478472715
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671303.0,0.05,17.1,3761.0,9,True,0.01841321418900632
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671303.0,0.1,34.2,3761.0,9,True,0.01841321418900632
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671303.0,0.25,85.5,3761.0,9,True,0.01841321418900632
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671303.0,0.5,171.0,3761.0,9,True,0.01841321418900632
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671303.0,0.75,256.5,3761.0,9,True,0.01841321418900632
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671303.0,1.0,342.0,3761.0,9,True,0.01841321418900632
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671304.0,0.05,17.1,3693.0,9,True,0.0
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671304.0,0.1,34.2,3693.0,9,True,0.0
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671304.0,0.25,85.5,3693.0,9,True,0.0
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671304.0,0.5,171.0,3693.0,9,True,0.0
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671304.0,0.75,256.5,3693.0,9,True,0.0
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671304.0,1.0,342.0,3693.0,9,True,0.0
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671305.0,0.05,17.1,3876.0,1,True,0.049553208773355006
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671305.0,0.1,34.2,3876.0,1,True,0.049553208773355006
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671305.0,0.25,85.5,3876.0,1,True,0.049553208773355006
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671305.0,0.5,171.0,3876.0,1,True,0.049553208773355006
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671305.0,0.75,256.5,3876.0,1,True,0.049553208773355006
PHASE6H_CSGNI,CB1_CAL_L_CF3_RI2_TI2_R08,671305.0,1.0,342.0,3876.0,1,True,0.049553208773355006
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671301.0,0.05,12.700000000000001,3238.0,537,True,0.07897367544151956
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671301.0,0.1,25.400000000000002,3238.0,537,True,0.07897367544151956
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671301.0,0.25,63.5,3225.0,3241,True,0.07464178607130956
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671301.0,0.5,127.0,3225.0,3241,True,0.07464178607130956
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671301.0,0.75,190.5,3225.0,3241,True,0.07464178607130956
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671301.0,1.0,254.0,3225.0,3241,True,0.07464178607130956
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671302.0,0.05,12.700000000000001,3338.0,897,True,0.11229590136621126
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671302.0,0.1,25.400000000000002,3237.0,1929,True,0.07864045318227264
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671302.0,0.25,63.5,3135.0,4289,True,0.044651782739086876
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671302.0,0.5,127.0,3119.0,10073,True,0.03932022659113632
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671302.0,0.75,190.5,3107.0,11977,True,0.03532155948017324
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671302.0,1.0,254.0,3107.0,11977,True,0.03532155948017324
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671303.0,0.05,12.700000000000001,3276.0,217,True,0.09163612129290244
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671303.0,0.1,25.400000000000002,3258.0,1497,True,0.08563812062645781
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671303.0,0.25,63.5,3136.0,4513,True,0.0449850049983338
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671303.0,0.5,127.0,3055.0,6489,True,0.017994001999333653
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671303.0,0.75,190.5,3055.0,6489,True,0.017994001999333653
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671303.0,1.0,254.0,3055.0,6489,True,0.017994001999333653
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671304.0,0.05,12.700000000000001,3235.0,89,True,0.0779740086637788
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671304.0,0.1,25.400000000000002,3232.0,1985,True,0.07697434188603802
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671304.0,0.25,63.5,3130.0,4593,True,0.04298567144285248
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671304.0,0.5,127.0,3079.0,5185,True,0.025991336221259598
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671304.0,0.75,190.5,3079.0,5185,True,0.025991336221259598
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671304.0,1.0,254.0,3079.0,5185,True,0.025991336221259598
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671305.0,0.05,12.700000000000001,3199.0,73,True,0.06597800733088977
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671305.0,0.1,25.400000000000002,3123.0,1729,True,0.040653115628124015
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671305.0,0.25,63.5,3096.0,2537,True,0.03165611462845708
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671305.0,0.5,127.0,3080.0,9785,True,0.02632455848050652
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671305.0,0.75,190.5,3040.0,10897,True,0.012995668110629799
PHASE6H_CSGNI,CB1_CAL_M_CF1_RI2_TI2_R08,671305.0,1.0,254.0,3040.0,10897,True,0.012995668110629799
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671301.0,0.05,12.5,3196.0,33,True,0.0724832214765101
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671301.0,0.1,25.0,3196.0,33,True,0.0724832214765101
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671301.0,0.25,62.5,3196.0,33,True,0.0724832214765101
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671301.0,0.5,125.0,3196.0,33,True,0.0724832214765101
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671301.0,0.75,187.5,3196.0,33,True,0.0724832214765101
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671301.0,1.0,250.0,3196.0,33,True,0.0724832214765101
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671302.0,0.05,12.5,3245.0,9,True,0.0889261744966443
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671302.0,0.1,25.0,3245.0,9,True,0.0889261744966443
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671302.0,0.25,62.5,3111.0,3265,True,0.0439597315436242
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671302.0,0.5,125.0,2980.0,5817,True,0.0
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671302.0,0.75,187.5,2980.0,5817,True,0.0
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671302.0,1.0,250.0,2980.0,5817,True,0.0
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671303.0,0.05,12.5,3151.0,25,True,0.05738255033557049
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671303.0,0.1,25.0,3151.0,25,True,0.05738255033557049
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671303.0,0.25,62.5,3151.0,25,True,0.05738255033557049
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671303.0,0.5,125.0,3151.0,25,True,0.05738255033557049
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671303.0,0.75,187.5,3151.0,25,True,0.05738255033557049
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671303.0,1.0,250.0,3118.0,19873,True,0.04630872483221471
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671304.0,0.05,12.5,3184.0,41,True,0.06845637583892628
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671304.0,0.1,25.0,3184.0,41,True,0.06845637583892628
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671304.0,0.25,62.5,3184.0,41,True,0.06845637583892628
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671304.0,0.5,125.0,3159.0,7025,True,0.060067114093959706
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671304.0,0.75,187.5,3159.0,7025,True,0.060067114093959706
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671304.0,1.0,250.0,3159.0,7025,True,0.060067114093959706
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671305.0,0.05,12.5,3229.0,9,True,0.08355704697986588
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671305.0,0.1,25.0,3229.0,9,True,0.08355704697986588
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671305.0,0.25,62.5,3229.0,9,True,0.08355704697986588
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671305.0,0.5,125.0,3229.0,9,True,0.08355704697986588
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671305.0,0.75,187.5,3229.0,9,True,0.08355704697986588
PHASE6H_CSGNI,CB1_CAL_M_CF2_RI2_TI2_R08,671305.0,1.0,250.0,3229.0,9,True,0.08355704697986588
PHASE6H_CSGNI,CB1_CAL_M_CF3_RI2_TI2_R08,671301.0,0.05,12.9,3791.0,17,True,0.06071628427532172
PHASE6H_CSGNI,CB1_CAL_M_CF3_RI2_TI2_R08,671301.0,0.1,25.8,3791.0,17,True,0.06071628427532172
PHASE6H_CSGNI,CB1_CAL_M_CF3_RI2_TI2_R08,671301.0,0.25,64.5,3688.0,2929,True,0.03189703413542255
PHASE6H_CSGNI,CB1_CAL_M_CF3_RI2_TI2_R08,671301.0,0.5,129.0,3688.0,2929,True,0.03189703413542255
PHASE6H_CSGNI,CB1_CAL_M_CF3_RI2_TI2_R08,671301.0,0.75,193.5,3688.0,2929,True,0.03189703413542255
PHASE6H_CSGNI,CB1_CAL_M_CF3_RI2_TI2_R08,671301.0,1.0,258.0,3688.0,2929,True,0.03189703413542255
PHASE6H_CSGNI,CB1_CAL_M_CF3_RI2_TI2_R08,671302.0,0.05,12.9,3631.0,145,True,0.015948517067711165
