method_a,method_b,mean_relative_improvement,bootstrap_95_low,bootstrap_95_high,wins,ties,losses,wilcoxon_one_sided_p
PHASE6H_CSGNI,ALNS,0.011084886791156923,-0.0003875497720692101,0.022510405341130385,6,0,3,0.064453125
