method,run_count,mean_eligible_decisions,mean_interventions,mean_fallbacks,mean_solver_runtime_seconds,mean_total_decision_overhead_ms,mean_decision_overhead_fraction,mean_total_csg_build_ms,mean_total_model_inference_ms,mean_total_calibration_gate_ms,mean_per_decision_overhead_ms
PHASE6H_CSGNI,45,2376.5777777777776,336.53333333333336,2040.0444444444445,244.2384929923496,101043.98515180867,0.4629806640384428,36358.16893117735,48007.20174035911,309.64960148687373,42.87219400386739
