training_seed,spearman,pairwise_accuracy,ndcg_at_1,selected_lift,selection_regret
706101,0.1843800521514391,0.5655035353563512,0.620523271222418,0.006841350597222783,0.03454057794634122
706102,0.1630472078108001,0.5585379623182405,0.6162826910575527,0.006836929182992558,0.03454499936057144
706103,0.1765096099391269,0.5625024628039369,0.5971905779053868,0.0047558508333759054,0.03662607771018809
