instance_count,mean_relative_gain_percent,median_relative_gain_percent,wins,ties,losses,comparator,run_pairs,mean_run_paired_gain_percent,median_run_paired_gain_percent,wilcoxon_statistic,raw_p_value,holm_adjusted_p_value,rank_biserial_effect,effect_direction
18,3.429761444125288,3.870490033958077,17,0,1,PHASE6N_TOP1,54,3.390546849711126,3.074536833719283,3.0,3.814697265625e-05,0.000152587890625,0.9649122807017544,FAVORS_NGAS
18,3.356800632807771,4.807052594230192,16,0,2,PHASE6H,54,3.329309754783784,3.832053195286394,16.0,0.00128936767578125,0.0025787353515625,0.8128654970760234,FAVORS_NGAS
18,2.733480072122738,2.2906451531991188,17,0,1,ALNS,54,2.7158115205051163,2.7633216743651454,7.0,0.00014495849609375,0.00043487548828125,0.9181286549707602,FAVORS_NGAS
18,1.7366452252827305,1.3873570288514077,12,0,6,LG_HGA_2O,54,1.669741036243238,1.725395425986779,52.0,0.15404510498046875,0.15404510498046875,0.391812865497076,FAVORS_NGAS
