dimension,group,trial,actions,instances,mean_raw_marginal_best_reduction,probability_best_changes_after_k,mean_raw_quality_loss_vs_eight,mean_positive_gain_at_k,mean_positive_gain_loss_vs_eight,no_new_best_probability,mean_signed_trial_variance
scale,S,7,4190,8,7.681145584725537,0.1152744630071599,5.894272076372315,0.007159904534606206,0.0,0.8534606205250597,16919.10208457637
scale,S,8,4190,8,5.894272076372315,0.0,0.0,0.007159904534606206,0.0,0.8847255369928401,16919.10208457637
search_stage,0-20%,1,2130,6,0.0,0.887793427230047,204.9788732394366,0.004694835680751174,0.29577464788732394,0.0,24778.539025821596
search_stage,0-20%,2,2130,6,101.43896713615024,0.7248826291079812,103.53990610328638,0.05539906103286385,0.24507042253521127,0.45211267605633804,24778.539025821596
search_stage,0-20%,3,2130,6,38.9056338028169,0.5873239436619718,64.63427230046949,0.055868544600938964,0.24460093896713614,0.6544600938967137,24778.539025821596
search_stage,0-20%,4,2130,6,17.880281690140844,0.4859154929577465,46.753990610328636,0.09342723004694836,0.20704225352112676,0.7807511737089202,24778.539025821596
search_stage,0-20%,5,2130,6,19.34131455399061,0.3488262910798122,27.41267605633803,0.1727699530516432,0.12769953051643193,0.7849765258215963,24778.539025821596
search_stage,0-20%,6,2130,6,12.721596244131455,0.2140845070422535,14.691079812206572,0.17934272300469484,0.12112676056338029,0.8347417840375587,24778.539025821596
search_stage,0-20%,7,2130,6,7.391079812206573,0.10516431924882629,7.3,0.20751173708920187,0.09295774647887324,0.8802816901408451,24778.539025821596
search_stage,0-20%,8,2130,6,7.3,0.0,0.0,0.3004694835680751,0.0,0.8948356807511737,24778.539025821596
search_stage,40-60%,1,8520,24,0.0,0.877112676056338,182.2170187793427,0.0,0.01056338028169014,0.0,21389.56405149648
search_stage,40-60%,2,8520,24,81.54072769953052,0.7534037558685446,100.6762910798122,0.005516431924882629,0.005046948356807511,0.492018779342723,21389.56405149648
search_stage,40-60%,3,8520,24,36.41279342723005,0.6239436619718309,64.26349765258216,0.009389671361502348,0.0011737089201877935,0.657981220657277,21389.56405149648
search_stage,40-60%,4,8520,24,21.906338028169014,0.49953051643192486,42.35715962441314,0.009389671361502348,0.0011737089201877935,0.7448356807511737,21389.56405149648
search_stage,40-60%,5,8520,24,15.027582159624414,0.37065727699530515,27.32957746478873,0.010328638497652582,0.00023474178403755868,0.7997652582159624,21389.56405149648
search_stage,40-60%,6,8520,24,11.04330985915493,0.24859154929577465,16.286267605633803,0.010328638497652582,0.00023474178403755868,0.8389671361502348,21389.56405149648
search_stage,40-60%,7,8520,24,9.75492957746479,0.1147887323943662,6.531338028169014,0.01056338028169014,0.0,0.8461267605633803,21389.56405149648
search_stage,40-60%,8,8520,24,6.531338028169014,0.0,0.0,0.01056338028169014,0.0,0.8852112676056338,21389.56405149648
search_stage,80-100%,1,2125,6,0.0,0.888,193.01223529411766,0.0,0.0,0.0,22919.12517647059
search_stage,80-100%,2,2125,6,90.61505882352941,0.7449411764705882,102.39717647058824,0.0,0.0,0.4748235294117647,22919.12517647059
search_stage,80-100%,3,2125,6,43.26164705882353,0.5967058823529412,59.13552941176471,0.0,0.0,0.636235294117647,22919.12517647059
search_stage,80-100%,4,2125,6,16.561882352941176,0.49976470588235294,42.57364705882353,0.0,0.0,0.7868235294117647,22919.12517647059
search_stage,80-100%,5,2125,6,15.955294117647059,0.3609411764705882,26.61835294117647,0.0,0.0,0.7736470588235295,22919.12517647059
search_stage,80-100%,6,2125,6,9.208,0.25176470588235295,17.41035294117647,0.0,0.0,0.8569411764705882,22919.12517647059
search_stage,80-100%,7,2125,6,9.899764705882353,0.11435294117647059,7.510588235294118,0.0,0.0,0.84,22919.12517647059
search_stage,80-100%,8,2125,6,7.510588235294118,0.0,0.0,0.0,0.0,0.8856470588235295,22919.12517647059
