state_key,instance_id,dataset_origin,dataset_role,scale,CF_level,search_stage,offset,iteration,actions,fresh_bank_actions,informative_U0,positive_best_U0,stale_U0_spearman,stale_top1_normalized_rank,stale_top1_regret,semantic_bank_jaccard,top1_same_semantics,top5_overlap_fraction,top10_overlap_fraction,common_rank_spearman,common_prior_mean_absolute_drift,common_advantage_mean_absolute_drift,common_percentile_rank_mean_absolute_drift,operation_feature_relative_l2,operation_feature_mean_absolute,graph_edge_jaccard,critical_signature_changed,dominant_bottleneck_changed,stale_top1_U0,fresh_top1_U0,archived_selected_U0,stale_top1_regret_union,fresh_top1_regret_union,archived_selected_regret_union
R12|CB1_CAUR_M_CF1_RI2_TI2_R12|746102|0.15,CB1_CAUR_M_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,M,CF1,0-20%,5,665,360,360,True,True,0.03885116164170037,0.002785515320334262,2.0,0.125,False,0.0,0.0,1.0,0.00016561036622266548,0.0,0.02165738161559889,0.0,0.0,1.0,False,False,0.0,0.0,0.0,2.0,2.0,2.0
R12|CB1_CAUR_M_CF1_RI2_TI2_R12|746102|0.15,CB1_CAUR_M_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,M,CF1,0-20%,10,670,360,355,True,True,0.056118344593567196,0.002785515320334262,7.0,0.1532258064516129,False,0.0,0.1,0.9973684210526316,0.00011707466756252179,0.0001379409118702537,0.023475855968233688,0.0,0.0,1.0,False,False,0.0,0.0,0.0,7.0,7.0,7.0
R12|CB1_CAUR_M_CF1_RI2_TI2_R12|746102|0.15,CB1_CAUR_M_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,M,CF1,0-20%,15,675,360,355,False,False,,0.0,0.0,0.07518796992481203,False,0.0,0.0,0.9046338535414165,0.00032327423968213435,0.001058288812637329,0.07483530837385707,0.3718899190425873,0.04023853316903114,0.36704119850187267,True,False,0.0,0.0,0.0,0.0,0.0,0.0
R12|CB1_CAUR_M_CF1_RI2_TI2_R12|746102|0.15,CB1_CAUR_M_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,M,CF1,0-20%,19,679,360,355,False,False,,0.0,0.0,0.05925925925925926,False,0.0,0.0,0.8923076923076924,0.0003643606541203875,0.0011945035308599471,0.07410375651133877,0.3718899190425873,0.04023853316903114,0.36704119850187267,True,False,0.0,0.0,0.0,0.0,0.0,0.0
R12|CB1_CAUR_L_CF3_RI2_TI2_R12_C02|746102|0.15,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,L,CF3,0-20%,0,500,360,360,True,True,0.11476556698867739,0.019498607242339833,115.0,1.0,True,1.0,1.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,0.0,68.0,115.0,115.0,47.0
R12|CB1_CAUR_L_CF3_RI2_TI2_R12_C02|746102|0.15,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,L,CF3,0-20%,5,505,360,355,True,True,0.16591508716458017,0.04735376044568245,114.0,0.007042253521126761,False,0.0,0.0,0.8999999999999998,0.00041848758082557583,0.0020681634545326234,0.18468910816297623,0.48878034949302673,0.06729886680841446,0.5415813953488372,True,True,0.0,0.0,0.0,114.0,114.0,114.0
R12|CB1_CAUR_L_CF3_RI2_TI2_R12_C02|746102|0.15,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,L,CF3,0-20%,10,510,360,360,True,True,0.1365621192032358,0.027855153203342618,117.0,0.0,False,0.0,0.0,,,,,0.49933093786239624,0.07170852273702621,0.4187799862919808,True,True,0.0,0.0,0.0,117.0,117.0,117.0
R12|CB1_CAUR_L_CF3_RI2_TI2_R12_C02|746102|0.15,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,L,CF3,0-20%,15,515,360,355,True,True,0.07665260283759434,0.016713091922005572,37.0,0.0,False,0.0,0.0,,,,,0.49933093786239624,0.07170852273702621,0.4187799862919808,True,True,0.0,0.0,0.0,37.0,37.0,37.0
R12|CB1_CAUR_L_CF3_RI2_TI2_R12_C02|746102|0.15,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,L,CF3,0-20%,19,519,360,355,True,True,0.12211008539363034,0.025069637883008356,73.0,0.0,False,0.0,0.0,,,,,0.49933093786239624,0.07170852273702621,0.4187799862919808,True,True,0.0,0.0,0.0,73.0,73.0,73.0
R12|CB1_CAUR_M_CF1_RI2_TI2_R12|746102|0.50,CB1_CAUR_M_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,M,CF1,40-60%,0,2160,360,360,False,False,,0.0,0.0,1.0,True,1.0,1.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
R12|CB1_CAUR_M_CF1_RI2_TI2_R12|746102|0.50,CB1_CAUR_M_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,M,CF1,40-60%,5,2165,360,355,False,False,,0.0,0.0,0.16260162601626016,True,0.2,0.4,0.9994119411941192,9.237144902788649e-05,6.190225481986999e-05,0.011700108587885371,0.0,0.0,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
R12|CB1_CAUR_M_CF1_RI2_TI2_R12|746102|0.50,CB1_CAUR_M_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,M,CF1,40-60%,10,2170,360,355,False,False,,0.0,0.0,0.1171875,False,0.0,0.0,0.9999999999999999,0.00017691164080728248,0.0,0.03487800911718574,0.0,0.0,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
R12|CB1_CAUR_M_CF1_RI2_TI2_R12|746102|0.50,CB1_CAUR_M_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,M,CF1,40-60%,15,2175,360,350,False,False,,0.0,0.0,0.12698412698412698,False,0.0,0.1,0.9997655883731834,2.7231664137664183e-05,5.7120900601148604e-05,0.022006668475788367,0.0,0.0,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
R12|CB1_CAUR_M_CF1_RI2_TI2_R12|746102|0.50,CB1_CAUR_M_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,M,CF1,40-60%,19,2179,360,355,False,False,,0.0,0.0,0.1349206349206349,False,0.2,0.2,0.9951143247996873,1.906158974535706e-05,6.568633458193611e-05,0.021734240176406718,0.0,0.0,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
