state_key,instance_id,dataset_origin,dataset_role,scale,CF_level,search_stage,search_conditions,actions,utility,informative,positive_best_available,spearman,top1_realized_rank,top1_normalized_rank,top1_regret,best_utility,top1_utility,hit_at_1,hit_at_5,hit_at_10
CLEAN|CB1_TRAIN_L_CF1_RI1_TI1_R03:seed817000000:iteration1660,CB1_TRAIN_L_CF1_RI1_TI1_R03,CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF1,40-60%,plateau_or_stagnating|high_action_entropy,360,U0_IMMEDIATE,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_L_CF1_RI1_TI1_R03:seed817000000:iteration1660,CB1_TRAIN_L_CF1_RI1_TI1_R03,CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF1,40-60%,plateau_or_stagnating|high_action_entropy,360,U1_SHORT_HORIZON,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_L_CF1_RI1_TI1_R03:seed817000000:iteration1660,CB1_TRAIN_L_CF1_RI1_TI1_R03,CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF1,40-60%,plateau_or_stagnating|high_action_entropy,360,U2_COST_NORMALIZED,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_L_CF1_RI1_TI1_R03:seed817000000:iteration1660,CB1_TRAIN_L_CF1_RI1_TI1_R03,CLEAN_NON_R12_DEVELOPMENT,TRAIN,L,CF1,40-60%,plateau_or_stagnating|high_action_entropy,360,U3_STOCHASTIC_ROBUSTNESS,True,False,0.2959919906688851,111,0.3064066852367688,162.5,-119.625,-282.125,False,False,False
R12|CB1_CAUR_S_CF3_RI2_TI2_R12_C02|746102|0.50,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,S,CF3,40-60%,plateau_or_stagnating,360,U0_IMMEDIATE,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
R12|CB1_CAUR_S_CF3_RI2_TI2_R12_C02|746102|0.50,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,S,CF3,40-60%,plateau_or_stagnating,360,U1_SHORT_HORIZON,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
R12|CB1_CAUR_S_CF3_RI2_TI2_R12_C02|746102|0.50,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,S,CF3,40-60%,plateau_or_stagnating,360,U2_COST_NORMALIZED,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
R12|CB1_CAUR_S_CF3_RI2_TI2_R12_C02|746102|0.50,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,S,CF3,40-60%,plateau_or_stagnating,360,U3_STOCHASTIC_ROBUSTNESS,True,False,0.2770974692468118,19,0.05013927576601671,61.5,-179.375,-240.875,False,True,True
CLEAN|CB1_TRAIN_S_CF1_RI1_TI1_R04:seed817000099:iteration2860,CB1_TRAIN_S_CF1_RI1_TI1_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,S,CF1,40-60%,plateau_or_stagnating|low_action_entropy,345,U0_IMMEDIATE,True,True,0.03488612132389996,3,0.005813953488372093,4.0,4.0,0.0,False,False,False
CLEAN|CB1_TRAIN_S_CF1_RI1_TI1_R04:seed817000099:iteration2860,CB1_TRAIN_S_CF1_RI1_TI1_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,S,CF1,40-60%,plateau_or_stagnating|low_action_entropy,345,U1_SHORT_HORIZON,True,True,0.03488612132389996,3,0.005813953488372093,4.0,4.0,0.0,False,False,False
CLEAN|CB1_TRAIN_S_CF1_RI1_TI1_R04:seed817000099:iteration2860,CB1_TRAIN_S_CF1_RI1_TI1_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,S,CF1,40-60%,plateau_or_stagnating|low_action_entropy,345,U2_COST_NORMALIZED,True,True,0.0348426373071977,3,0.005813953488372093,70.9095880019205,70.9095880019205,0.0,False,False,False
CLEAN|CB1_TRAIN_S_CF1_RI1_TI1_R04:seed817000099:iteration2860,CB1_TRAIN_S_CF1_RI1_TI1_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,S,CF1,40-60%,plateau_or_stagnating|low_action_entropy,345,U3_STOCHASTIC_ROBUSTNESS,True,False,0.36123288283845445,70,0.2005813953488372,90.5,-112.75,-203.25,False,False,False
CLEAN|CB1_TRAIN_M_CF1_RI1_TI2_R04:seed817000090:iteration1940,CB1_TRAIN_M_CF1_RI1_TI2_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,M,CF1,40-60%,plateau_or_stagnating|bottleneck_or_critical_transition|high_action_entropy,360,U0_IMMEDIATE,True,True,0.11334011379370738,2,0.002785515320334262,7.0,20.0,13.0,False,False,False
CLEAN|CB1_TRAIN_M_CF1_RI1_TI2_R04:seed817000090:iteration1940,CB1_TRAIN_M_CF1_RI1_TI2_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,M,CF1,40-60%,plateau_or_stagnating|bottleneck_or_critical_transition|high_action_entropy,360,U1_SHORT_HORIZON,True,True,0.14370208419530267,2,0.002785515320334262,7.0,20.0,13.0,False,False,False
CLEAN|CB1_TRAIN_M_CF1_RI1_TI2_R04:seed817000090:iteration1940,CB1_TRAIN_M_CF1_RI1_TI2_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,M,CF1,40-60%,plateau_or_stagnating|bottleneck_or_critical_transition|high_action_entropy,360,U2_COST_NORMALIZED,True,True,0.14370208419530267,2,0.002785515320334262,38.78208865917334,110.15977182636625,71.37768316719291,False,False,False
CLEAN|CB1_TRAIN_M_CF1_RI1_TI2_R04:seed817000090:iteration1940,CB1_TRAIN_M_CF1_RI1_TI2_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,M,CF1,40-60%,plateau_or_stagnating|bottleneck_or_critical_transition|high_action_entropy,360,U3_STOCHASTIC_ROBUSTNESS,True,False,0.5127996529293097,24,0.06406685236768803,74.0,-108.875,-182.875,False,False,True
CLEAN|CB1_TRAIN_S_CF2_RI1_TI1_R02:seed817000063:iteration2820,CB1_TRAIN_S_CF2_RI1_TI1_R02,CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,plateau_or_stagnating|high_action_entropy,350,U0_IMMEDIATE,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_S_CF2_RI1_TI1_R02:seed817000063:iteration2820,CB1_TRAIN_S_CF2_RI1_TI1_R02,CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,plateau_or_stagnating|high_action_entropy,350,U1_SHORT_HORIZON,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_S_CF2_RI1_TI1_R02:seed817000063:iteration2820,CB1_TRAIN_S_CF2_RI1_TI1_R02,CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,plateau_or_stagnating|high_action_entropy,350,U2_COST_NORMALIZED,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_S_CF2_RI1_TI1_R02:seed817000063:iteration2820,CB1_TRAIN_S_CF2_RI1_TI1_R02,CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,plateau_or_stagnating|high_action_entropy,350,U3_STOCHASTIC_ROBUSTNESS,True,False,0.3756128017358493,26,0.07163323782234957,61.625,-132.375,-194.0,False,False,False
R12|CB1_CAUR_M_CF1_RI2_TI2_R12|746102|0.85,CB1_CAUR_M_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,M,CF1,80-100%,plateau_or_stagnating,355,U0_IMMEDIATE,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
R12|CB1_CAUR_M_CF1_RI2_TI2_R12|746102|0.85,CB1_CAUR_M_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,M,CF1,80-100%,plateau_or_stagnating,355,U1_SHORT_HORIZON,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
R12|CB1_CAUR_M_CF1_RI2_TI2_R12|746102|0.85,CB1_CAUR_M_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,M,CF1,80-100%,plateau_or_stagnating,355,U2_COST_NORMALIZED,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
R12|CB1_CAUR_M_CF1_RI2_TI2_R12|746102|0.85,CB1_CAUR_M_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,M,CF1,80-100%,plateau_or_stagnating,355,U3_STOCHASTIC_ROBUSTNESS,True,False,0.6977943028408798,3,0.005649717514124294,23.0,-145.5,-168.5,False,False,True
CLEAN|CB1_TRAIN_S_CF1_RI1_TI1_R01:seed817000054:iteration2760,CB1_TRAIN_S_CF1_RI1_TI1_R01,CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,plateau_or_stagnating|low_action_entropy,345,U0_IMMEDIATE,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_S_CF1_RI1_TI1_R01:seed817000054:iteration2760,CB1_TRAIN_S_CF1_RI1_TI1_R01,CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,plateau_or_stagnating|low_action_entropy,345,U1_SHORT_HORIZON,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_S_CF1_RI1_TI1_R01:seed817000054:iteration2760,CB1_TRAIN_S_CF1_RI1_TI1_R01,CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,plateau_or_stagnating|low_action_entropy,345,U2_COST_NORMALIZED,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_S_CF1_RI1_TI1_R01:seed817000054:iteration2760,CB1_TRAIN_S_CF1_RI1_TI1_R01,CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,plateau_or_stagnating|low_action_entropy,345,U3_STOCHASTIC_ROBUSTNESS,True,False,0.45005468040567137,117,0.3372093023255814,144.875,-107.375,-252.25,False,False,False
CLEAN|CB1_TRAIN_L_CF1_RI1_TI3_R04:seed817000081:iteration1660,CB1_TRAIN_L_CF1_RI1_TI3_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,L,CF1,40-60%,plateau_or_stagnating|high_action_entropy,360,U0_IMMEDIATE,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_L_CF1_RI1_TI3_R04:seed817000081:iteration1660,CB1_TRAIN_L_CF1_RI1_TI3_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,L,CF1,40-60%,plateau_or_stagnating|high_action_entropy,360,U1_SHORT_HORIZON,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_L_CF1_RI1_TI3_R04:seed817000081:iteration1660,CB1_TRAIN_L_CF1_RI1_TI3_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,L,CF1,40-60%,plateau_or_stagnating|high_action_entropy,360,U2_COST_NORMALIZED,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_L_CF1_RI1_TI3_R04:seed817000081:iteration1660,CB1_TRAIN_L_CF1_RI1_TI3_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,L,CF1,40-60%,plateau_or_stagnating|high_action_entropy,360,U3_STOCHASTIC_ROBUSTNESS,True,False,0.797828479651102,60,0.16434540389972144,226.625,-240.0,-466.625,False,False,False
R12|CB1_CAUR_L_CF1_RI2_TI2_R12|746102|0.50,CB1_CAUR_L_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,L,CF1,40-60%,plateau_or_stagnating,360,U0_IMMEDIATE,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
R12|CB1_CAUR_L_CF1_RI2_TI2_R12|746102|0.50,CB1_CAUR_L_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,L,CF1,40-60%,plateau_or_stagnating,360,U1_SHORT_HORIZON,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
R12|CB1_CAUR_L_CF1_RI2_TI2_R12|746102|0.50,CB1_CAUR_L_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,L,CF1,40-60%,plateau_or_stagnating,360,U2_COST_NORMALIZED,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
R12|CB1_CAUR_L_CF1_RI2_TI2_R12|746102|0.50,CB1_CAUR_L_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,L,CF1,40-60%,plateau_or_stagnating,360,U3_STOCHASTIC_ROBUSTNESS,True,False,0.8091309370008104,9,0.022284122562674095,75.875,-155.25,-231.125,False,False,False
CLEAN|CB1_TRAIN_S_CF3_RI1_TI3_R04:seed817000105:iteration2660,CB1_TRAIN_S_CF3_RI1_TI3_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,S,CF3,40-60%,plateau_or_stagnating|high_action_entropy,345,U0_IMMEDIATE,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_S_CF3_RI1_TI3_R04:seed817000105:iteration2660,CB1_TRAIN_S_CF3_RI1_TI3_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,S,CF3,40-60%,plateau_or_stagnating|high_action_entropy,345,U1_SHORT_HORIZON,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_S_CF3_RI1_TI3_R04:seed817000105:iteration2660,CB1_TRAIN_S_CF3_RI1_TI3_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,S,CF3,40-60%,plateau_or_stagnating|high_action_entropy,345,U2_COST_NORMALIZED,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_S_CF3_RI1_TI3_R04:seed817000105:iteration2660,CB1_TRAIN_S_CF3_RI1_TI3_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,S,CF3,40-60%,plateau_or_stagnating|high_action_entropy,345,U3_STOCHASTIC_ROBUSTNESS,True,False,0.7753575187151992,21,0.05813953488372093,174.0,-145.875,-319.875,False,False,False
R12|CB1_CAUR_L_CF3_RI2_TI2_R12_C02|746102|0.85,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,L,CF3,80-100%,plateau_or_stagnating,360,U0_IMMEDIATE,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
R12|CB1_CAUR_L_CF3_RI2_TI2_R12_C02|746102|0.85,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,L,CF3,80-100%,plateau_or_stagnating,360,U1_SHORT_HORIZON,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
R12|CB1_CAUR_L_CF3_RI2_TI2_R12_C02|746102|0.85,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,L,CF3,80-100%,plateau_or_stagnating,360,U2_COST_NORMALIZED,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
R12|CB1_CAUR_L_CF3_RI2_TI2_R12_C02|746102|0.85,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,L,CF3,80-100%,plateau_or_stagnating,360,U3_STOCHASTIC_ROBUSTNESS,True,False,0.22203123417595486,137,0.3788300835654596,439.25,-321.625,-760.875,False,False,False
CLEAN|CB1_TRAIN_M_CF2_RI1_TI1_R03:seed817000036:iteration2140,CB1_TRAIN_M_CF2_RI1_TI1_R03,CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,plateau_or_stagnating|bottleneck_or_critical_transition|high_action_entropy,360,U0_IMMEDIATE,True,True,0.011426812982313404,2,0.002785515320334262,10.0,10.0,0.0,False,False,False
CLEAN|CB1_TRAIN_M_CF2_RI1_TI1_R03:seed817000036:iteration2140,CB1_TRAIN_M_CF2_RI1_TI1_R03,CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,plateau_or_stagnating|bottleneck_or_critical_transition|high_action_entropy,360,U1_SHORT_HORIZON,True,True,0.011426812982313404,2,0.002785515320334262,10.0,10.0,0.0,False,False,False
CLEAN|CB1_TRAIN_M_CF2_RI1_TI1_R03:seed817000036:iteration2140,CB1_TRAIN_M_CF2_RI1_TI1_R03,CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,plateau_or_stagnating|bottleneck_or_critical_transition|high_action_entropy,360,U2_COST_NORMALIZED,True,True,0.011426812982313404,2,0.002785515320334262,64.77446009193201,64.77446009193201,0.0,False,False,False
CLEAN|CB1_TRAIN_M_CF2_RI1_TI1_R03:seed817000036:iteration2140,CB1_TRAIN_M_CF2_RI1_TI1_R03,CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,plateau_or_stagnating|bottleneck_or_critical_transition|high_action_entropy,360,U3_STOCHASTIC_ROBUSTNESS,True,False,0.19220564171608054,139,0.38440111420612816,221.75,-82.625,-304.375,False,False,False
CLEAN|CB1_TRAIN_S_CF2_RI1_TI2_R04:seed817000102:iteration2840,CB1_TRAIN_S_CF2_RI1_TI2_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,S,CF2,40-60%,plateau_or_stagnating|high_action_entropy,355,U0_IMMEDIATE,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_S_CF2_RI1_TI2_R04:seed817000102:iteration2840,CB1_TRAIN_S_CF2_RI1_TI2_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,S,CF2,40-60%,plateau_or_stagnating|high_action_entropy,355,U1_SHORT_HORIZON,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_S_CF2_RI1_TI2_R04:seed817000102:iteration2840,CB1_TRAIN_S_CF2_RI1_TI2_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,S,CF2,40-60%,plateau_or_stagnating|high_action_entropy,355,U2_COST_NORMALIZED,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_S_CF2_RI1_TI2_R04:seed817000102:iteration2840,CB1_TRAIN_S_CF2_RI1_TI2_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,S,CF2,40-60%,plateau_or_stagnating|high_action_entropy,355,U3_STOCHASTIC_ROBUSTNESS,True,False,0.34681010658117245,226,0.635593220338983,246.25,-120.125,-366.375,False,False,False
R12|CB1_CAUR_S_CF1_RI2_TI2_R12|746102|0.50,CB1_CAUR_S_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,S,CF1,40-60%,plateau_or_stagnating,350,U0_IMMEDIATE,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
R12|CB1_CAUR_S_CF1_RI2_TI2_R12|746102|0.50,CB1_CAUR_S_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,S,CF1,40-60%,plateau_or_stagnating,350,U1_SHORT_HORIZON,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
R12|CB1_CAUR_S_CF1_RI2_TI2_R12|746102|0.50,CB1_CAUR_S_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,S,CF1,40-60%,plateau_or_stagnating,350,U2_COST_NORMALIZED,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
R12|CB1_CAUR_S_CF1_RI2_TI2_R12|746102|0.50,CB1_CAUR_S_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,S,CF1,40-60%,plateau_or_stagnating,350,U3_STOCHASTIC_ROBUSTNESS,True,False,0.43653684035160456,86,0.24355300859598855,103.25,-108.625,-211.875,False,False,False
CLEAN|CB1_TRAIN_M_CF1_RI1_TI1_R02:seed817000027:iteration2040,CB1_TRAIN_M_CF1_RI1_TI1_R02,CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,plateau_or_stagnating|high_action_entropy,360,U0_IMMEDIATE,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_M_CF1_RI1_TI1_R02:seed817000027:iteration2040,CB1_TRAIN_M_CF1_RI1_TI1_R02,CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,plateau_or_stagnating|high_action_entropy,360,U1_SHORT_HORIZON,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_M_CF1_RI1_TI1_R02:seed817000027:iteration2040,CB1_TRAIN_M_CF1_RI1_TI1_R02,CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,plateau_or_stagnating|high_action_entropy,360,U2_COST_NORMALIZED,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_M_CF1_RI1_TI1_R02:seed817000027:iteration2040,CB1_TRAIN_M_CF1_RI1_TI1_R02,CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF1,40-60%,plateau_or_stagnating|high_action_entropy,360,U3_STOCHASTIC_ROBUSTNESS,True,False,0.49741809068178017,65,0.17827298050139276,96.375,-89.625,-186.0,False,False,False
R12|CB1_CAUR_S_CF3_RI2_TI2_R12_C02|746102|0.15,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,S,CF3,0-20%,plateau_or_stagnating|bottleneck_or_critical_transition,345,U0_IMMEDIATE,True,True,0.08119577678713709,4,0.00872093023255814,10.0,10.0,0.0,False,False,False
R12|CB1_CAUR_S_CF3_RI2_TI2_R12_C02|746102|0.15,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,S,CF3,0-20%,plateau_or_stagnating|bottleneck_or_critical_transition,345,U1_SHORT_HORIZON,True,True,0.08119577678713709,4,0.00872093023255814,10.0,10.0,0.0,False,False,False
R12|CB1_CAUR_S_CF3_RI2_TI2_R12_C02|746102|0.15,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,S,CF3,0-20%,plateau_or_stagnating|bottleneck_or_critical_transition,345,U2_COST_NORMALIZED,True,True,0.08119577678713709,4,0.00872093023255814,163.45378972904243,163.45378972904243,0.0,False,False,False
R12|CB1_CAUR_S_CF3_RI2_TI2_R12_C02|746102|0.15,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,S,CF3,0-20%,plateau_or_stagnating|bottleneck_or_critical_transition,345,U3_STOCHASTIC_ROBUSTNESS,True,False,0.3855447512355304,123,0.3546511627906977,199.0,-74.0,-273.0,False,False,False
CLEAN|CB1_TRAIN_L_CF2_RI1_TI1_R04:seed817000084:iteration1680,CB1_TRAIN_L_CF2_RI1_TI1_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,L,CF2,40-60%,plateau_or_stagnating|bottleneck_or_critical_transition|high_action_entropy,360,U0_IMMEDIATE,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_L_CF2_RI1_TI1_R04:seed817000084:iteration1680,CB1_TRAIN_L_CF2_RI1_TI1_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,L,CF2,40-60%,plateau_or_stagnating|bottleneck_or_critical_transition|high_action_entropy,360,U1_SHORT_HORIZON,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_L_CF2_RI1_TI1_R04:seed817000084:iteration1680,CB1_TRAIN_L_CF2_RI1_TI1_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,L,CF2,40-60%,plateau_or_stagnating|bottleneck_or_critical_transition|high_action_entropy,360,U2_COST_NORMALIZED,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
CLEAN|CB1_TRAIN_L_CF2_RI1_TI1_R04:seed817000084:iteration1680,CB1_TRAIN_L_CF2_RI1_TI1_R04,CLEAN_NON_R12_DEVELOPMENT,VALIDATION,L,CF2,40-60%,plateau_or_stagnating|bottleneck_or_critical_transition|high_action_entropy,360,U3_STOCHASTIC_ROBUSTNESS,True,False,-0.07148197338393288,308,0.8551532033426184,471.25,-184.125,-655.375,False,False,False
R12|CB1_CAUR_S_CF1_RI2_TI2_R12|746102|0.15,CB1_CAUR_S_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,S,CF1,0-20%,plateau_or_stagnating,350,U0_IMMEDIATE,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
R12|CB1_CAUR_S_CF1_RI2_TI2_R12|746102|0.15,CB1_CAUR_S_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,S,CF1,0-20%,plateau_or_stagnating,350,U1_SHORT_HORIZON,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
R12|CB1_CAUR_S_CF1_RI2_TI2_R12|746102|0.15,CB1_CAUR_S_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,S,CF1,0-20%,plateau_or_stagnating,350,U2_COST_NORMALIZED,False,False,,1,0.0,0.0,0.0,0.0,True,True,True
R12|CB1_CAUR_S_CF1_RI2_TI2_R12|746102|0.15,CB1_CAUR_S_CF1_RI2_TI2_R12,R12_DEVELOPMENT_EXPOSED,DEVELOPMENT_EXPOSED,S,CF1,0-20%,plateau_or_stagnating,350,U3_STOCHASTIC_ROBUSTNESS,True,False,0.49043089754479335,56,0.15759312320916904,56.875,-142.0,-198.875,False,False,False
