算法名称,运行次数,最优解,求解时间(s),最优解代数
LMEO,1,1906.0,1.1901044845581055,0
LMEO,2,1894.0,62.04482102394104,0
SLMEO,1,1893.0,1.2219667434692383,1
SLMEO,2,1916.0,1.212505578994751,0
