arm,instance_id,scale,CF_level,seed,operation_count,best_makespan,runtime_seconds,time_limit_seconds,best_found_time_seconds,decoder_evaluations,iterations,feasible,replay_feasible,result_path,result_sha256,pooled_best_makespan,rpd_percent
Uniform full-bank selection,CB1_CORE_L_CF3_R01,L,CF3,530103,193,4910.0,386.0090267279993,386.0,359.34590574699905,16160,2020,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_L_CF3_R01/seed_530103.json,67d6d41457c2dd2327c1bcd049b2b26afc09ec66e0886ff7fdb7855af76e07b1,4612.0,6.461405030355594
Uniform full-bank selection,CB1_CORE_L_CF3_R01,L,CF3,530104,193,4943.0,386.01241542299977,386.0,296.04857914400054,16217,2027,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_L_CF3_R01/seed_530104.json,3421f8484c08819e427b71fedb493e359993c41a91cd0eb84bab17ba82773bb8,4612.0,7.1769297484822205
Uniform full-bank selection,CB1_CORE_L_CF3_R01,L,CF3,530105,193,4940.0,386.00756062300024,386.0,0.8660650309993798,15664,1958,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_L_CF3_R01/seed_530105.json,c0d0a72e64713d6d0cc733923d350870875070e6df62d63e9763c721f48ee24c,4612.0,7.111882046834345
No NI (ALNS-H1),CB1_CORE_L_CF3_R01,L,CF3,530101,193,5000.0,386.0497057439934,386.0,2.85175866499776,8196,1025,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_L_CF3_R01/seed_530101.json,d645cae8b247e5c799a81779000eefa303ba036a0f4d5ecd0cbf0e443315f9a2,4612.0,8.412836079791848
No NI (ALNS-H1),CB1_CORE_L_CF3_R01,L,CF3,530102,193,4838.0,386.02445485501084,386.0,278.28699526700075,8621,1078,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_L_CF3_R01/seed_530102.json,e38bd0d915a47fefd433df3fccc17e25962a3b8974ad893176505109a4d21081,4612.0,4.900260190806591
No NI (ALNS-H1),CB1_CORE_L_CF3_R01,L,CF3,530103,193,4937.0,386.0040062670014,386.0,167.74949946798733,7869,984,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_L_CF3_R01/seed_530103.json,5acd7c0a4e1143a7d33909824d50771b772b28301b44602c81d1ee12183facc4,4612.0,7.04683434518647
No NI (ALNS-H1),CB1_CORE_L_CF3_R01,L,CF3,530104,193,5011.0,386.01159953302704,386.0,339.7822983630176,8403,1051,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_L_CF3_R01/seed_530104.json,999f8192e82aa647ccc03f0138d22cbeb35c93580991215ab7ca6da126b21062,4612.0,8.65134431916739
No NI (ALNS-H1),CB1_CORE_L_CF3_R01,L,CF3,530105,193,4950.0,386.03964872600045,386.0,205.19954686402343,7841,980,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_L_CF3_R01/seed_530105.json,41f5f624bcc2976ccdc15293062dd560df0353e9b45c69a846bd0141ee99814b,4612.0,7.328707718993929
CSG-NI Full,CB1_CORE_L_CF3_R02,L,CF3,530101,167,3712.0,334.02949181501754,334.0,0.6949826320051216,15882,1986,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF3_R02/seed_530101.json,d9cf89235a114298b01da4549414dcec843be693093ae1630b758a68a61f0196,3588.0,3.455964325529543
CSG-NI Full,CB1_CORE_L_CF3_R02,L,CF3,530102,167,3618.0,334.09502707701176,334.0,0.7086088200449012,15906,1989,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF3_R02/seed_530102.json,91fc1a7ba403557d9206df46981b1a68abc5177f27cc2dafd2b0f8e06b8f5f33,3588.0,0.8361204013377926
CSG-NI Full,CB1_CORE_L_CF3_R02,L,CF3,530103,167,3693.0,334.0084602420102,334.0,0.704942348995246,15851,1982,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF3_R02/seed_530103.json,200b1d95d90067da6547b88f73a0a2c0d50a6019f33f85d85d40dd2dc7b6a9ec,3588.0,2.9264214046822743
CSG-NI Full,CB1_CORE_L_CF3_R02,L,CF3,530104,167,3686.0,334.00249718799023,334.0,0.8603285290300846,16149,2019,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF3_R02/seed_530104.json,cc48f2f5ced9b504d128728ff992baa93232768f8ab6bc86ab3a27739fe56583,3588.0,2.7313266443701227
CSG-NI Full,CB1_CORE_L_CF3_R02,L,CF3,530105,167,3588.0,334.0014218039578,334.0,0.7534848299692385,16104,2013,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF3_R02/seed_530105.json,30aae9fe601b0a1a42b8736efc901dfba8a5fd68ac439faf55a4478e653717aa,3588.0,0.0
Uniform full-bank selection,CB1_CORE_L_CF3_R02,L,CF3,530101,167,3667.0,334.0032253450008,334.0,0.697854379999626,16576,2072,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_L_CF3_R02/seed_530101.json,81ea26d9d66ac0eee16e811f95209f7b31997239f082769f03765c5ca9852c1d,3588.0,2.201783723522854
Uniform full-bank selection,CB1_CORE_L_CF3_R02,L,CF3,530102,167,3596.0,334.03025250000064,334.0,0.8423205510007392,16506,2064,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_L_CF3_R02/seed_530102.json,fdd377d74a37964cbde7a3246ea440d7c57fd84ed069692535e663f794323bd7,3588.0,0.2229654403567447
Uniform full-bank selection,CB1_CORE_L_CF3_R02,L,CF3,530103,167,3705.0,334.0019031419997,334.0,0.7004827170003409,16450,2057,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_L_CF3_R02/seed_530103.json,6989353015216df8c985fdc870f883def2e1ca0b23471eb93b5f5962bd885246,3588.0,3.260869565217391
Uniform full-bank selection,CB1_CORE_L_CF3_R02,L,CF3,530104,167,3698.0,334.004150449,334.0,0.7262942790002853,16314,2040,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_L_CF3_R02/seed_530104.json,feffa06ade141c154d9db88a6a9cf53bbee666d64f596492f878c8412fb8f40a,3588.0,3.0657748049052396
Uniform full-bank selection,CB1_CORE_L_CF3_R02,L,CF3,530105,167,3709.0,334.05353597199974,334.0,1.2206954859993857,16530,2067,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_L_CF3_R02/seed_530105.json,73c8974d27238de54dacfa35222de163f75f3a85be3775100959dbb90162799c,3588.0,3.3723522853957637
No NI (ALNS-H1),CB1_CORE_L_CF3_R02,L,CF3,530101,167,3614.0,334.0037585569953,334.0,1.9142288969887886,8668,1084,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_L_CF3_R02/seed_530101.json,91bd114c03dfd9efce552aa28d151d77524d9fa0e8a67710ebfba3b9d9fba3ea,3588.0,0.7246376811594203
No NI (ALNS-H1),CB1_CORE_L_CF3_R02,L,CF3,530102,167,3806.0,334.03787632699823,334.0,1.853587104997132,8380,1048,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_L_CF3_R02/seed_530102.json,c32420f5adec18287dc225924772b8cc6f97fc48b22d3c32315be55ea92fa874,3588.0,6.075808249721293
No NI (ALNS-H1),CB1_CORE_L_CF3_R02,L,CF3,530103,167,3648.0,334.00919602502836,334.0,1.938813923014095,9861,1233,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_L_CF3_R02/seed_530103.json,2a4e8d4d6e05457bbdbb00d96b7704b56a4ab4e1bc745bfa982da678c1e57364,3588.0,1.6722408026755853
No NI (ALNS-H1),CB1_CORE_L_CF3_R02,L,CF3,530104,167,3806.0,334.0092158659827,334.0,1.5596269159868825,9786,1224,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_L_CF3_R02/seed_530104.json,792cbab322a1f4ad165ac325d416cffff8b20d4eb9a3acf9367706dea35da73c,3588.0,6.075808249721293
No NI (ALNS-H1),CB1_CORE_L_CF3_R02,L,CF3,530105,167,3806.0,334.02892707599676,334.0,1.9045356259739492,9077,1135,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_L_CF3_R02/seed_530105.json,080421f60eab6a004cfd2a4d970f76aabd1fce5cef8c822674f8630518be7e5f,3588.0,6.075808249721293
CSG-NI Full,CB1_CORE_M_CF1_R01,M,CF1,530101,114,2592.0,228.03322146099526,228.0,83.55731099302648,16154,2020,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R01/seed_530101.json,dec9eae8d48484cbf2ea81e979dc85a2f5bb5a1bb730e05fff143d69220f91b9,2586.0,0.23201856148491878
CSG-NI Full,CB1_CORE_M_CF1_R01,M,CF1,530102,114,2637.0,228.00458843499655,228.0,194.93085533101112,17112,2139,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R01/seed_530102.json,3d876b9a936c2625afd8fed4d4f414463d850b1e12a03b2c12a74fe00b6ff9f3,2586.0,1.9721577726218098
CSG-NI Full,CB1_CORE_M_CF1_R01,M,CF1,530103,114,2720.0,228.00309945404297,228.0,22.142470222024713,16819,2103,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R01/seed_530103.json,5823f130e829a124d83457d0588e45ee7f8820a8952cf4f5c131ed9ea840061a,2586.0,5.181747873163187
CSG-NI Full,CB1_CORE_M_CF1_R01,M,CF1,530104,114,2606.0,228.01657296501799,228.0,111.52743116300553,16906,2114,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R01/seed_530104.json,59f50b3db394b087749aaba66ec250bc25fa24ff65bb8a505564df244bcaba7f,2586.0,0.7733952049497294
CSG-NI Full,CB1_CORE_M_CF1_R01,M,CF1,530105,114,2586.0,228.0843443380436,228.0,181.91431533300783,16674,2085,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R01/seed_530105.json,d0e0b632d1fb59974db6a1278fc9a9bf5b04cd421d0a15bcad87d49e7aae3db2,2586.0,0.0
Uniform full-bank selection,CB1_CORE_M_CF1_R01,M,CF1,530101,114,2717.0,228.0802992889985,228.0,46.53790419199868,19034,2380,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF1_R01/seed_530101.json,7124fa78dbcc68dad21b122f82707b7898d6ec169e2e5da636ad4af74a015b2b,2586.0,5.065738592420727
Uniform full-bank selection,CB1_CORE_M_CF1_R01,M,CF1,530102,114,2663.0,228.02140240199878,228.0,227.0115444919993,19050,2382,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF1_R01/seed_530102.json,6a9a7204c3140a665252c6de8a92c61ae3ae906c9f2132e136b3b617b393ae03,2586.0,2.977571539056458
Uniform full-bank selection,CB1_CORE_M_CF1_R01,M,CF1,530103,114,2586.0,228.00413028899857,228.0,101.68471812399912,18661,2333,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF1_R01/seed_530103.json,5148e73775d018e66d7517b2780e3ae8a610250f51495cdf4b875df555ae2954,2586.0,0.0
Uniform full-bank selection,CB1_CORE_M_CF1_R01,M,CF1,530104,114,2643.0,228.01253682099923,228.0,161.52830756000003,19082,2386,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF1_R01/seed_530104.json,05bde3580fc7d665be6d3d497a091e04e9ab5bc4e1a4a7aae3933251b20cf266,2586.0,2.2041763341067284
Uniform full-bank selection,CB1_CORE_M_CF1_R01,M,CF1,530105,114,2765.0,228.02682439700038,228.0,0.7617857550012559,18050,2257,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF1_R01/seed_530105.json,a40fc31919002645a3b7fed9afcacbb36906407ddd5537c21f1830c23b108f99,2586.0,6.921887084300077
No NI (ALNS-H1),CB1_CORE_M_CF1_R01,M,CF1,530101,114,2732.0,228.00868051999714,228.0,215.17213613400236,10867,1359,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF1_R01/seed_530101.json,64fe2f6c58361d85d09dcc4401d792a5f2da5065734e326d847b61e490dd391f,2586.0,5.645784996133024
No NI (ALNS-H1),CB1_CORE_M_CF1_R01,M,CF1,530102,114,2679.0,228.0050682379806,228.0,208.0043293099734,10886,1361,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF1_R01/seed_530102.json,70c3f551d6655c71a3394f0d8dc07fe0097f240f934482fd85f1bb54f3f5412b,2586.0,3.5962877030162415
No NI (ALNS-H1),CB1_CORE_M_CF1_R01,M,CF1,530103,114,2827.0,228.00408544001402,228.0,150.92672309599584,10911,1364,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF1_R01/seed_530103.json,1b82de2af22b33825ad2da903da46792753e01230fa319bd37fda38fb820d9b6,2586.0,9.319412219644239
No NI (ALNS-H1),CB1_CORE_M_CF1_R01,M,CF1,530104,114,2835.0,228.0011611779919,228.0,61.87049652598216,11774,1472,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF1_R01/seed_530104.json,9397b19a73730a2ab27129ad1a8558359c8a1e31b70aaea19a35a1462da6e0fc,2586.0,9.62877030162413
No NI (ALNS-H1),CB1_CORE_M_CF1_R01,M,CF1,530105,114,2760.0,228.00374715297949,228.0,224.920230986987,10876,1360,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF1_R01/seed_530105.json,2dfb48bd40eb2a6de5286d8b4eb88e1d18b9ef76d9d6f058cfb2c3bfac8c5afc,2586.0,6.728538283062645
CSG-NI Full,CB1_CORE_M_CF1_R02,M,CF1,530101,130,3438.0,260.0254968990339,260.0,150.83166596101364,16514,2065,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R02/seed_530101.json,4172cee1be92c7b974b9a6acf9c7c2adf88e629c58092eac552e0280d01c6fa2,3232.0,6.373762376237623
CSG-NI Full,CB1_CORE_M_CF1_R02,M,CF1,530102,130,3450.0,260.05126284697326,260.0,0.35496271698502824,16498,2063,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R02/seed_530102.json,7be45a2d8f217c53f182fa9fe90c6a89573738d3d790088e5b2a8be1dd01728c,3232.0,6.7450495049504955
CSG-NI Full,CB1_CORE_M_CF1_R02,M,CF1,530103,130,3255.0,260.0595931489952,260.0,73.7233997519943,16730,2092,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R02/seed_530103.json,83a5292b7e1c51e782d04336a272984d040f968228648d8be9720088448ed4f9,3232.0,0.7116336633663366
CSG-NI Full,CB1_CORE_M_CF1_R02,M,CF1,530104,130,3232.0,260.0042569650104,260.0,228.98838007898303,16703,2088,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R02/seed_530104.json,7ebf285cfa5334ba5ebb2a85d21b08cac57cf2be1bc54343338e1f549bc96047,3232.0,0.0
CSG-NI Full,CB1_CORE_M_CF1_R02,M,CF1,530105,130,3341.0,260.0057075690129,260.0,0.24799639702541754,16544,2068,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R02/seed_530105.json,37c5dcdf087b77465a616fefa56eec6e4ce6892c2754980944707a4e3f0d9a48,3232.0,3.3725247524752477
Uniform full-bank selection,CB1_CORE_M_CF1_R02,M,CF1,530101,130,3344.0,260.0398973200008,260.0,202.7149507890008,18386,2299,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF1_R02/seed_530101.json,8de791bb7ddfc260fc51b61d3387ab6fa4ecd507f80e584aa79c66a43a6d84f8,3232.0,3.4653465346534653
Uniform full-bank selection,CB1_CORE_M_CF1_R02,M,CF1,530102,130,3466.0,260.0014922600003,260.0,60.83042389199909,18983,2373,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF1_R02/seed_530102.json,9999bdb7488204e0cfc0616a1239d579ad546f1f6b088715184f0ab79b924acd,3232.0,7.24009900990099
Uniform full-bank selection,CB1_CORE_M_CF1_R02,M,CF1,530103,130,3370.0,260.0051408800009,260.0,81.27104162500109,18830,2354,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF1_R02/seed_530103.json,94955788588b14247c69ddfe1d1f05b68f7df761f0050160f7d592282258e91f,3232.0,4.26980198019802
Uniform full-bank selection,CB1_CORE_M_CF1_R02,M,CF1,530104,130,3368.0,260.0017433940011,260.0,0.26825837199976377,18772,2347,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF1_R02/seed_530104.json,ea74dd5a9ac79bc51d5171e98749b6bea563409f67cf54b5463f287ebc69031c,3232.0,4.207920792079208
Uniform full-bank selection,CB1_CORE_M_CF1_R02,M,CF1,530105,130,3399.0,260.04459847,260.0,134.60647515300116,18970,2372,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF1_R02/seed_530105.json,c49f950e986fae2c150f012cdc597a086b73e3f37ade8f5a232620a24c328c52,3232.0,5.167079207920792
No NI (ALNS-H1),CB1_CORE_M_CF1_R02,M,CF1,530101,130,3366.0,260.0206223450077,260.0,202.6310611460067,10546,1319,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF1_R02/seed_530101.json,eb8b6628694e3b78162dc89efd518bde3ea98d8aa560b3a2516fdbedc8caad0d,3232.0,4.146039603960396
No NI (ALNS-H1),CB1_CORE_M_CF1_R02,M,CF1,530102,130,3396.0,260.00966110199806,260.0,121.4695028430142,10277,1285,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF1_R02/seed_530102.json,697d0a7b6a7db6697ecb8fc431d20fc9c03aa6cf809f0f16b8889db58b2fe44c,3232.0,5.074257425742574
No NI (ALNS-H1),CB1_CORE_M_CF1_R02,M,CF1,530103,130,3394.0,260.0142007179966,260.0,0.8131264089897741,11859,1483,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF1_R02/seed_530103.json,7ee9f19020cd6af9ce3b1d9fad4f2d5856d32c66fceb2f42f6570c722dbca42f,3232.0,5.012376237623762
No NI (ALNS-H1),CB1_CORE_M_CF1_R02,M,CF1,530104,130,3460.0,260.0174950049841,260.0,171.4322489219776,11377,1422,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF1_R02/seed_530104.json,f3ff3c1afe53f92c7606acf5dd2fc7002c4714592b14f2ff0bc0c9d393124a67,3232.0,7.054455445544554
No NI (ALNS-H1),CB1_CORE_M_CF1_R02,M,CF1,530105,130,3476.0,260.0173852870066,260.0,75.60385805301485,10157,1270,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF1_R02/seed_530105.json,b78cef893f436df5795f46373b89af7811fd370610b1a107ea848f14c85642fc,3232.0,7.5495049504950495
CSG-NI Full,CB1_CORE_M_CF2_R01,M,CF2,530101,122,3107.0,244.00101363798603,244.0,181.13999343797332,16783,2098,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF2_R01/seed_530101.json,b8792e94780b4685e227075dce23715f948ac48d682c1e7d6b427ea23b0b570e,3044.0,2.0696452036793693
CSG-NI Full,CB1_CORE_M_CF2_R01,M,CF2,530102,122,3155.0,244.00749284401536,244.0,44.46477208600845,16752,2094,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF2_R01/seed_530102.json,af77cbfe11e4fc66cda18e23bdbfc78ef55ad440ee2e28ab90b93ce18bbaf609,3044.0,3.6465177398160313
CSG-NI Full,CB1_CORE_M_CF2_R01,M,CF2,530103,122,3123.0,244.00064126501093,244.0,0.8700074010412209,16654,2082,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF2_R01/seed_530103.json,217c6e3c9fd802ef4d162ac3f0a01baa098c39d39abf9f65f07be3029bc0b01b,3044.0,2.59526938239159
CSG-NI Full,CB1_CORE_M_CF2_R01,M,CF2,530104,122,3137.0,244.01380877301563,244.0,162.9190268300008,16530,2067,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF2_R01/seed_530104.json,7cfee5a980db6ddab4b54a47332b2456f13c24146442ce0bcab865179c0e3cea,3044.0,3.055190538764783
CSG-NI Full,CB1_CORE_M_CF2_R01,M,CF2,530105,122,3044.0,244.00333290698472,244.0,177.51468569796998,16394,2050,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF2_R01/seed_530105.json,f4a63c4ac303a3452dec9d368db6a216a1b8f743b7c39943cccf3527fca09b83,3044.0,0.0
Uniform full-bank selection,CB1_CORE_M_CF2_R01,M,CF2,530101,122,3136.0,244.03085838999868,244.0,221.48726675999933,18394,2300,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF2_R01/seed_530101.json,8f34756b585f7e18686baf196da3282220329b70b9ea37a027ab615300e65314,3044.0,3.0223390275952693
Uniform full-bank selection,CB1_CORE_M_CF2_R01,M,CF2,530102,122,3280.0,244.0040721919995,244.0,216.79831818300045,18266,2284,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF2_R01/seed_530102.json,0663b06d3b1089b51d8dbf042c2d6a33925d415d5ab72b683828a3f4cf6ca67f,3044.0,7.752956636005257
Uniform full-bank selection,CB1_CORE_M_CF2_R01,M,CF2,530103,122,3083.0,244.00012177799908,244.0,210.13866524500008,18361,2295,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF2_R01/seed_530103.json,8bacb3515cb332885cbed8de37c7b4efdb93ea1a143f91519d08c0bff2a8631a,3044.0,1.281208935611038
Uniform full-bank selection,CB1_CORE_M_CF2_R01,M,CF2,530104,122,3046.0,244.00374306599952,244.0,144.29329211999902,18494,2312,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF2_R01/seed_530104.json,10afe3a2c5a586ee36f2f4128bf090badd0cdf06fa6be187cd63b52b518b38ed,3044.0,0.0657030223390276
Uniform full-bank selection,CB1_CORE_M_CF2_R01,M,CF2,530105,122,3172.0,244.00745079199987,244.0,204.03522386400073,18138,2268,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF2_R01/seed_530105.json,cbe5bfda2d9ec30d3f99fe8b7270ccdb5d106cc8cdfae7b55bb5542095645c35,3044.0,4.204993429697766
No NI (ALNS-H1),CB1_CORE_M_CF2_R01,M,CF2,530101,122,3263.0,244.00017795799067,244.0,124.26139798900113,12520,1565,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF2_R01/seed_530101.json,c337450f3e4f28ba5ae15a7f7fd7d4c418acd87b41f3f20d5b0bd32d40e67473,3044.0,7.194480946123521
No NI (ALNS-H1),CB1_CORE_M_CF2_R01,M,CF2,530102,122,3132.0,244.00906261699856,244.0,75.26866286600125,12429,1554,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF2_R01/seed_530102.json,ff6e67124ee74213989b328ff3e4652417398c4ef0bde7159354d46bfa68fb6f,3044.0,2.890932982917214
No NI (ALNS-H1),CB1_CORE_M_CF2_R01,M,CF2,530103,122,3292.0,244.016058513982,244.0,0.5090455119789112,10255,1282,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF2_R01/seed_530103.json,b0fe5270fa0ed3dcc96b5d6c61774e65ddcb83bce7607ba2ac1c0d2750036d4f,3044.0,8.147174770039422
No NI (ALNS-H1),CB1_CORE_M_CF2_R01,M,CF2,530104,122,3264.0,244.0138756579836,244.0,113.11211880599149,10418,1303,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF2_R01/seed_530104.json,c10a6a7935362e1470139f7c7518bd4803cd8f4c53aaa61d858aaddcafa4da2d,3044.0,7.227332457293035
No NI (ALNS-H1),CB1_CORE_M_CF2_R01,M,CF2,530105,122,3177.0,244.01271958599682,244.0,222.24993017801899,10398,1300,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF2_R01/seed_530105.json,ec52e33454cde7bd72882f44bfd5082ece67177761dcdd233fe35fe81107f7ea,3044.0,4.369250985545335
CSG-NI Full,CB1_CORE_M_CF2_R02,M,CF2,530101,115,2761.0,230.00466624001274,230.0,205.803104488994,16136,2017,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF2_R02/seed_530101.json,effdbaeec17b9d36b9477b6074f63c44357bccb9ddbf227afd835d16d44dfe16,2549.0,8.316987053746567
CSG-NI Full,CB1_CORE_M_CF2_R02,M,CF2,530102,115,2632.0,230.00510496099014,230.0,0.3496782559668645,16633,2079,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF2_R02/seed_530102.json,0ee8f67c3b2377894a992e50258ead01ab6e8cc11399bcb36a6af0af198a4eda,2549.0,3.2561788936837974
CSG-NI Full,CB1_CORE_M_CF2_R02,M,CF2,530103,115,2549.0,230.02460299798986,230.0,184.8450629709987,16578,2073,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF2_R02/seed_530103.json,3a7a3ba114e8fe6fa4f234b61f014be85d0d3bfb976e668a7f127ad88658a785,2549.0,0.0
CSG-NI Full,CB1_CORE_M_CF2_R02,M,CF2,530104,115,2637.0,230.04100314696552,230.0,211.41566289198818,16674,2085,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF2_R02/seed_530104.json,6c1bb4850630c369bbecc3ebc52e1fb7d7c50f2b72d56aaced62a0ecf46127e1,2549.0,3.4523342487249904
