arm,instance_id,scale,CF_level,seed,operation_count,best_makespan,runtime_seconds,time_limit_seconds,best_found_time_seconds,decoder_evaluations,iterations,feasible,replay_feasible,result_path,result_sha256,pooled_best_makespan,rpd_percent
CSG-NI Full,CB1_CORE_M_CF2_R02,M,CF2,530105,115,2587.0,230.00264694500947,230.0,139.0484335750225,16456,2057,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF2_R02/seed_530105.json,722a42955e0ee8454634c828e31142b3b0312899cff3a53e2ea91a3203ac5b21,2549.0,1.490780698313064
Uniform full-bank selection,CB1_CORE_M_CF2_R02,M,CF2,530101,115,2670.0,230.00280511600067,230.0,166.17017970800043,18147,2269,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF2_R02/seed_530101.json,690cee34eecfcf4a4f3bf5eea6b5e04ecfa2bebb45cd2b7faf609d72ac8f3d04,2549.0,4.746959591996862
Uniform full-bank selection,CB1_CORE_M_CF2_R02,M,CF2,530102,115,2661.0,230.0102877649988,230.0,0.43197097899974324,18826,2354,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF2_R02/seed_530102.json,0d6c4d63a55121a3cd79c8ec81471be3423e28049c0aa5f3422547429279ce68,2549.0,4.393879952922715
Uniform full-bank selection,CB1_CORE_M_CF2_R02,M,CF2,530103,115,2584.0,230.04118302499955,230.0,166.00276547999965,18842,2356,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF2_R02/seed_530103.json,ed1c06962cd8f154056885db53e23c36e34afd3fa9c37ac13730cf19c684d18b,2549.0,1.3730874852883483
Uniform full-bank selection,CB1_CORE_M_CF2_R02,M,CF2,530104,115,2695.0,230.00164148899967,230.0,225.75152357200022,18829,2354,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF2_R02/seed_530104.json,4ad510a60e0ab2e14d46d05903193ffe5e13e04a33940c2d09c2340bdcaf7756,2549.0,5.727736367202825
Uniform full-bank selection,CB1_CORE_M_CF2_R02,M,CF2,530105,115,2730.0,230.0046798809999,230.0,185.50462986799903,18895,2362,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF2_R02/seed_530105.json,36407a0b6deb123739a3a1857ec60a7488bd1a42728a2cea6ecdc0d57e475fc8,2549.0,7.100823852491173
No NI (ALNS-H1),CB1_CORE_M_CF2_R02,M,CF2,530101,115,2671.0,230.02015236599254,230.0,225.20955844398122,10891,1362,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF2_R02/seed_530101.json,06deccf2aa69107c46a4c29e0fb09a06bf76f451615c09746eb6131a6d7af1ae,2549.0,4.7861906630051
No NI (ALNS-H1),CB1_CORE_M_CF2_R02,M,CF2,530102,115,2724.0,230.01285292301327,230.0,0.7867838890233543,10972,1372,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF2_R02/seed_530102.json,e2e0adcd7d49a18686024b150eb7266e0a8d45f7c4b22c5e7efc7b58b16c2fdd,2549.0,6.8654374264417415
No NI (ALNS-H1),CB1_CORE_M_CF2_R02,M,CF2,530103,115,2745.0,230.00095972098643,230.0,131.48598897099146,11225,1403,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF2_R02/seed_530103.json,9ab05db32989bedb728c22c760ffd7f39100e0cdf5d706f9a3f9cba07fc6fa10,2549.0,7.689289917614751
No NI (ALNS-H1),CB1_CORE_M_CF2_R02,M,CF2,530104,115,2670.0,230.01091193500906,230.0,149.14662130898796,11900,1488,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF2_R02/seed_530104.json,767413a5b56e74ab6948ae83d54c5c3347ee700a60fb19b5a9f1655f6ad66ba8,2549.0,4.746959591996862
No NI (ALNS-H1),CB1_CORE_M_CF2_R02,M,CF2,530105,115,2564.0,230.00171860400587,230.0,205.97107699001208,12488,1561,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF2_R02/seed_530105.json,0aa416efb8d555dd654209b923ef5c58a51d0ed0ca5bef2a1165f5b8582e368e,2549.0,0.5884660651235779
CSG-NI Full,CB1_CORE_M_CF3_R01,M,CF3,530101,111,2850.0,222.00533676997293,222.0,196.341174251982,16139,2018,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF3_R01/seed_530101.json,c4fe2b17da04df31382aa9ac68f8e14df6c5b8fbbc0f49ab2a9df2237a9fd2bd,2833.0,0.6000705965407696
CSG-NI Full,CB1_CORE_M_CF3_R01,M,CF3,530102,111,2892.0,222.00204475800274,222.0,0.4228657999774441,16510,2064,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF3_R01/seed_530102.json,8e24fa31714ed731fd4b12c3d08a33a922a8fec0e4f19e689a8a604387234dfe,2833.0,2.0825979527003176
CSG-NI Full,CB1_CORE_M_CF3_R01,M,CF3,530103,111,2861.0,222.031376214989,222.0,220.25699077395257,16530,2067,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF3_R01/seed_530103.json,9d0f99ce0034273d2adca01a5608e29acbb10cdc59dde627790a93c94956e3ff,2833.0,0.9883515707730322
CSG-NI Full,CB1_CORE_M_CF3_R01,M,CF3,530104,111,2910.0,222.04692539194366,222.0,0.3728834699722938,16354,2045,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF3_R01/seed_530104.json,ca40c1c1648e3f4e845609c54dbfa4610da439edabe6a4b3d5fbbd87b89e773a,2833.0,2.7179668196258384
CSG-NI Full,CB1_CORE_M_CF3_R01,M,CF3,530105,111,2889.0,222.00470771401888,222.0,0.4066886940272525,16156,2020,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF3_R01/seed_530105.json,cc19de23f425c64dee6ba304587f516626bea6d1fb67cfd226d222e39eb43008,2833.0,1.9767031415460643
Uniform full-bank selection,CB1_CORE_M_CF3_R01,M,CF3,530101,111,2841.0,222.0154401079999,222.0,0.7267720840009133,18386,2299,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF3_R01/seed_530101.json,c1f55019e6fe4224eed7b709f41be359c63e7b85d02980e143b9a16a5396c0ea,2833.0,0.2823861630780092
Uniform full-bank selection,CB1_CORE_M_CF3_R01,M,CF3,530102,111,2833.0,222.0031428279999,222.0,0.41004486400015594,18273,2284,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF3_R01/seed_530102.json,a6c5cb8cb8e915a4a4454596afb75dbc4fca625a242e0ab976f6231029f1a00f,2833.0,0.0
Uniform full-bank selection,CB1_CORE_M_CF3_R01,M,CF3,530103,111,2884.0,222.00473783799862,222.0,159.62795363199984,18154,2270,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF3_R01/seed_530103.json,d38d848bcc4b50cd3003cbaee3c93127502e44dd5b6cf1d76d36e9ef75fefa5f,2833.0,1.8002117896223084
Uniform full-bank selection,CB1_CORE_M_CF3_R01,M,CF3,530104,111,2877.0,222.00765454500106,222.0,103.45820397900025,18426,2304,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF3_R01/seed_530104.json,f2c5c00265baba82505c2d5b40e755ce15259ed870dc8b6320d851e40063f4db,2833.0,1.5531238969290504
Uniform full-bank selection,CB1_CORE_M_CF3_R01,M,CF3,530105,111,2969.0,222.00184837300003,222.0,190.19065035700078,17223,2153,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF3_R01/seed_530105.json,9c339e4209832d0afa90c547adfcabf9cabf6bdc96604782a0a55653011bf054,2833.0,4.800564772326156
No NI (ALNS-H1),CB1_CORE_M_CF3_R01,M,CF3,530101,111,2850.0,222.00092095599393,222.0,0.6540806499833707,12545,1568,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF3_R01/seed_530101.json,94771384e00ba463e84770611095af0952a8ec23fef37340999c288321e7759c,2833.0,0.6000705965407696
No NI (ALNS-H1),CB1_CORE_M_CF3_R01,M,CF3,530102,111,2998.0,222.00514323700918,222.0,0.6604494930070359,10981,1373,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF3_R01/seed_530102.json,b0e0de8406d5d369931dd8e014a789564a259db0da35dc3a5bfbf47393d90959,2833.0,5.82421461348394
No NI (ALNS-H1),CB1_CORE_M_CF3_R01,M,CF3,530103,111,2962.0,222.0081248100032,222.0,0.8526944589975756,10910,1364,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF3_R01/seed_530103.json,7616eac48f565b94db321af00e4d30ee221ab17d92be1ba3cbe3cb4ad8ae2117,2833.0,4.553476879632898
No NI (ALNS-H1),CB1_CORE_M_CF3_R01,M,CF3,530104,111,2891.0,222.0124911890016,222.0,184.38902739799232,11969,1496,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF3_R01/seed_530104.json,2b8f8785d279c69435cdaf6a257f1ac8a4a27ace15094fabde862adf075bf694,2833.0,2.0472996823155665
No NI (ALNS-H1),CB1_CORE_M_CF3_R01,M,CF3,530105,111,2899.0,222.00432802399155,222.0,191.64885658799903,12944,1618,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF3_R01/seed_530105.json,aa18dfb9ae45994cc1246db8713a9d69c84357f2508a7bbd584adc453fcf8503,2833.0,2.3296858453935756
CSG-NI Full,CB1_CORE_M_CF3_R02,M,CF3,530101,128,3389.0,256.0371336770477,256.0,0.5004438780015334,16186,2024,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF3_R02/seed_530101.json,448aea74bd5ec176b9a8bbb1958ee09b7a7e75200abfd8b181aeca29f7df9f52,3229.0,4.955094456488077
CSG-NI Full,CB1_CORE_M_CF3_R02,M,CF3,530102,128,3260.0,256.0316617260105,256.0,0.5178054209682159,16234,2030,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF3_R02/seed_530102.json,98abde954290fe043af0a172f973b7955c1c12d6bed23290b7ca37bd9e8af9fd,3229.0,0.9600495509445649
CSG-NI Full,CB1_CORE_M_CF3_R02,M,CF3,530103,128,3259.0,256.0103791219881,256.0,0.6672347739804536,16186,2024,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF3_R02/seed_530103.json,e05bf86397503ee852f0e86d0bc1a84cd1407f1af922fcd9801267646bdc00c9,3229.0,0.9290802105915144
CSG-NI Full,CB1_CORE_M_CF3_R02,M,CF3,530104,128,3272.0,256.0488137510256,256.0,164.2625581320026,16130,2017,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF3_R02/seed_530104.json,ea1cb3f664b5763d562df25fbb370b9d1a00d12c685da6ffc2dedf35d75a546c,3229.0,1.3316816351811707
CSG-NI Full,CB1_CORE_M_CF3_R02,M,CF3,530105,128,3328.0,256.0457552029984,256.0,0.5250193699612282,16066,2009,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF3_R02/seed_530105.json,0b649848735231db207a297a0b7db9612391ac56319abf4c435974f16ae7e095,3229.0,3.0659646949519974
Uniform full-bank selection,CB1_CORE_M_CF3_R02,M,CF3,530101,128,3306.0,256.00685582000006,256.0,0.8523792600008164,17990,2249,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF3_R02/seed_530101.json,0563835eaf2479f0e5cb8fb91791630ad85fccf99db03529b141297689fe7c9c,3229.0,2.384639207184887
Uniform full-bank selection,CB1_CORE_M_CF3_R02,M,CF3,530102,128,3279.0,256.0068924469997,256.0,160.56264310999904,18037,2255,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF3_R02/seed_530102.json,3cc27be36ca5dac546e204be7aaa13b058474c885226dbf77b5f9634ceb07975,3229.0,1.548467017652524
Uniform full-bank selection,CB1_CORE_M_CF3_R02,M,CF3,530103,128,3229.0,256.0047285770015,256.0,0.46630801600076666,17977,2247,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF3_R02/seed_530103.json,45b3b6cd1036c6f0ce8ea7c280b62d41b53ce17b692e2109e5e64e762eb45fc4,3229.0,0.0
Uniform full-bank selection,CB1_CORE_M_CF3_R02,M,CF3,530104,128,3380.0,256.00744637499884,256.0,0.33697787699929904,18071,2259,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF3_R02/seed_530104.json,c139f4bdaa19fa05a9aa52f6f46bc5a3491b1577b47cbe06cb2b36ef008f77b9,3229.0,4.676370393310623
Uniform full-bank selection,CB1_CORE_M_CF3_R02,M,CF3,530105,128,3306.0,256.0412295309998,256.0,0.4523641840005439,18042,2256,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_M_CF3_R02/seed_530105.json,2abc42f16f927f23951e696e7bb48a97606ac7bcda30c3447c29356d0726009e,3229.0,2.384639207184887
No NI (ALNS-H1),CB1_CORE_M_CF3_R02,M,CF3,530101,128,3283.0,256.014063857001,256.0,0.9891764560015872,11032,1379,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF3_R02/seed_530101.json,dc3b26f6515977e3909af6fcc5a78470c15be9246d6395d927c9f31e1ed075b0,3229.0,1.6723443790647259
No NI (ALNS-H1),CB1_CORE_M_CF3_R02,M,CF3,530102,128,3452.0,256.0023685079941,256.0,0.6626960530120414,11284,1411,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF3_R02/seed_530102.json,c3ce5da28176fe393941d7312f83546fca31725fb6efc2a3b4c830adb778216f,3229.0,6.9061628987302575
No NI (ALNS-H1),CB1_CORE_M_CF3_R02,M,CF3,530103,128,3317.0,256.00012877199333,256.0,0.9845283720060252,10116,1265,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF3_R02/seed_530103.json,1235e5251da7017ed76b35c21e6bbd380795a5ab32bd3c1f4ce810c1729d18e4,3229.0,2.725301951068442
No NI (ALNS-H1),CB1_CORE_M_CF3_R02,M,CF3,530104,128,3452.0,256.016459698003,256.0,0.7032449989928864,10836,1355,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF3_R02/seed_530104.json,d01c3a24babef14868bdbf894d3a89c53491dc717738cd80c65d3043402d1af6,3229.0,6.9061628987302575
No NI (ALNS-H1),CB1_CORE_M_CF3_R02,M,CF3,530105,128,3362.0,256.0055054810073,256.0,2.430833429010818,10034,1255,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_M_CF3_R02/seed_530105.json,6a76173751cacc48c07fddf43a5862cfd63daa176067f13ad98534c5821a852a,3229.0,4.118922266955714
CSG-NI Full,CB1_CORE_S_CF1_R01,S,CF1,530101,62,1788.0,124.02194570301799,124.0,47.767325510969386,15698,1963,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_S_CF1_R01/seed_530101.json,d9bef5609af4d09f4e89c72c0bd6c6326ddf0fff65710272a1eecd023a760ad5,1755.0,1.8803418803418803
CSG-NI Full,CB1_CORE_S_CF1_R01,S,CF1,530102,62,1856.0,124.00097413902404,124.0,0.02707459800876677,15719,1965,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_S_CF1_R01/seed_530102.json,7dcaf0d3a2f0ec2dbbce061f7ec1bbb8d33318ecfcf4872e58d42c484df659ef,1755.0,5.754985754985755
CSG-NI Full,CB1_CORE_S_CF1_R01,S,CF1,530103,62,1755.0,124.03287522000028,124.0,121.4272586950101,15234,1905,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_S_CF1_R01/seed_530103.json,c64e8ff55901d5af3ce32165c0f85bbb21f6801cc7b836867bba267a25e62865,1755.0,0.0
CSG-NI Full,CB1_CORE_S_CF1_R01,S,CF1,530104,62,1804.0,124.00065190298483,124.0,7.638655157992616,15236,1905,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_S_CF1_R01/seed_530104.json,db6d8a1a56f1ea48ba9e56a0be8e5c1ea804c165cb36e1a6efc0229a5daba8e5,1755.0,2.792022792022792
CSG-NI Full,CB1_CORE_S_CF1_R01,S,CF1,530105,62,1783.0,124.02998241898604,124.0,122.59468207397731,14938,1868,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_S_CF1_R01/seed_530105.json,08b0fa86b1233e42e37f4def3ac1b4cbf4c2e8f6004ef5c0cd4f3a4753f3c7a3,1755.0,1.5954415954415955
Uniform full-bank selection,CB1_CORE_S_CF1_R01,S,CF1,530101,62,1768.0,124.01476118399842,124.0,66.76359822499944,18330,2292,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_S_CF1_R01/seed_530101.json,f138eff51c89478c0c171ec7078c44fe73dd9d2e85ed54d4ed0613ae52cab7f0,1755.0,0.7407407407407407
Uniform full-bank selection,CB1_CORE_S_CF1_R01,S,CF1,530102,62,1805.0,124.0023095460001,124.0,120.02716327999951,18268,2284,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_S_CF1_R01/seed_530102.json,62711fcf57d29c9e2066fc16bda3e2b5c606000be292fa76c8e0709966a71a5f,1755.0,2.849002849002849
Uniform full-bank selection,CB1_CORE_S_CF1_R01,S,CF1,530103,62,1756.0,124.02201444899947,124.0,122.0587615989989,18378,2298,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_S_CF1_R01/seed_530103.json,5787c68b36af3d29854cef4401e9f2253b29487cb2f5bdfc4390e212a72b351e,1755.0,0.05698005698005698
Uniform full-bank selection,CB1_CORE_S_CF1_R01,S,CF1,530104,62,1823.0,124.02810322900041,124.0,96.84339146800085,18602,2326,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_S_CF1_R01/seed_530104.json,46dc3ff5fdf5a7f66b70c13435e077773ca4e8384d65f3c6f61241da4f67ebf3,1755.0,3.8746438746438745
Uniform full-bank selection,CB1_CORE_S_CF1_R01,S,CF1,530105,62,1856.0,124.00032757199915,124.0,0.026095911998709198,17485,2186,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_S_CF1_R01/seed_530105.json,6174edeb6f7027a9598f01b6cf407ecf5dfcdbb7f7f91c3cd944369c2b506add,1755.0,5.754985754985755
No NI (ALNS-H1),CB1_CORE_S_CF1_R01,S,CF1,530101,62,1856.0,124.00770808500238,124.0,0.08895448999828659,15485,1936,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R01/seed_530101.json,60e005ed65b26cf4668d588a743941370d9e57720115822c4d8d20e2f8e50fca,1755.0,5.754985754985755
No NI (ALNS-H1),CB1_CORE_S_CF1_R01,S,CF1,530102,62,1808.0,124.0047318849829,124.0,122.03776886599371,18447,2306,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R01/seed_530102.json,df835ed17c71efd8812ad682fd047ca1d4bccbb99dbca5b162da86f5f5c4bd8a,1755.0,3.0199430199430197
No NI (ALNS-H1),CB1_CORE_S_CF1_R01,S,CF1,530103,62,1796.0,124.0034445199999,124.0,37.04313958398416,16240,2030,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R01/seed_530103.json,c016d73ad49fb8fe048648f0e29c225e3bea0fd9689c351a07465c2999464927,1755.0,2.336182336182336
No NI (ALNS-H1),CB1_CORE_S_CF1_R01,S,CF1,530104,62,1802.0,124.00455153701478,124.0,0.15358111800742336,18518,2315,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R01/seed_530104.json,93bb3329fef9dec081fa6ab9dcee4f582a4ede11aa4ee8cc95d015fdda83197a,1755.0,2.678062678062678
No NI (ALNS-H1),CB1_CORE_S_CF1_R01,S,CF1,530105,62,1838.0,124.00672125900746,124.0,118.77340163799818,15610,1952,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R01/seed_530105.json,c86dd35aeedc9cc0c818d29ab68e80602341f0f410f611b33f47f76910eff007,1755.0,4.72934472934473
CSG-NI Full,CB1_CORE_S_CF1_R02,S,CF1,530101,65,2161.0,130.02374679903733,130.0,23.949719079013448,15634,1955,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_S_CF1_R02/seed_530101.json,ccb7582c5baac0c78f861a811e5defcd4a0470f87432aebad17812cb88ec62ff,2103.0,2.757964812173086
CSG-NI Full,CB1_CORE_S_CF1_R02,S,CF1,530102,65,2191.0,130.03620988503098,130.0,0.1016701030312106,16250,2032,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_S_CF1_R02/seed_530102.json,e41315ee7dda2c2e0eb2838b4a808e7670fb337913199170945240aacb66ddb1,2103.0,4.184498335710889
CSG-NI Full,CB1_CORE_S_CF1_R02,S,CF1,530103,65,2157.0,130.02192107000155,130.0,112.29489395802375,16250,2032,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_S_CF1_R02/seed_530103.json,80b719af11a8584c7a3f9ff5ddb6848ee4c7e98817b6e2f43decc6a01696f809,2103.0,2.5677603423680457
CSG-NI Full,CB1_CORE_S_CF1_R02,S,CF1,530104,65,2180.0,130.03201840701513,130.0,48.09526766499039,16586,2074,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_S_CF1_R02/seed_530104.json,d319ee9fdb75a94654e2263b6f64d18cbecca80e4cd9e3fd68dfcdc0fc7b855e,2103.0,3.661436043747028
CSG-NI Full,CB1_CORE_S_CF1_R02,S,CF1,530105,65,2152.0,130.08121909300098,130.0,73.7636983699631,16602,2076,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_S_CF1_R02/seed_530105.json,6a5fec0c3f0ae917695d81bba0ff88d9201df4d9c5da02870b6a09d6ebf478b4,2103.0,2.3300047551117453
Uniform full-bank selection,CB1_CORE_S_CF1_R02,S,CF1,530101,65,2205.0,130.0018462930002,130.0,115.779794004,18314,2290,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_S_CF1_R02/seed_530101.json,618638c2e39459f464e930c6751c4d84632ec533557826fc445f2148537b8841,2103.0,4.85021398002853
Uniform full-bank selection,CB1_CORE_S_CF1_R02,S,CF1,530102,65,2140.0,130.00033600000097,130.0,51.83863297899916,18232,2279,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_S_CF1_R02/seed_530102.json,261febd0ebe66ee90627f76ea056c6cdf4be126fdd0f4932d8117fb4e49bfd43,2103.0,1.759391345696624
Uniform full-bank selection,CB1_CORE_S_CF1_R02,S,CF1,530103,65,2212.0,130.01831426100034,130.0,66.3524332550005,18194,2275,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_S_CF1_R02/seed_530103.json,94f5d2eb8dbb76585472e3096e335432b9a8dd122ec3b9b0f38f3239be2ed53a,2103.0,5.183071802187351
Uniform full-bank selection,CB1_CORE_S_CF1_R02,S,CF1,530104,65,2103.0,130.00075003500024,130.0,126.40023151999958,18431,2304,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_S_CF1_R02/seed_530104.json,95117e59dc80c8ab8b9d2ef269d1a4361d7b984fb5b368519e2a62f293fc7a41,2103.0,0.0
Uniform full-bank selection,CB1_CORE_S_CF1_R02,S,CF1,530105,65,2179.0,130.0152483639995,130.0,113.52516776599987,18378,2298,True,True,paper_experiments/ablation/raw_results/random_full_bank_frozen_gate/runs/CB1_CORE_S_CF1_R02/seed_530105.json,43a426264de7ed3eda9bedf34bfb3eb9c6b941ff978891895ef10f927859f36f,2103.0,3.6138849262957677
No NI (ALNS-H1),CB1_CORE_S_CF1_R02,S,CF1,530101,65,2206.0,130.00203353300458,130.0,0.15775971600669436,15562,1946,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R02/seed_530101.json,3bdf96643f0c389dc723d34579703e16d4f83f19e541a5eefc43638f1622c0eb,2103.0,4.897765097479791
No NI (ALNS-H1),CB1_CORE_S_CF1_R02,S,CF1,530102,65,2219.0,130.00309163398924,130.0,31.42221954400884,17919,2240,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R02/seed_530102.json,7dfcfa7dd4beebaeacf5504cdf3202d76e13b6e6a101963a63a0c2ca5de5b118,2103.0,5.515929624346172
No NI (ALNS-H1),CB1_CORE_S_CF1_R02,S,CF1,530103,65,2155.0,130.0006277640059,130.0,57.202934417990036,15593,1949,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R02/seed_530103.json,f584e111186cf9f8c252979f63be4ee5c31f6a3aab31bf9de055e9da5590a2bc,2103.0,2.4726581074655254
No NI (ALNS-H1),CB1_CORE_S_CF1_R02,S,CF1,530104,65,2165.0,130.00520765900728,130.0,102.02903457698994,15230,1904,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R02/seed_530104.json,b039c384528fe7429f16ec21feea13382e98f03ea31494e9960315a7f04bc3b8,2103.0,2.9481692819781267
No NI (ALNS-H1),CB1_CORE_S_CF1_R02,S,CF1,530105,65,2178.0,130.00603415301885,130.0,109.03523673801101,15343,1918,True,True,paper_experiments/ablation/raw_results/no_ni_alns_h1_equivalence/runs/CB1_CORE_S_CF1_R02/seed_530105.json,b282fd4a27b12404e857cc9a9f940fb2e76cb22e9cfb3099b13a781ad93bf09d,2103.0,3.566333808844508
CSG-NI Full,CB1_CORE_S_CF2_R01,S,CF2,530101,64,1882.0,128.00227384304162,128.0,80.51848005101783,15713,1964,True,True,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_S_CF2_R01/seed_530101.json,98481a897fd24825f057e2bcb7dc06b6d192338331d6767801a8e7d635e94590,1882.0,0.0
