instance_id,algorithm,seed,makespan,runtime,time_limit,time_to_best,decoder_evaluations,feasible,suite,freeze_hash,result_path,scale,CF_level,number_of_operations,runtime_ratio
CB1_CORE_L_CF2_R01,Adapted DCGA,530102,5961.0,390.01715026499005,390.0,352.7725695479894,2642,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R01/seed_530102.json,L,CF2,195,1.000043975038436
CB1_CORE_L_CF2_R01,Adapted DCGA,530103,5889.0,390.3058580200013,390.0,173.30177049600752,2466,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R01/seed_530103.json,L,CF2,195,1.0007842513333367
CB1_CORE_L_CF2_R01,Adapted DCGA,530104,5904.0,390.1391892640095,390.0,266.8105923120165,2568,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R01/seed_530104.json,L,CF2,195,1.0003568955487423
CB1_CORE_L_CF2_R01,Adapted DCGA,530105,5967.0,390.3023791629821,390.0,142.58961456097313,2528,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R01/seed_530105.json,L,CF2,195,1.0007753311871337
CB1_CORE_L_CF2_R01,Adapted DCGA,530106,5938.0,390.0271361930063,390.0,348.7179252660135,2506,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R01/seed_530106.json,L,CF2,195,1.0000695799820674
CB1_CORE_L_CF2_R01,Adapted DCGA,530107,5915.0,390.24748610699316,390.0,377.3906262489909,2670,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R01/seed_530107.json,L,CF2,195,1.000634579761521
CB1_CORE_L_CF2_R01,Adapted DCGA,530108,5945.0,390.4851442289946,390.0,303.7027843160031,2656,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R01/seed_530108.json,L,CF2,195,1.0012439595615246
CB1_CORE_L_CF2_R01,Adapted DCGA,530109,5919.0,390.13789645401994,390.0,355.3689219049993,2694,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R01/seed_530109.json,L,CF2,195,1.000353580651333
CB1_CORE_L_CF2_R01,Adapted DCGA,530110,5946.0,390.2430452830158,390.0,281.1307701469923,2460,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R01/seed_530110.json,L,CF2,195,1.000623193033374
CB1_CORE_L_CF2_R02,Adapted DCGA,530101,5802.0,366.21343724097824,366.0,261.1845211299951,2688,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R02/seed_530101.json,L,CF2,183,1.0005831618605963
