CF_level,algorithm,instances,mean_makespan,mean_improvement_over_h1_percent,best_improvement_over_h1_percent,mean_improvement_over_ppo_percent,best_improvement_over_ppo_percent,feasibility_rate,mean_runtime
CF1,ALNS-H1,15,3114.54,8.10947934733686,10.80851535608405,25.748897449402417,27.90674192877974,1.0,236.9454586105194
CF1,Adapted DCGA,15,3623.68,-4.427044832609034,-2.549390973455643,15.325079116547245,16.838832004608133,1.0,247.88494404949344
CF1,GA,15,3306.8733333333334,4.523699995948972,8.338522425983477,22.651355227974502,25.76232758903289,1.0,236.9457671402327
CF2,ALNS-H1,15,3042.7933333333335,4.0477865006286615,7.39198338981854,23.245720022775917,25.962994723529235,1.0,241.7456210677925
CF2,Adapted DCGA,15,3612.9933333333333,-12.197400754288566,-10.108995587237986,10.374135929342092,12.08621528478661,1.0,253.6153874837056
CF2,GA,15,3212.1533333333336,0.3301224102327985,6.089095764062112,20.453501568185764,24.99607119601812,1.0,241.74506359879277
CF3,ALNS-H1,15,2941.8533333333335,2.8330080085634366,5.404046625609364,33.92223183452489,35.7916328397771,1.0,236.4104352006735
CF3,Adapted DCGA,15,3589.3799999999997,-15.869171952744491,-13.445846549366685,21.57245885739058,23.282128874312107,1.0,246.28198632362472
CF3,GA,15,3172.0933333333332,-2.4781817378969913,3.1926117162478054,30.659096374416006,34.43548335826604,1.0,236.4109684502677
