state_id,instance_id,mean_rank_spearman,top_arm_agreement,improvement_sign_agreement,mean_relative_improvement_variance
CB1_TRAIN_L_CF2_RI1_TI2_R01__it0000409,CB1_TRAIN_L_CF2_RI1_TI2_R01,0.5897435897435898,False,0.8571428571428571,0.0001666014996356756
CB1_TRAIN_L_CF2_RI1_TI2_R01__it0000421,CB1_TRAIN_L_CF2_RI1_TI2_R01,0.789010989010989,False,0.8571428571428571,0.00010528039624865746
CB1_TRAIN_L_CF2_RI1_TI2_R01__it0000446,CB1_TRAIN_L_CF2_RI1_TI2_R01,0.5970695970695971,False,0.6428571428571429,0.00017551316055460688
CB1_TRAIN_L_CF2_RI1_TI2_R01__it0000568,CB1_TRAIN_L_CF2_RI1_TI2_R01,0.7128205128205128,True,1.0,0.00022111605429119433
CB1_TRAIN_L_CF2_RI1_TI2_R01__it0000579,CB1_TRAIN_L_CF2_RI1_TI2_R01,0.5838827838827839,False,1.0,0.0002213211438427655
CB1_TRAIN_L_CF2_RI1_TI2_R01__it0000785,CB1_TRAIN_L_CF2_RI1_TI2_R01,0.8622710622710623,False,1.0,0.00016022966460804307
CB1_TRAIN_L_CF2_RI1_TI2_R01__it0001017,CB1_TRAIN_L_CF2_RI1_TI2_R01,0.7875457875457875,False,0.9230769230769231,0.00014083085586415065
CB1_TRAIN_L_CF2_RI1_TI2_R01__it0001115,CB1_TRAIN_L_CF2_RI1_TI2_R01,0.873992673992674,False,1.0,0.00013147599254438626
CB1_TRAIN_L_CF2_RI1_TI2_R01__it0001117,CB1_TRAIN_L_CF2_RI1_TI2_R01,0.6498168498168498,False,1.0,0.00020032592551502405
CB1_TRAIN_L_CF2_RI1_TI2_R01__it0001138,CB1_TRAIN_L_CF2_RI1_TI2_R01,0.7728937728937728,False,1.0,9.491863020189199e-05
CB1_TRAIN_L_CF2_RI1_TI2_R01__it0001149,CB1_TRAIN_L_CF2_RI1_TI2_R01,0.7714285714285714,False,1.0,4.913421767122495e-05
CB1_TRAIN_L_CF2_RI1_TI2_R01__it0001165,CB1_TRAIN_L_CF2_RI1_TI2_R01,0.5633699633699635,False,1.0,0.00022203440298435386
CB1_TRAIN_L_CF2_RI1_TI2_R01__it0001166,CB1_TRAIN_L_CF2_RI1_TI2_R01,0.783150183150183,False,1.0,0.00012081752164261108
CB1_TRAIN_L_CF2_RI1_TI3_R01__it0000001,CB1_TRAIN_L_CF2_RI1_TI3_R01,0.8036630036630036,True,0.7857142857142857,6.740865474555382e-05
CB1_TRAIN_L_CF2_RI1_TI3_R01__it0000042,CB1_TRAIN_L_CF2_RI1_TI3_R01,0.895970695970696,True,0.9285714285714286,0.0001283252360083708
CB1_TRAIN_L_CF2_RI1_TI3_R01__it0000087,CB1_TRAIN_L_CF2_RI1_TI3_R01,0.8351648351648352,False,0.7692307692307693,5.7814522160127845e-05
CB1_TRAIN_L_CF2_RI1_TI3_R01__it0000159,CB1_TRAIN_L_CF2_RI1_TI3_R01,0.12967032967032968,False,0.7142857142857143,8.556044540082594e-05
CB1_TRAIN_L_CF2_RI1_TI3_R01__it0000224,CB1_TRAIN_L_CF2_RI1_TI3_R01,0.4666666666666666,True,0.5,0.0001641477947675721
CB1_TRAIN_L_CF2_RI1_TI3_R01__it0000248,CB1_TRAIN_L_CF2_RI1_TI3_R01,0.5970695970695971,False,0.7857142857142857,9.175791329417936e-05
CB1_TRAIN_L_CF2_RI1_TI3_R01__it0000381,CB1_TRAIN_L_CF2_RI1_TI3_R01,0.2249084249084249,False,0.7142857142857143,9.62651407218423e-05
CB1_TRAIN_L_CF2_RI1_TI3_R01__it0000394,CB1_TRAIN_L_CF2_RI1_TI3_R01,0.5663003663003663,False,0.5,0.00015897144429377914
CB1_TRAIN_L_CF2_RI1_TI3_R01__it0000409,CB1_TRAIN_L_CF2_RI1_TI3_R01,0.5340659340659341,False,0.42857142857142855,9.823423534257107e-05
CB1_TRAIN_L_CF2_RI1_TI3_R01__it0000431,CB1_TRAIN_L_CF2_RI1_TI3_R01,0.23663003663003665,False,0.7857142857142857,7.877078481136877e-05
CB1_TRAIN_L_CF2_RI1_TI3_R01__it0000606,CB1_TRAIN_L_CF2_RI1_TI3_R01,0.8534798534798534,False,0.8571428571428571,0.00015367777140843308
CB1_TRAIN_L_CF2_RI1_TI3_R01__it0000660,CB1_TRAIN_L_CF2_RI1_TI3_R01,0.2985347985347986,False,1.0,0.0001435854985635673
CB1_TRAIN_L_CF2_RI1_TI3_R01__it0000732,CB1_TRAIN_L_CF2_RI1_TI3_R01,0.6556776556776557,False,1.0,0.00011261432017269526
CB1_TRAIN_L_CF2_RI1_TI3_R01__it0000811,CB1_TRAIN_L_CF2_RI1_TI3_R01,0.5223443223443224,False,0.9285714285714286,0.00012480647437889666
CB1_TRAIN_L_CF2_RI1_TI3_R01__it0000920,CB1_TRAIN_L_CF2_RI1_TI3_R01,0.6014652014652014,False,0.9285714285714286,0.00010725406288524897
CB1_TRAIN_L_CF2_RI1_TI3_R01__it0001028,CB1_TRAIN_L_CF2_RI1_TI3_R01,0.6098901098901098,False,0.9230769230769231,0.00016932238316590538
CB1_TRAIN_L_CF2_RI1_TI3_R01__it0001150,CB1_TRAIN_L_CF2_RI1_TI3_R01,0.5714285714285714,False,0.9230769230769231,0.00010361202567810223
CB1_TRAIN_L_CF2_RI2_TI1_R01__it0000254,CB1_TRAIN_L_CF2_RI2_TI1_R01,0.7934065934065934,False,0.8571428571428571,0.00032031973790976634
