scale,CF_level,RI_level,TI_level,search_stage,bottleneck_proxy,arm_count,state_count,positive_fraction,mean_absolute_improvement,mean_relative_improvement,best_arm_fraction,mean_runtime,mean_decoder_evaluations
L,CF2,RI2,TI2,60-80%,W_LOGISTICS,347,25,0.020172910662824207,-207.47838616714697,-0.04804964941341986,0.07204610951008646,0.29699940710089723,8.0
L,CF2,RI2,TI2,80-100%,W_LOGISTICS,346,25,0.011560693641618497,-260.53179190751445,-0.060990849395367155,0.07225433526011561,0.29909203508960497,8.0
L,CF2,RI2,TI3,0-20%,F_LOGISTICS,70,5,0.8142857142857143,306.48571428571427,0.030639211576399525,0.07142857142857142,0.2805335265000524,8.0
L,CF2,RI2,TI3,0-20%,RECONFIGURATION,84,6,0.38095238095238093,-53.61904761904762,-0.007711192070920801,0.07142857142857142,0.3061684560357424,8.0
L,CF2,RI2,TI3,0-20%,W_LOGISTICS,196,14,0.6428571428571429,80.12244897959184,0.008773274875614913,0.07142857142857142,0.30022721107652894,8.0
L,CF2,RI2,TI3,20-40%,F_LOGISTICS,28,2,0.03571428571428571,-188.0,-0.029165373875271485,0.07142857142857142,0.3125572578572116,8.0
L,CF2,RI2,TI3,20-40%,RECONFIGURATION,126,9,0.15079365079365079,-121.45238095238095,-0.01868505238948385,0.07142857142857142,0.31304700076983255,8.0
L,CF2,RI2,TI3,20-40%,W_LOGISTICS,196,14,0.11734693877551021,-158.94387755102042,-0.024396572057476307,0.07142857142857142,0.3115627565816609,8.0
L,CF2,RI2,TI3,40-60%,W_LOGISTICS,346,25,0.03468208092485549,-181.89306358381504,-0.028049717987008126,0.07225433526011561,0.29084626063873087,8.0
L,CF2,RI2,TI3,60-80%,RECONFIGURATION,308,22,0.016233766233766232,-212.10064935064935,-0.03309597731072059,0.07142857142857142,0.20612061145776978,8.0
L,CF2,RI2,TI3,60-80%,W_LOGISTICS,42,3,0.14285714285714285,-135.3095238095238,-0.020852138050473694,0.07142857142857142,0.2046415456428414,8.0
L,CF2,RI2,TI3,80-100%,RECONFIGURATION,348,25,0.0028735632183908046,-243.99425287356323,-0.03824361330306633,0.07183908045977011,0.20942899611495233,8.0
L,CF2,RI3,TI1,0-20%,RECONFIGURATION,84,6,0.11904761904761904,-232.28571428571428,-0.07118744947191091,0.07142857142857142,0.190725324083219,8.0
