scale,CF_level,RI_level,TI_level,search_stage,bottleneck_proxy,arm_count,state_count,positive_fraction,mean_absolute_improvement,mean_relative_improvement,best_arm_fraction,mean_runtime,mean_decoder_evaluations
L,CF2,RI3,TI3,0-20%,W_LOGISTICS,224,16,0.5446428571428571,40.129464285714285,0.003922277296962687,0.07142857142857142,0.19673617027681953,8.0
L,CF2,RI3,TI3,20-40%,W_LOGISTICS,348,25,0.05747126436781609,-290.63793103448273,-0.040356719668493427,0.07183908045977011,0.20474513148277682,8.0
L,CF2,RI3,TI3,40-60%,RECONFIGURATION,139,10,0.007194244604316547,-305.8129496402878,-0.04306610068074167,0.07194244604316546,0.20642141646760348,8.0
L,CF2,RI3,TI3,40-60%,W_LOGISTICS,209,15,0.009569377990430622,-326.4593301435407,-0.04733662475163669,0.07177033492822966,0.20604318250715417,8.0
L,CF2,RI3,TI3,60-80%,W_LOGISTICS,348,25,0.017241379310344827,-333.7758620689655,-0.04867666064882098,0.07183908045977011,0.2060103317413769,8.0
L,CF2,RI3,TI3,80-100%,W_LOGISTICS,347,25,0.01440922190201729,-330.6628242074928,-0.04822266650247816,0.07204610951008646,0.20931424201442742,8.0
L,CF3,RI1,TI1,0-20%,CROSS_RESOURCE_SYNCHRONIZATION,96,7,0.041666666666666664,-500.3854166666667,-0.1865717437235894,0.07291666666666667,0.16100542238539597,8.0
L,CF3,RI1,TI1,0-20%,RECONFIGURATION,154,11,0.05844155844155844,-422.0974025974026,-0.15963934860009774,0.07142857142857142,0.17511558544154987,8.0
L,CF3,RI1,TI1,0-20%,W_LOGISTICS,305,22,0.15737704918032788,-213.84590163934425,-0.08029470015511891,0.07213114754098361,0.16970319442296714,8.0
L,CF3,RI1,TI1,20-40%,W_LOGISTICS,551,40,0.0018148820326678765,-389.1923774954628,-0.15602540628694214,0.07259528130671507,0.17129621999999872,8.0
L,CF3,RI1,TI1,40-60%,W_LOGISTICS,558,40,0.0,-419.17921146953404,-0.1690605157993394,0.07168458781362007,0.17234571384945388,8.0
L,CF3,RI1,TI1,60-80%,W_LOGISTICS,556,40,0.0,-442.8794964028777,-0.17872457481956325,0.07194244604316546,0.19238488019066596,8.0
L,CF3,RI1,TI1,80-100%,W_LOGISTICS,556,40,0.0,-459.1276978417266,-0.185281556836855,0.07194244604316546,0.17799475878417678,8.0
L,CF3,RI1,TI2,0-20%,F_LOGISTICS,56,4,0.42857142857142855,1.7142857142857142,-0.0004715638024350584,0.07142857142857142,0.15983821430357434,8.0
L,CF3,RI1,TI2,0-20%,RECONFIGURATION,56,4,0.375,-85.30357142857143,-0.019986827574441868,0.07142857142857142,0.1736162974285175,8.0
L,CF3,RI1,TI2,0-20%,W_LOGISTICS,445,32,0.251685393258427,-218.56404494382022,-0.04963680868205803,0.07191011235955057,0.17873773901347714,8.0
L,CF3,RI1,TI2,20-40%,RECONFIGURATION,527,38,0.0056925996204933585,-490.6204933586338,-0.11669699137073748,0.07210626185958255,0.17368733275143453,8.0
L,CF3,RI1,TI2,20-40%,W_LOGISTICS,28,2,0.07142857142857142,-359.92857142857144,-0.08573810658136527,0.07142857142857142,0.17221384082137906,8.0
L,CF3,RI1,TI2,40-60%,RECONFIGURATION,555,40,0.02882882882882883,-367.418018018018,-0.0885145035465271,0.07207207207207207,0.17442653875676295,8.0
L,CF3,RI1,TI2,60-80%,RECONFIGURATION,221,16,0.05429864253393665,-245.68325791855204,-0.05992838875188239,0.07239819004524888,0.17462873865157869,8.0
L,CF3,RI1,TI2,60-80%,W_LOGISTICS,333,24,0.04804804804804805,-343.47447447447445,-0.08351092229552723,0.07207207207207207,0.1743332811171009,8.0
L,CF3,RI1,TI2,80-100%,RECONFIGURATION,42,3,0.047619047619047616,-640.6190476190476,-0.15951669512426483,0.07142857142857142,0.1778957002380767,8.0
L,CF3,RI1,TI2,80-100%,W_LOGISTICS,511,37,0.011741682974559686,-427.5068493150685,-0.10745171394324295,0.07240704500978473,0.17611200371038738,8.0
L,CF3,RI1,TI3,0-20%,CROSS_RESOURCE_SYNCHRONIZATION,28,2,0.0,-410.60714285714283,-0.07167169538438521,0.07142857142857142,0.19722520739287575,8.0
L,CF3,RI1,TI3,0-20%,RECONFIGURATION,196,14,0.18877551020408162,-169.98469387755102,-0.024621758571345555,0.07142857142857142,0.1972806693163606,8.0
L,CF3,RI1,TI3,0-20%,W_LOGISTICS,336,24,0.22321428571428573,-165.42559523809524,-0.024435728219781915,0.07142857142857142,0.19651251417560292,8.0
L,CF3,RI1,TI3,20-40%,RECONFIGURATION,460,33,0.010869565217391304,-317.30652173913046,-0.049380625799599065,0.07173913043478261,0.2234356352695732,8.0
L,CF3,RI1,TI3,20-40%,W_LOGISTICS,97,7,0.061855670103092786,-211.55670103092783,-0.0320495077186507,0.07216494845360824,0.2236364553401969,8.0
L,CF3,RI1,TI3,40-60%,RECONFIGURATION,558,40,0.005376344086021506,-312.23118279569894,-0.04864171721384934,0.07168458781362007,0.29208023258421256,8.0
L,CF3,RI1,TI3,60-80%,RECONFIGURATION,556,40,0.01079136690647482,-324.26079136690646,-0.05051577992941369,0.07194244604316546,0.2924399784118718,8.0
L,CF3,RI1,TI3,80-100%,RECONFIGURATION,554,40,0.005415162454873646,-315.05415162454875,-0.04908150048676566,0.07220216606498195,0.2922065602292326,8.0
L,CF3,RI2,TI1,0-20%,CROSS_RESOURCE_SYNCHRONIZATION,14,1,0.35714285714285715,-147.21428571428572,-0.05031246948540181,0.07142857142857142,0.1733008127143226,8.0
L,CF3,RI2,TI1,0-20%,RECONFIGURATION,55,4,0.09090909090909091,-286.2909090909091,-0.10038437354014015,0.07272727272727272,0.17616875865455353,8.0
L,CF3,RI2,TI1,0-20%,W_LOGISTICS,485,35,0.07216494845360824,-543.2494845360825,-0.20221582517326517,0.07216494845360824,0.1747641558845382,8.0
L,CF3,RI2,TI1,20-40%,W_LOGISTICS,558,40,0.021505376344086023,-359.0752688172043,-0.13377407334962677,0.07168458781362007,0.17223559316306,8.0
L,CF3,RI2,TI1,40-60%,W_LOGISTICS,555,40,0.0036036036036036037,-425.45225225225226,-0.16039461976452848,0.07207207207207207,0.17188065701078697,8.0
L,CF3,RI2,TI1,60-80%,RECONFIGURATION,140,10,0.0,-690.0285714285715,-0.2651916108487976,0.07142857142857142,0.1741384035428252,8.0
L,CF3,RI2,TI1,60-80%,W_LOGISTICS,419,30,0.0,-417.8257756563246,-0.15798429541410228,0.07159904534606205,0.17269377694033525,8.0
L,CF3,RI2,TI1,80-100%,RECONFIGURATION,500,36,0.0,-617.894,-0.23884663396851402,0.072,0.17367059275596147,8.0
L,CF3,RI2,TI1,80-100%,W_LOGISTICS,56,4,0.0,-555.1607142857143,-0.21385235527184682,0.07142857142857142,0.18805098605347276,8.0
L,CF3,RI2,TI2,0-20%,RECONFIGURATION,70,5,0.12857142857142856,-224.67142857142858,-0.04905702017769469,0.07142857142857142,0.25869283044283814,8.0
L,CF3,RI2,TI2,0-20%,W_LOGISTICS,486,35,0.3786008230452675,-133.55555555555554,-0.033055304285674526,0.0720164609053498,0.25750251838476496,8.0
L,CF3,RI2,TI2,20-40%,RECONFIGURATION,56,4,0.017857142857142856,-545.125,-0.12339046836937247,0.07142857142857142,0.18084398469636653,8.0
L,CF3,RI2,TI2,20-40%,W_LOGISTICS,501,36,0.10379241516966067,-331.9101796407186,-0.07414636989546468,0.0718562874251497,0.1796587943193747,8.0
L,CF3,RI2,TI2,40-60%,W_LOGISTICS,557,40,0.04847396768402154,-352.08438061041295,-0.08238769832229255,0.0718132854578097,0.1802035119946082,8.0
L,CF3,RI2,TI2,60-80%,RECONFIGURATION,515,37,0.003883495145631068,-736.2155339805826,-0.1737047514317039,0.07184466019417475,0.260918957217471,8.0
L,CF3,RI2,TI2,60-80%,W_LOGISTICS,42,3,0.023809523809523808,-698.8809523809524,-0.16409508156397098,0.07142857142857142,0.27395121428575986,8.0
L,CF3,RI2,TI2,80-100%,RECONFIGURATION,98,7,0.0,-779.030612244898,-0.184604410484573,0.07142857142857142,0.27384566486738066,8.0
L,CF3,RI2,TI2,80-100%,W_LOGISTICS,458,33,0.017467248908296942,-449.414847161572,-0.10821469158377503,0.07205240174672489,0.27509998452620993,8.0
L,CF3,RI2,TI3,0-20%,F_LOGISTICS,70,5,0.5,-25.8,-0.004642412169801659,0.07142857142857142,0.19005302351429887,8.0
L,CF3,RI2,TI3,0-20%,RECONFIGURATION,153,11,0.0915032679738562,-296.30065359477123,-0.045980626988421924,0.0718954248366013,0.19222146772552662,8.0
L,CF3,RI2,TI3,0-20%,W_LOGISTICS,332,24,0.29518072289156627,-233.70180722891567,-0.036305376931848654,0.07228915662650602,0.18971007665659162,8.0
L,CF3,RI2,TI3,20-40%,RECONFIGURATION,457,33,0.010940919037199124,-387.9956236323851,-0.05950183863785563,0.07221006564551423,0.22052122929103232,8.0
L,CF3,RI2,TI3,20-40%,W_LOGISTICS,98,7,0.19387755102040816,-232.6122448979592,-0.03568214361447381,0.07142857142857142,0.2122073228979667,8.0
L,CF3,RI2,TI3,40-60%,RECONFIGURATION,42,3,0.023809523809523808,-471.0,-0.07209551507729985,0.07142857142857142,0.2933844085475487,8.0
L,CF3,RI2,TI3,40-60%,W_LOGISTICS,511,37,0.007827788649706457,-562.8649706457926,-0.088845218383809,0.07240704500978473,0.2883556633522575,8.0
L,CF3,RI2,TI3,60-80%,W_LOGISTICS,556,40,0.0017985611510791368,-575.3381294964029,-0.09087634331012523,0.07194244604316546,0.2887295107589878,8.0
L,CF3,RI2,TI3,80-100%,W_LOGISTICS,557,40,0.0017953321364452424,-569.8132854578097,-0.09000367800628806,0.0718132854578097,0.2884828978581639,8.0
L,CF3,RI3,TI1,0-20%,RECONFIGURATION,125,9,0.016,-557.976,-0.18753989522670012,0.072,0.18790779701601423,8.0
L,CF3,RI3,TI1,0-20%,W_LOGISTICS,432,31,0.09027777777777778,-419.0833333333333,-0.14016193263114973,0.07175925925925926,0.17945703860418352,8.0
L,CF3,RI3,TI1,20-40%,RECONFIGURATION,236,17,0.012711864406779662,-466.6186440677966,-0.1623125788709371,0.07203389830508475,0.17872849090678633,8.0
L,CF3,RI3,TI1,20-40%,W_LOGISTICS,321,23,0.006230529595015576,-698.9127725856698,-0.24535334811052692,0.07165109034267912,0.17597560271960874,8.0
L,CF3,RI3,TI1,40-60%,W_LOGISTICS,553,40,0.0,-888.6473779385171,-0.31568290512913577,0.07233273056057866,0.17619241542494077,8.0
L,CF3,RI3,TI1,60-80%,W_LOGISTICS,554,40,0.0,-824.2490974729242,-0.29331089933811305,0.07220216606498195,0.17628436726355154,8.0
L,CF3,RI3,TI1,80-100%,RECONFIGURATION,125,9,0.0,-810.872,-0.29521895980975554,0.072,0.18020227419201545,8.0
L,CF3,RI3,TI1,80-100%,W_LOGISTICS,432,31,0.0,-905.2037037037037,-0.34136039138523094,0.07175925925925926,0.1789527988009038,8.0
L,CF3,RI3,TI2,0-20%,F_LOGISTICS,14,1,0.14285714285714285,-182.64285714285714,-0.04768743006340918,0.07142857142857142,0.1833220373570969,8.0
L,CF3,RI3,TI2,0-20%,RECONFIGURATION,110,8,0.22727272727272727,-325.8272727272727,-0.07581293812943776,0.07272727272727272,0.18133411547274922,8.0
L,CF3,RI3,TI2,0-20%,W_LOGISTICS,432,31,0.3472222222222222,-160.05555555555554,-0.033469069703489125,0.07175925925925926,0.17668952969440685,8.0
L,CF3,RI3,TI2,20-40%,RECONFIGURATION,28,2,0.10714285714285714,-406.10714285714283,-0.08653465647925482,0.07142857142857142,0.22147826467861315,8.0
L,CF3,RI3,TI2,20-40%,W_LOGISTICS,529,38,0.15311909262759923,-399.6275992438563,-0.08637952657749037,0.07183364839319471,0.1931967250850719,8.0
L,CF3,RI3,TI2,40-60%,W_LOGISTICS,556,40,0.025179856115107913,-415.136690647482,-0.09144998848167314,0.07194244604316546,0.2673822153956918,8.0
L,CF3,RI3,TI2,60-80%,W_LOGISTICS,557,40,0.00718132854578097,-998.9263913824058,-0.22435244013297104,0.0718132854578097,0.27233388733397246,8.0
L,CF3,RI3,TI2,80-100%,W_LOGISTICS,558,40,0.0,-1204.2813620071684,-0.27056422422088705,0.07168458781362007,0.2734445352723901,8.0
L,CF3,RI3,TI3,0-20%,CROSS_RESOURCE_SYNCHRONIZATION,56,4,0.05357142857142857,-417.98214285714283,-0.05954407878124934,0.07142857142857142,0.2555158927499243,8.0
L,CF3,RI3,TI3,0-20%,RECONFIGURATION,210,15,0.22857142857142856,-257.4,-0.034733845159290115,0.07142857142857142,0.2827496198761894,8.0
L,CF3,RI3,TI3,0-20%,W_LOGISTICS,291,21,0.13058419243986255,-317.9931271477663,-0.043788018583204205,0.07216494845360824,0.2825312501374318,8.0
L,CF3,RI3,TI3,20-40%,RECONFIGURATION,264,19,0.06818181818181818,-533.4810606060606,-0.07240654510771374,0.07196969696969698,0.2845102931439566,8.0
L,CF3,RI3,TI3,20-40%,W_LOGISTICS,294,21,0.047619047619047616,-547.795918367347,-0.07344071527769191,0.07142857142857142,0.28101059568027675,8.0
L,CF3,RI3,TI3,40-60%,CROSS_RESOURCE_SYNCHRONIZATION,193,14,0.15544041450777202,-300.2642487046632,-0.04319727358720518,0.07253886010362694,0.27827124453368185,8.0
L,CF3,RI3,TI3,40-60%,F_LOGISTICS,40,3,0.175,-159.15,-0.022863094382990952,0.075,0.2780442897500507,8.0
L,CF3,RI3,TI3,40-60%,RECONFIGURATION,306,22,0.0196078431372549,-608.1895424836601,-0.08281110051647639,0.0718954248366013,0.28489086664705693,8.0
L,CF3,RI3,TI3,40-60%,W_LOGISTICS,14,1,0.0,-560.6428571428571,-0.07927642210730446,0.07142857142857142,0.2845657820714353,8.0
L,CF3,RI3,TI3,60-80%,CROSS_RESOURCE_SYNCHRONIZATION,26,2,0.11538461538461539,-456.5,-0.065674003740469,0.07692307692307693,0.28071518811541935,8.0
L,CF3,RI3,TI3,60-80%,F_LOGISTICS,528,38,0.007575757575757576,-503.0037878787879,-0.07404737051064153,0.07196969696969698,0.278283925132543,8.0
L,CF3,RI3,TI3,80-100%,CROSS_RESOURCE_SYNCHRONIZATION,84,6,0.023809523809523808,-723.0357142857143,-0.10711640211640211,0.07142857142857142,0.24146875049999444,8.0
L,CF3,RI3,TI3,80-100%,F_LOGISTICS,430,31,0.011627906976744186,-513.0581395348837,-0.07552747527379415,0.07209302325581396,0.23046328113023054,8.0
L,CF3,RI3,TI3,80-100%,W_LOGISTICS,42,3,0.023809523809523808,-574.452380952381,-0.08511136676890042,0.07142857142857142,0.13894436754766762,8.0
M,CF1,RI1,TI1,0-20%,RECONFIGURATION,83,6,0.2891566265060241,-41.53012048192771,-0.020186477573041126,0.07228915662650602,0.11731202797588583,8.0
M,CF1,RI1,TI1,0-20%,W_LOGISTICS,262,19,0.2824427480916031,-64.40458015267176,-0.03284270957504631,0.07251908396946564,0.11094886339697388,8.0
M,CF1,RI1,TI1,20-40%,W_LOGISTICS,346,25,0.005780346820809248,-188.65317919075144,-0.09490801445478644,0.07225433526011561,0.13326983289885966,8.0
M,CF1,RI1,TI1,40-60%,RECONFIGURATION,97,7,0.010309278350515464,-154.340206185567,-0.0791614626118807,0.07216494845360824,0.13513463830925493,8.0
M,CF1,RI1,TI1,40-60%,W_LOGISTICS,250,18,0.016,-140.76,-0.07153877386720484,0.072,0.13428368216401212,8.0
M,CF1,RI1,TI1,60-80%,RECONFIGURATION,348,25,0.0028735632183908046,-169.97701149425288,-0.08913319952504084,0.07183908045977011,0.1338909083879221,8.0
M,CF1,RI1,TI1,80-100%,RECONFIGURATION,347,25,0.0,-169.79538904899135,-0.08903795964813391,0.07204610951008646,0.1341546721296647,8.0
M,CF1,RI1,TI2,0-20%,RECONFIGURATION,111,8,0.2702702702702703,-52.549549549549546,-0.017186179724529627,0.07207207207207207,0.1026333724234359,8.0
M,CF1,RI1,TI2,0-20%,W_LOGISTICS,238,17,0.3277310924369748,-34.47478991596638,-0.012133529596596202,0.07142857142857142,0.1110868168781634,8.0
M,CF1,RI1,TI2,20-40%,RECONFIGURATION,56,4,0.21428571428571427,-64.83928571428571,-0.02268562173565489,0.07142857142857142,0.1330290775892828,8.0
M,CF1,RI1,TI2,20-40%,W_LOGISTICS,292,21,0.06164383561643835,-146.8082191780822,-0.05280587855944728,0.07191780821917808,0.13618159288697612,8.0
M,CF1,RI1,TI2,40-60%,RECONFIGURATION,207,15,0.033816425120772944,-115.99033816425121,-0.041858656861873414,0.07246376811594203,0.13650729036719672,8.0
M,CF1,RI1,TI2,40-60%,W_LOGISTICS,140,10,0.03571428571428571,-128.28571428571428,-0.04674394780495651,0.07142857142857142,0.13717931591434404,8.0
M,CF1,RI1,TI2,60-80%,W_LOGISTICS,346,25,0.017341040462427744,-124.36127167630057,-0.04594045013345217,0.07225433526011561,0.13782869082080515,8.0
M,CF1,RI1,TI2,80-100%,W_LOGISTICS,348,25,0.020114942528735632,-140.6867816091954,-0.05213222127370922,0.07183908045977011,0.1379849847327812,8.0
M,CF1,RI1,TI3,0-20%,CROSS_RESOURCE_SYNCHRONIZATION,14,1,0.42857142857142855,-56.285714285714285,-0.01343334469826117,0.07142857142857142,0.14134522628579102,8.0
M,CF1,RI1,TI3,0-20%,RECONFIGURATION,126,9,0.2698412698412698,-72.82539682539682,-0.01943700027612991,0.07142857142857142,0.09717865810315497,8.0
M,CF1,RI1,TI3,0-20%,W_LOGISTICS,209,15,0.36363636363636365,-41.0,-0.011107969337592555,0.07177033492822966,0.09712664514354488,8.0
M,CF1,RI1,TI3,20-40%,RECONFIGURATION,249,18,0.004016064257028112,-188.20883534136547,-0.04788296284817202,0.07228915662650602,0.09809143494381335,8.0
M,CF1,RI1,TI3,20-40%,W_LOGISTICS,97,7,0.05154639175257732,-144.38144329896906,-0.03662828203139247,0.07216494845360824,0.09737817076290516,8.0
M,CF1,RI1,TI3,40-60%,RECONFIGURATION,138,10,0.028985507246376812,-153.36231884057972,-0.03909312231470296,0.07246376811594203,0.09882215072467142,8.0
M,CF1,RI1,TI3,40-60%,W_LOGISTICS,206,15,0.0048543689320388345,-184.3252427184466,-0.04694988352482084,0.07281553398058252,0.09825086727671996,8.0
M,CF1,RI1,TI3,60-80%,W_LOGISTICS,345,25,0.008695652173913044,-182.71884057971013,-0.04692317426289424,0.07246376811594203,0.10040210986088283,8.0
M,CF1,RI1,TI3,80-100%,W_LOGISTICS,345,25,0.002898550724637681,-184.02028985507246,-0.047257393388565085,0.07246376811594203,0.09915063802898763,8.0
M,CF1,RI2,TI1,0-20%,RECONFIGURATION,56,4,0.25,-68.16071428571429,-0.03139729293097458,0.07142857142857142,0.12133955558928326,8.0
M,CF1,RI2,TI1,0-20%,W_LOGISTICS,293,21,0.20477815699658702,-109.50170648464164,-0.055154014513645475,0.07167235494880546,0.10365812615359092,8.0
M,CF1,RI2,TI1,20-40%,RECONFIGURATION,28,2,0.0,-161.42857142857142,-0.08460616951182989,0.07142857142857142,0.13162596160710954,8.0
M,CF1,RI2,TI1,20-40%,W_LOGISTICS,317,23,0.012618296529968454,-202.20820189274448,-0.10870523134912476,0.07255520504731862,0.1315453418139114,8.0
M,CF1,RI2,TI1,40-60%,RECONFIGURATION,167,12,0.005988023952095809,-217.74850299401197,-0.11814894356701679,0.0718562874251497,0.13064941759883716,8.0
M,CF1,RI2,TI1,40-60%,W_LOGISTICS,181,13,0.0,-198.71823204419888,-0.10695276213358391,0.0718232044198895,0.131373964016634,8.0
M,CF1,RI2,TI1,60-80%,RECONFIGURATION,347,25,0.008645533141210375,-201.3342939481268,-0.10924269883240736,0.07204610951008646,0.1303727997809636,8.0
M,CF1,RI2,TI1,80-100%,RECONFIGURATION,345,25,0.0,-189.8057971014493,-0.10298741025580536,0.07246376811594203,0.13064578213912498,8.0
M,CF1,RI2,TI2,0-20%,RECONFIGURATION,97,7,0.030927835051546393,-151.55670103092783,-0.04970701903277397,0.07216494845360824,0.12833227664949162,8.0
M,CF1,RI2,TI2,0-20%,W_LOGISTICS,249,18,0.41365461847389556,-25.57831325301205,-0.0092540299111511,0.07228915662650602,0.12818003241370232,8.0
M,CF1,RI2,TI2,20-40%,RECONFIGURATION,195,14,0.035897435897435895,-151.21025641025642,-0.04959339337824086,0.07179487179487179,0.13484024656409951,8.0
M,CF1,RI2,TI2,20-40%,W_LOGISTICS,153,11,0.0915032679738562,-128.94771241830065,-0.04390175422527474,0.0718954248366013,0.1350162460523184,8.0
M,CF1,RI2,TI2,40-60%,W_LOGISTICS,347,25,0.020172910662824207,-189.43804034582132,-0.06680375477305192,0.07204610951008646,0.13634342038041214,8.0
M,CF1,RI2,TI2,60-80%,W_LOGISTICS,346,25,0.005780346820809248,-213.5028901734104,-0.07581778770362586,0.07225433526011561,0.1367258133381587,8.0
M,CF1,RI2,TI2,80-100%,W_LOGISTICS,344,25,0.011627906976744186,-174.54360465116278,-0.0631250609733071,0.07267441860465117,0.13508749470060044,8.0
M,CF1,RI2,TI3,0-20%,RECONFIGURATION,42,3,0.2619047619047619,-114.92857142857143,-0.030075907282736507,0.07142857142857142,0.09624304959518104,8.0
M,CF1,RI2,TI3,0-20%,W_LOGISTICS,306,22,0.3464052287581699,-37.08496732026144,-0.01049926660542701,0.0718954248366013,0.09431133461764142,8.0
M,CF1,RI2,TI3,20-40%,RECONFIGURATION,28,2,0.0,-189.46428571428572,-0.0479777882284846,0.07142857142857142,0.09635043085719579,8.0
M,CF1,RI2,TI3,20-40%,W_LOGISTICS,318,23,0.009433962264150943,-203.5754716981132,-0.052084007892574995,0.07232704402515723,0.09590601628612357,8.0
M,CF1,RI2,TI3,40-60%,W_LOGISTICS,349,25,0.0,-238.50716332378224,-0.06174143497897548,0.07163323782234957,0.09555180423780893,8.0
M,CF1,RI2,TI3,60-80%,W_LOGISTICS,343,25,0.0,-235.6851311953353,-0.06101090634101353,0.0728862973760933,0.09618164665890955,8.0
M,CF1,RI2,TI3,80-100%,W_LOGISTICS,347,25,0.0,-230.37752161383284,-0.05963694579700567,0.07204610951008646,0.09617856929682382,8.0
M,CF1,RI3,TI1,0-20%,RECONFIGURATION,208,15,0.009615384615384616,-201.21153846153845,-0.09323697780732068,0.07211538461538461,0.0907213351730696,8.0
M,CF1,RI3,TI1,0-20%,W_LOGISTICS,139,10,0.08633093525179857,-165.77697841726618,-0.07469293473262478,0.07194244604316546,0.10145214149642336,8.0
M,CF1,RI3,TI1,20-40%,RECONFIGURATION,111,8,0.0,-201.7027027027027,-0.09416559416559414,0.07207207207207207,0.08773521734240824,8.0
M,CF1,RI3,TI1,20-40%,W_LOGISTICS,235,17,0.01276595744680851,-213.80851063829786,-0.10129442892477196,0.07234042553191489,0.08758859702132,8.0
M,CF1,RI3,TI1,40-60%,RECONFIGURATION,249,18,0.0,-319.56224899598396,-0.1574198270916177,0.07228915662650602,0.11365658671886823,8.0
M,CF1,RI3,TI1,40-60%,W_LOGISTICS,97,7,0.0,-247.20618556701032,-0.117885639278498,0.07216494845360824,0.11931537540202924,8.0
M,CF1,RI3,TI1,60-80%,RECONFIGURATION,349,25,0.0,-317.4212034383954,-0.1563651248465002,0.07163323782234957,0.13327741485389138,8.0
M,CF1,RI3,TI1,80-100%,RECONFIGURATION,346,25,0.0,-303.2456647398844,-0.14938210085708592,0.07225433526011561,0.1333735082918945,8.0
M,CF1,RI3,TI2,0-20%,RECONFIGURATION,153,11,0.13725490196078433,-111.38562091503267,-0.03252748049554572,0.0718954248366013,0.12319210548368835,8.0
M,CF1,RI3,TI2,0-20%,W_LOGISTICS,194,14,0.44329896907216493,-44.45360824742268,-0.015124192507649287,0.07216494845360824,0.13078195550513125,8.0
M,CF1,RI3,TI2,20-40%,RECONFIGURATION,42,3,0.19047619047619047,-103.76190476190476,-0.0324560227594322,0.07142857142857142,0.13389957559530513,8.0
M,CF1,RI3,TI2,20-40%,W_LOGISTICS,306,22,0.032679738562091505,-192.4967320261438,-0.06130993073784919,0.0718954248366013,0.1334411752157013,8.0
M,CF1,RI3,TI2,40-60%,W_LOGISTICS,345,25,0.02318840579710145,-225.3449275362319,-0.0730927432812948,0.07246376811594203,0.13325273683184988,8.0
M,CF1,RI3,TI2,60-80%,W_LOGISTICS,348,25,0.011494252873563218,-216.48563218390805,-0.07021914764317484,0.07183908045977011,0.13350457267817767,8.0
M,CF1,RI3,TI2,80-100%,W_LOGISTICS,348,25,0.020114942528735632,-220.55172413793105,-0.07199697435087808,0.07183908045977011,0.1338471572873783,8.0
M,CF1,RI3,TI3,0-20%,F_LOGISTICS,56,4,0.375,-81.30357142857143,-0.017181650766815604,0.07142857142857142,0.09229610605357916,8.0
M,CF1,RI3,TI3,0-20%,RECONFIGURATION,111,8,0.3783783783783784,-65.94594594594595,-0.015402600738089672,0.07207207207207207,0.09479244151351612,8.0
M,CF1,RI3,TI3,0-20%,W_LOGISTICS,181,13,0.292817679558011,-103.75690607734806,-0.02231470386048412,0.0718232044198895,0.09421721864640034,8.0
M,CF1,RI3,TI3,20-40%,W_LOGISTICS,346,25,0.002890173410404624,-267.1271676300578,-0.059308873807739304,0.07225433526011561,0.09681944467052019,8.0
M,CF1,RI3,TI3,40-60%,RECONFIGURATION,139,10,0.007194244604316547,-326.6546762589928,-0.07267067325005402,0.07194244604316546,0.0958875844819971,8.0
M,CF1,RI3,TI3,40-60%,W_LOGISTICS,208,15,0.004807692307692308,-279.96153846153845,-0.062158423281869116,0.07211538461538461,0.09683964946633786,8.0
M,CF1,RI3,TI3,60-80%,RECONFIGURATION,308,22,0.016233766233766232,-273.6915584415584,-0.06167117174155392,0.07142857142857142,0.09526327832143332,8.0
M,CF1,RI3,TI3,60-80%,W_LOGISTICS,41,3,0.0975609756097561,-145.70731707317074,-0.03331135482129896,0.07317073170731707,0.09624858704875983,8.0
M,CF1,RI3,TI3,80-100%,RECONFIGURATION,14,1,0.0,-227.78571428571428,-0.05359663865546217,0.07142857142857142,0.09435857299994106,8.0
M,CF1,RI3,TI3,80-100%,W_LOGISTICS,335,24,0.0,-255.61194029850745,-0.06015814080925099,0.07164179104477612,0.09265443886867086,8.0
M,CF2,RI1,TI1,0-20%,CROSS_RESOURCE_SYNCHRONIZATION,55,4,0.10909090909090909,-139.87272727272727,-0.05994512299634183,0.07272727272727272,0.1541822023090638,8.0
M,CF2,RI1,TI1,0-20%,RECONFIGURATION,69,5,0.17391304347826086,-119.26086956521739,-0.050863585184438426,0.07246376811594203,0.15315701097106416,8.0
M,CF2,RI1,TI1,0-20%,W_LOGISTICS,223,16,0.23318385650224216,-95.55156950672645,-0.04113027318304538,0.07174887892376682,0.1334835423318354,8.0
M,CF2,RI1,TI1,20-40%,RECONFIGURATION,28,2,0.21428571428571427,-123.21428571428571,-0.052524074032305586,0.07142857142857142,0.16288239689294773,8.0
M,CF2,RI1,TI1,20-40%,W_LOGISTICS,322,23,0.009316770186335404,-180.22049689440993,-0.07959443949527434,0.07142857142857142,0.15749573682607593,8.0
M,CF2,RI1,TI1,40-60%,RECONFIGURATION,208,15,0.004807692307692308,-241.2403846153846,-0.11499177268644542,0.07211538461538461,0.1613861297885032,8.0
M,CF2,RI1,TI1,40-60%,W_LOGISTICS,139,10,0.04316546762589928,-177.25179856115108,-0.07898927457846022,0.07194244604316546,0.15889681964745905,8.0
M,CF2,RI1,TI1,60-80%,RECONFIGURATION,350,25,0.0,-224.07714285714286,-0.10835971629214827,0.07142857142857142,0.16213140550858174,8.0
M,CF2,RI1,TI1,80-100%,RECONFIGURATION,344,25,0.0029069767441860465,-230.46802325581396,-0.11166086398053003,0.07267441860465117,0.16267127603488948,8.0
M,CF2,RI1,TI2,0-20%,F_LOGISTICS,28,2,0.75,37.785714285714285,0.010031078940213467,0.07142857142857142,0.16477000221435187,8.0
