state_id,instance_id,scale,CF_level,search_stage,winner_target_set_id,winner_origin_family,candidate_bank_size,ensemble_winner_advantage_mean,ensemble_winner_advantage_std,winner_beats_fallback_probability_raw_mean,winner_beats_fallback_probability_raw_std,winner_beats_fallback_logit_mean,winner_beats_fallback_logit_std,calibrated_probability,top1_top2_advantage_margin,winner_fallback_advantage_margin,seed_top1_vote_for_ensemble_winner_fraction,seed_top1_max_vote_fraction,seed_top1_unique_candidates,mean_pairwise_seed_rank_correlation,mean_pairwise_seed_rank_disagreement,candidate_score_normalized_entropy,candidate_score_std,candidate_score_spread,fraction_candidates_predicted_above_fallback,supported_candidate_count,supported_candidate_fraction,selected_winner_supported,selected_winner_is_fallback,realized_winner_lift,reference_p055_intervened,false_positive_intervention,false_negative_abstention
CB1_CAUR_M_CF3_RI2_TI2_R12_C02__seed691202__it0000292,CB1_CAUR_M_CF3_RI2_TI2_R12_C02,M,CF3,80-100%,ts_e825c3ebcffd1fea577f,STRUCTURED_NEAR_NEIGHBOR,24,0.9122145175933838,0.648865696289566,0.4703650176525116,0.024257640541365873,-0.11899111761401097,0.09759817219310882,0.4736307701648963,0.117983877658844,0.3029833436012268,1.0,1.0,1,0.8376811594202899,0.16231884057971016,0.9804727032069015,1.4583636088760088,7.416637659072876,0.5416666666666666,12,0.5,False,False,-0.022215459525258673,False,False,False
CB1_CAUR_M_CF3_RI2_TI2_R12__seed691201__it0000012,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,0-20%,ts_2e1fc9499ad0d62f1934,STRUCTURED_NEAR_NEIGHBOR,24,0.8993600010871887,0.5818253613339915,0.4678889413674672,0.01299803697087097,-0.12870481982827187,0.05219572929310884,0.4695849232970539,0.051976561546325684,0.3247438073158264,1.0,1.0,1,0.9321739130434782,0.06782608695652186,0.9774975569883424,1.4232559170424965,7.181999981403351,0.5416666666666666,10,0.4166666666666667,False,False,0.04289544235924933,False,False,True
CB1_CAUR_M_CF3_RI2_TI2_R12__seed691201__it0000053,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,0-20%,ts_be461e4f65775ac0f794,LOCAL_PERTURBATION,24,1.0065803527832031,0.7491474456459605,0.49387260278066,0.043813437730769574,-0.024593168248732884,0.17591277459488372,0.513048344540674,0.06998419761657715,0.4627481698989868,0.6666666666666666,0.6666666666666666,2,0.8289855072463767,0.17101449275362332,0.974608329368269,0.9694419101530569,4.828392744064331,0.6666666666666666,10,0.4166666666666667,False,False,-0.006442912795924484,False,False,False
CB1_CAUR_M_CF3_RI2_TI2_R12__seed691201__it0000096,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,20-40%,ts_5299efba593006a660d4,MATCHED_RANDOM,24,0.9276725649833679,0.5640202880855975,0.4926740527153015,0.009069359570208758,-0.029317538253962994,0.0362959440977918,0.5110753763338935,0.0427020788192749,0.35815781354904175,0.6666666666666666,0.6666666666666666,2,0.8866666666666667,0.11333333333333336,0.9831575959580793,1.1868034131664533,6.174204528331757,0.625,9,0.375,False,False,0.0319567354965585,False,False,True
CB1_CAUR_M_CF3_RI2_TI2_R12__seed691201__it0000136,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,40-60%,ts_0367e9414f9cef239df7,STRUCTURED_NEAR_NEIGHBOR,24,0.6535187363624573,0.6270281158809764,0.4728333652019501,0.008178869138129936,-0.10880083963274956,0.032796243889657156,0.4778788311047469,0.10197049379348755,0.10197049379348755,0.6666666666666666,0.6666666666666666,2,0.9318840579710144,0.06811594202898556,0.9619802444293162,1.347657000381292,6.591222822666168,0.041666666666666664,19,0.7916666666666666,True,False,-0.028034595884282733,False,False,False
CB1_CAUR_M_CF3_RI2_TI2_R12__seed691201__it0000176,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,40-60%,ts_30eb72223db97f8b9be2,RELATED_VARIANT,23,1.0101898908615112,0.6511692316454877,0.520040343205134,0.016255439336574178,0.08027334449191888,0.06510194680686149,0.5566267336969942,0.2177714705467224,0.7515451610088348,1.0,1.0,1,0.9808959156785244,0.019104084321475628,0.9602289579734008,1.580078513757548,6.945095896720886,0.43478260869565216,18,0.782608695652174,True,False,0.08890251379521766,False,False,True
CB1_CAUR_M_CF3_RI2_TI2_R12__seed691201__it0000218,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,60-80%,ts_f677e3ad6c3c86b8b8c1,ORIGINAL_OPERATOR,24,0.9315307140350342,0.6725257588047281,0.4946250418821971,0.021304064244578154,-0.021533237149318058,0.08529864778387268,0.5143260060636181,0.02595466375350952,0.5237754881381989,0.6666666666666666,0.6666666666666666,2,0.9669565217391304,0.03304347826086962,0.9804370407015868,1.3199941142171134,6.846404314041138,0.6666666666666666,18,0.75,True,False,0.0012658227848101266,False,False,True
CB1_CAUR_M_CF3_RI2_TI2_R12__seed691201__it0000259,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,80-100%,ts_1504750e74cf2bb37368,LOCAL_PERTURBATION,24,0.6457441449165344,0.6520349826650578,0.4625686705112457,0.021670777403058967,-0.15029538050293922,0.0872776679986763,0.4606073258837551,0.06633782386779785,0.16750302910804749,0.6666666666666666,0.6666666666666666,2,0.9533333333333333,0.046666666666666745,0.9681181550299633,1.2822174301846532,6.521870911121368,0.125,20,0.8333333333333334,True,False,-0.012129804662885948,False,False,False
CB1_CAUR_M_CF3_RI2_TI2_R12__seed691201__it0000289,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,80-100%,ts_3719af20ceba36207452,ORIGINAL_OPERATOR,24,0.9652592539787292,0.6524043525718233,0.4682501256465912,0.020758638169990712,-0.12739882494012514,0.08347539864567621,0.47012865632018097,0.2227005958557129,0.4459765553474426,1.0,1.0,1,0.9788405797101447,0.021159420289855218,0.9702503967045218,1.406597707260726,7.31016081571579,0.3333333333333333,19,0.7916666666666666,False,False,0.01357751815598358,False,False,True
CB1_CAUR_M_CF3_RI2_TI2_R12__seed691202__it0000012,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,0-20%,ts_c38b5875fa367552af07,STRUCTURED_NEAR_NEIGHBOR,24,0.6917455792427063,0.49434254271412276,0.4391574064890544,0.013592862084061486,-0.24476789434750876,0.055210610101675085,0.4216990012900135,0.0034418702125549316,0.16078758239746094,0.3333333333333333,0.6666666666666666,2,0.9481159420289854,0.051884057971014585,0.9827007564667962,1.1983056877420213,6.2257097363471985,0.20833333333333334,21,0.875,False,False,0.004255319148936169,False,False,True
