state_id,instance_id,target_set_id,oof_fold,scale,CF_level,search_stage,origin_family,primary_origin_rule,origin_destroy_operator,selected_winner,categorical_reason_count,numeric_reason_count,reason_count,multiple_causes,maximum_absolute_robust_z,categorical_reasons,numeric_reasons,reason_signature
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000194,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_71462eab211561795686,2,L,CF2,60-80%,RELATED_VARIANT,related_variant_2,related,False,0,1,1,False,34482.75862068966,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000194,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_7e512be603861533a5cc,2,L,CF2,60-80%,STRUCTURED_NEAR_NEIGHBOR,near_low_slack,related,False,0,1,1,False,34482.75862068966,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000194,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_927fa3b10e9ba1474e35,2,L,CF2,60-80%,ORIGINAL_OPERATOR,operator_critical,critical,False,0,1,1,False,34482.75862068966,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000194,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_b05ea0697a3c0c0ac7b4,2,L,CF2,60-80%,ORIGINAL_OPERATOR,operator_related,related,False,0,1,1,False,1000000.0,,numeric_robust_z:is_fallback,numeric_robust_z:is_fallback
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000230,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_1f8a7111a5f961bf6b83,2,L,CF2,80-100%,ORIGINAL_OPERATOR,operator_related,related,False,0,1,1,False,1000000.0,,numeric_robust_z:is_fallback,numeric_robust_z:is_fallback
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000230,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_93c8a30921f0476ad129,2,L,CF2,80-100%,STRUCTURED_NEAR_NEIGHBOR,near_low_slack,related,False,0,1,1,False,34482.75862068966,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000230,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_9bbbb3eb112c36b9a7b8,2,L,CF2,80-100%,LOCAL_PERTURBATION,related_replace_50,related,False,0,1,1,False,34482.75862068966,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000230,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_db4f220bd021056bcfe2,2,L,CF2,80-100%,RELATED_VARIANT,related_variant_3,related,False,0,1,1,False,34482.75862068966,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000230,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_fa750f3c7f2a8965f7f1,2,L,CF2,80-100%,ORIGINAL_OPERATOR,operator_critical,critical,False,0,1,1,False,34482.75862068966,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000257,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_1fb895b8a2cc6965a493,2,L,CF2,80-100%,STRUCTURED_NEAR_NEIGHBOR,near_high_F_delay,related,False,0,1,1,False,34482.75862068966,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000257,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_21a25827938c2ab2793f,2,L,CF2,80-100%,STRUCTURED_NEAR_NEIGHBOR,near_low_slack,related,False,0,1,1,False,34482.75862068966,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000257,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_289992e0ff2538f9fee3,2,L,CF2,80-100%,STRUCTURED_NEAR_NEIGHBOR,near_same_product,related,False,0,1,1,False,34482.75862068966,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000257,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_41ab9c5015444b2e2b7d,2,L,CF2,80-100%,LOCAL_PERTURBATION,one_operation_swap,related,False,0,1,1,False,34482.75862068966,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000257,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_43f289f2edd02e9f3d5b,2,L,CF2,80-100%,STRUCTURED_NEAR_NEIGHBOR,near_precedence_neighbor,related,False,0,1,1,False,34482.75862068966,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000257,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_9fb50afedc72a379e653,2,L,CF2,80-100%,LOCAL_PERTURBATION,related_replace_50,related,False,0,1,1,False,34482.75862068966,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000257,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_bd497cb48b9209228c48,2,L,CF2,80-100%,LOCAL_PERTURBATION,related_replace_25,related,False,0,1,1,False,34482.75862068966,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000257,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_c4e323590a09f6670fa1,2,L,CF2,80-100%,LOCAL_PERTURBATION,two_operation_swap,related,False,0,1,1,False,34482.75862068966,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000257,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_e0101abf9c810f72a92f,2,L,CF2,80-100%,ORIGINAL_OPERATOR,operator_related,related,False,0,2,2,True,1000000.0,,numeric_robust_z:critical_overlap_fraction+numeric_robust_z:is_fallback,numeric_robust_z:critical_overlap_fraction+numeric_robust_z:is_fallback
CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000257,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,ts_fe9117005d9e1310ec14,2,L,CF2,80-100%,ORIGINAL_OPERATOR,operator_critical,critical,False,0,1,1,False,34482.75862068966,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000011,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_40e3fe21f742d3435555,2,L,CF2,0-20%,RELATED_VARIANT,related_variant_2,related,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000011,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_83b41c0ba6b0844658cb,2,L,CF2,0-20%,STRUCTURED_NEAR_NEIGHBOR,near_low_slack,related,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000011,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_8815d404ec9773e68b4a,2,L,CF2,0-20%,ORIGINAL_OPERATOR,operator_related,related,False,0,1,1,False,1000000.0,,numeric_robust_z:is_fallback,numeric_robust_z:is_fallback
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000011,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_da27745305ab795e9114,2,L,CF2,0-20%,STRUCTURED_NEAR_NEIGHBOR,near_same_island_chain,related,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000011,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_df4495e2f3f1483176f7,2,L,CF2,0-20%,ORIGINAL_OPERATOR,operator_critical,critical,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000046,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_078b069d293c77110bae,2,L,CF2,0-20%,ORIGINAL_OPERATOR,operator_related,related,False,0,1,1,False,1000000.0,,numeric_robust_z:is_fallback,numeric_robust_z:is_fallback
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000046,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_33e304892c71b4db5896,2,L,CF2,0-20%,ORIGINAL_OPERATOR,operator_critical,critical,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000046,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_3b07286be264986baed3,2,L,CF2,0-20%,ORIGINAL_OPERATOR,operator_f_bottleneck,f_bottleneck,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000046,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_9552b7c4b9ff1dbd799d,2,L,CF2,0-20%,ORIGINAL_OPERATOR,operator_w_bottleneck,w_bottleneck,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000046,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_9efe597ff14436434bb1,2,L,CF2,0-20%,ORIGINAL_OPERATOR,operator_high_reconfiguration,high_reconfiguration,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000046,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_df5499c9f12750023ba5,2,L,CF2,0-20%,STRUCTURED_NEAR_NEIGHBOR,near_low_slack,related,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000085,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_11d8680f2569aa884522,2,L,CF2,20-40%,ORIGINAL_OPERATOR,operator_related,related,False,0,1,1,False,1000000.0,,numeric_robust_z:is_fallback,numeric_robust_z:is_fallback
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000085,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_7b3ff68630df59c3fa6f,2,L,CF2,20-40%,STRUCTURED_NEAR_NEIGHBOR,near_low_slack,related,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000085,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_7f673db12f2ba75bd479,2,L,CF2,20-40%,ORIGINAL_OPERATOR,operator_high_reconfiguration,high_reconfiguration,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000085,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_986487a819b6659919b3,2,L,CF2,20-40%,ORIGINAL_OPERATOR,operator_critical,critical,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000085,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_e01510f4ff26aabf3556,2,L,CF2,20-40%,STRUCTURED_NEAR_NEIGHBOR,near_same_island_chain,related,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000121,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_25cb6cdaaa79c6059af1,2,L,CF2,40-60%,STRUCTURED_NEAR_NEIGHBOR,near_low_slack,related,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000121,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_5bb792b2cd3c6e5bb579,2,L,CF2,40-60%,RELATED_VARIANT,related_variant_1,related,False,0,1,1,False,1000000.0,,numeric_robust_z:origin_rule_count,numeric_robust_z:origin_rule_count
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000121,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_88f98f8762cc5b4ca4ab,2,L,CF2,40-60%,ORIGINAL_OPERATOR,operator_critical,critical,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000121,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_8da5d26e859171abd9fd,2,L,CF2,40-60%,ORIGINAL_OPERATOR,operator_high_reconfiguration,high_reconfiguration,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000121,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_ae8a5d9f0fe014cf890b,2,L,CF2,40-60%,ORIGINAL_OPERATOR,operator_related,related,False,0,1,1,False,1000000.0,,numeric_robust_z:is_fallback,numeric_robust_z:is_fallback
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000156,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_1497436b8991b83da900,2,L,CF2,40-60%,STRUCTURED_NEAR_NEIGHBOR,near_same_product,related,False,0,1,1,False,71428.57142857143,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000156,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_2da11d84f54442bc9786,2,L,CF2,40-60%,ORIGINAL_OPERATOR,operator_critical,critical,False,0,2,2,True,71428.57142857143,,numeric_robust_z:critical_overlap_fraction+numeric_robust_z:bottleneck_overlap_fraction,numeric_robust_z:critical_overlap_fraction+numeric_robust_z:bottleneck_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000156,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_2e7d7ea23bc3ec9e2906,2,L,CF2,40-60%,STRUCTURED_NEAR_NEIGHBOR,near_high_W_delay,related,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000156,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_34994140d27be699ec4e,2,L,CF2,40-60%,MATCHED_RANDOM,matched_random_2,random,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000156,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_4abb532d516a69d4385d,2,L,CF2,40-60%,STRUCTURED_NEAR_NEIGHBOR,near_high_F_delay,related,False,0,1,1,False,71428.57142857143,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000156,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_541e9216dbf131ae402e,2,L,CF2,40-60%,MATCHED_RANDOM,matched_random_3,random,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000156,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_5a1c24bb8f17339b0d9e,2,L,CF2,40-60%,LOCAL_PERTURBATION,one_operation_swap,related,False,0,1,1,False,71428.57142857143,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000156,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_673ad55449fae4b57c78,2,L,CF2,40-60%,ORIGINAL_OPERATOR,operator_related,related,False,0,2,2,True,1000000.0,,numeric_robust_z:critical_overlap_fraction+numeric_robust_z:is_fallback,numeric_robust_z:critical_overlap_fraction+numeric_robust_z:is_fallback
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000156,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_72e6345731672b2d0dfd,2,L,CF2,40-60%,STRUCTURED_NEAR_NEIGHBOR,near_precedence_neighbor,related,False,0,1,1,False,71428.57142857143,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000156,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_9710f159642f1e613c06,2,L,CF2,40-60%,STRUCTURED_NEAR_NEIGHBOR,near_same_island_chain,related,True,0,1,1,False,71428.57142857143,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000156,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_9d9afc7cdc819767e62e,2,L,CF2,40-60%,ORIGINAL_OPERATOR,operator_random,random,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000156,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_b3ad30d4076654d5b3cb,2,L,CF2,40-60%,STRUCTURED_NEAR_NEIGHBOR,near_low_slack,related,False,0,1,1,False,71428.57142857143,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000156,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_ba7f22d24267d0fa3329,2,L,CF2,40-60%,LOCAL_PERTURBATION,related_replace_25,related,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000156,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_e8d340d704a9f1b022a2,2,L,CF2,40-60%,LOCAL_PERTURBATION,two_operation_swap,related,False,0,1,1,False,71428.57142857143,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000194,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_02bceae84fb73d324f3c,2,L,CF2,60-80%,ORIGINAL_OPERATOR,operator_f_bottleneck,f_bottleneck,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000194,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_128d379c8957337a1f52,2,L,CF2,60-80%,MATCHED_RANDOM,matched_random_1,random,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000194,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_64fb0069ac867f95f8fe,2,L,CF2,60-80%,STRUCTURED_NEAR_NEIGHBOR,near_low_slack,related,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000194,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_6549a65dafb3aac7bbe9,2,L,CF2,60-80%,LOCAL_PERTURBATION,one_operation_swap,related,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000194,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_7bb065159a2c963e74fa,2,L,CF2,60-80%,ORIGINAL_OPERATOR,operator_critical,critical,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000194,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_804bbe0f4ffdd96bd06d,2,L,CF2,60-80%,MATCHED_RANDOM,matched_random_3,random,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000194,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_8851350778747cea4c78,2,L,CF2,60-80%,ORIGINAL_OPERATOR,operator_related,related,False,0,1,1,False,1000000.0,,numeric_robust_z:is_fallback,numeric_robust_z:is_fallback
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000194,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_c7503bc4f6ffbafb9062,2,L,CF2,60-80%,ORIGINAL_OPERATOR,operator_overloaded_island,overloaded_island,True,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000194,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_d7953106571ff2b2105b,2,L,CF2,60-80%,RELATED_VARIANT,related_variant_1,related,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000194,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_ebd154e7a121575ed938,2,L,CF2,60-80%,ORIGINAL_OPERATOR,operator_w_bottleneck,w_bottleneck,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000229,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_178d6b9b1adef565a413,2,L,CF2,80-100%,MATCHED_RANDOM,matched_random_1,random,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000229,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_659eb51b1fbce5848bb3,2,L,CF2,80-100%,ORIGINAL_OPERATOR,operator_critical,critical,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000229,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_a9bad0800a5472fe5dcb,2,L,CF2,80-100%,STRUCTURED_NEAR_NEIGHBOR,near_low_slack,related,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000229,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_df1ca4251e9dda527817,2,L,CF2,80-100%,ORIGINAL_OPERATOR,operator_related,related,False,0,3,3,True,1000000.0,,numeric_robust_z:origin_rule_count+numeric_robust_z:origin_family_count+numeric_robust_z:is_fallback,numeric_robust_z:origin_rule_count+numeric_robust_z:origin_family_count+numeric_robust_z:is_fallback
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000257,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_4d28c9393ab468ef8127,2,L,CF2,80-100%,ORIGINAL_OPERATOR,operator_related,related,False,0,1,1,False,1000000.0,,numeric_robust_z:is_fallback,numeric_robust_z:is_fallback
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000257,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_55b815427c291d898813,2,L,CF2,80-100%,ORIGINAL_OPERATOR,operator_critical,critical,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000257,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_6d6b17d32b9641b51d20,2,L,CF2,80-100%,RELATED_VARIANT,related_variant_2,related,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000257,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_b5ca9e07fac3a239541b,2,L,CF2,80-100%,STRUCTURED_NEAR_NEIGHBOR,near_low_slack,related,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691202__it0000010,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_194898d02a788cbc4537,2,L,CF2,0-20%,ORIGINAL_OPERATOR,operator_critical,critical,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691202__it0000010,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_1b650a40e1b04a4442c5,2,L,CF2,0-20%,STRUCTURED_NEAR_NEIGHBOR,near_low_slack,related,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691202__it0000010,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_2e8da25a2e6be2b901d8,2,L,CF2,0-20%,RELATED_VARIANT,related_variant_3,related,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691202__it0000010,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_4f284e6f4e167e7d0588,2,L,CF2,0-20%,ORIGINAL_OPERATOR,operator_random,random,False,0,1,1,False,35714.28571428572,,numeric_robust_z:critical_overlap_fraction,numeric_robust_z:critical_overlap_fraction
CB1_CAUR_L_CF2_RI2_TI2_R12__seed691202__it0000010,CB1_CAUR_L_CF2_RI2_TI2_R12,ts_c1e22a2a14f639c4a328,2,L,CF2,0-20%,ORIGINAL_OPERATOR,operator_related,related,False,0,1,1,False,1000000.0,,numeric_robust_z:is_fallback,numeric_robust_z:is_fallback
