method,instance_id,instance_sha256,scale,CF_level,cell_replicate,seed,num_operations,budget_seconds,final_makespan,runtime_seconds,outer_runtime_seconds,best_found_seconds,decoder_evaluations,iterations,neural_decisions,fallback_count,feasible,result_path,current_development_bks,rpd_percent,hit_current_development_bks
P1_CSG_ADAPTIVE_PORTFOLIO,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,92d8057295dbcbc4b54e91705c109ca5182fb4203fc8d99455311346d6468af6,S,CF2,C02,746101,63,126.0,1958.0,126.00208134797867,126.00222293997649,96.51288232798106,18616,2327,466,0,True,outputs/phase6p_adaptive_portfolio_v1/development/runs/P1_CSG_ADAPTIVE_PORTFOLIO/CB1_CAUR_S_CF2_RI2_TI2_R12_C02/seed_746101.json,1884.0,3.9278131634819533,False
P1_CSG_ADAPTIVE_PORTFOLIO,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,92d8057295dbcbc4b54e91705c109ca5182fb4203fc8d99455311346d6468af6,S,CF2,C02,746102,63,126.0,1998.0,126.16497348900884,126.16507563498453,78.10581402902608,18642,2331,467,0,True,outputs/phase6p_adaptive_portfolio_v1/development/runs/P1_CSG_ADAPTIVE_PORTFOLIO/CB1_CAUR_S_CF2_RI2_TI2_R12_C02/seed_746102.json,1884.0,6.050955414012739,False
P1_CSG_ADAPTIVE_PORTFOLIO,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,92d8057295dbcbc4b54e91705c109ca5182fb4203fc8d99455311346d6468af6,S,CF2,C02,746103,63,126.0,1973.0,126.04062099402654,126.04070753999986,93.83509356001741,18642,2331,467,0,True,outputs/phase6p_adaptive_portfolio_v1/development/runs/P1_CSG_ADAPTIVE_PORTFOLIO/CB1_CAUR_S_CF2_RI2_TI2_R12_C02/seed_746103.json,1884.0,4.7239915074309975,False
P1_CSG_ADAPTIVE_PORTFOLIO,CB1_CAUR_S_CF3_RI2_TI2_R12,3f232d8c25a7545c618b92d20016e072a645edcbe2b6e5247d8ed2da66733eff,S,CF3,C01,746101,61,122.0,1804.0,122.00128161898465,122.00136835998273,97.91944470998715,18331,2292,459,0,True,outputs/phase6p_adaptive_portfolio_v1/development/runs/P1_CSG_ADAPTIVE_PORTFOLIO/CB1_CAUR_S_CF3_RI2_TI2_R12/seed_746101.json,1655.0,9.003021148036254,False
P1_CSG_ADAPTIVE_PORTFOLIO,CB1_CAUR_S_CF3_RI2_TI2_R12,3f232d8c25a7545c618b92d20016e072a645edcbe2b6e5247d8ed2da66733eff,S,CF3,C01,746102,61,122.0,1798.0,122.01761399398674,122.01770298599149,113.42308385999058,18282,2286,458,0,True,outputs/phase6p_adaptive_portfolio_v1/development/runs/P1_CSG_ADAPTIVE_PORTFOLIO/CB1_CAUR_S_CF3_RI2_TI2_R12/seed_746102.json,1655.0,8.640483383685801,False
P1_CSG_ADAPTIVE_PORTFOLIO,CB1_CAUR_S_CF3_RI2_TI2_R12,3f232d8c25a7545c618b92d20016e072a645edcbe2b6e5247d8ed2da66733eff,S,CF3,C01,746103,61,122.0,1775.0,122.1383630640048,122.13846376398578,114.13191901700338,18282,2286,458,0,True,outputs/phase6p_adaptive_portfolio_v1/development/runs/P1_CSG_ADAPTIVE_PORTFOLIO/CB1_CAUR_S_CF3_RI2_TI2_R12/seed_746103.json,1655.0,7.2507552870090635,False
P1_CSG_ADAPTIVE_PORTFOLIO,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,96c10a051fa514f280b12e2f8c0ccf414e920ac4610fe333af1151dc928410d4,S,CF3,C02,746101,63,126.0,1858.0,126.02403773300466,126.02413567600888,98.69417257999885,18482,2311,463,0,True,outputs/phase6p_adaptive_portfolio_v1/development/runs/P1_CSG_ADAPTIVE_PORTFOLIO/CB1_CAUR_S_CF3_RI2_TI2_R12_C02/seed_746101.json,1729.0,7.46096009253904,False
P1_CSG_ADAPTIVE_PORTFOLIO,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,96c10a051fa514f280b12e2f8c0ccf414e920ac4610fe333af1151dc928410d4,S,CF3,C02,746102,63,126.0,1756.0,126.06461214699084,126.06470173000707,107.10479460298666,18482,2311,463,0,True,outputs/phase6p_adaptive_portfolio_v1/development/runs/P1_CSG_ADAPTIVE_PORTFOLIO/CB1_CAUR_S_CF3_RI2_TI2_R12_C02/seed_746102.json,1729.0,1.5615962984384038,False
P1_CSG_ADAPTIVE_PORTFOLIO,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,96c10a051fa514f280b12e2f8c0ccf414e920ac4610fe333af1151dc928410d4,S,CF3,C02,746103,63,126.0,1819.0,126.00201335200109,126.0021632979915,63.093838147993665,18705,2338,468,0,True,outputs/phase6p_adaptive_portfolio_v1/development/runs/P1_CSG_ADAPTIVE_PORTFOLIO/CB1_CAUR_S_CF3_RI2_TI2_R12_C02/seed_746103.json,1729.0,5.205320994794679,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF1_RI2_TI2_R12,c0b6374d4eb72ada83b8a8452425b71b4322e61123edbb755f2cd08927288b7a,L,CF1,C01,746101,166,332.0,3566.0,332.19004666098044,332.19017257000087,176.99247469898546,20162,2521,505,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF1_RI2_TI2_R12/seed_746101.json,3453.0,3.2725166521865043,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF1_RI2_TI2_R12,c0b6374d4eb72ada83b8a8452425b71b4322e61123edbb755f2cd08927288b7a,L,CF1,C01,746102,166,332.0,3548.0,332.00456402701093,332.0048739849881,194.44345608900767,20273,2534,507,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF1_RI2_TI2_R12/seed_746102.json,3453.0,2.7512308137851145,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF1_RI2_TI2_R12,c0b6374d4eb72ada83b8a8452425b71b4322e61123edbb755f2cd08927288b7a,L,CF1,C01,746103,166,332.0,3545.0,332.0108726430044,332.01099472198985,323.1731461780146,20314,2540,508,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF1_RI2_TI2_R12/seed_746103.json,3453.0,2.664349840718216,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,dd5c1ce71a5d72aad6c85617cb1718c9e57f3a6cfe23a0d18a92f0942ba56dc1,L,CF1,C02,746101,172,344.0,3737.0,344.0005864679988,344.0007769810036,333.2814418640046,19948,2494,499,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF1_RI2_TI2_R12_C02/seed_746101.json,3710.0,0.7277628032345014,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,dd5c1ce71a5d72aad6c85617cb1718c9e57f3a6cfe23a0d18a92f0942ba56dc1,L,CF1,C02,746102,172,344.0,3779.0,344.0127216630208,344.01285793597344,234.92483214801177,20026,2504,501,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF1_RI2_TI2_R12_C02/seed_746102.json,3710.0,1.8598382749326146,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,dd5c1ce71a5d72aad6c85617cb1718c9e57f3a6cfe23a0d18a92f0942ba56dc1,L,CF1,C02,746103,172,344.0,3769.0,344.0409202419978,344.0410950600053,213.40143904901925,19922,2491,499,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF1_RI2_TI2_R12_C02/seed_746103.json,3710.0,1.5902964959568733,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF2_RI2_TI2_R12,74b633a78dfe171189160ec0651f63c472fd7c4b456c8aa149cbc69f56bbcc8c,L,CF2,C01,746101,188,376.0,4236.0,376.0050986270071,376.0053864779766,170.58112317399355,19663,2458,492,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF2_RI2_TI2_R12/seed_746101.json,4166.0,1.6802688430148824,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF2_RI2_TI2_R12,74b633a78dfe171189160ec0651f63c472fd7c4b456c8aa149cbc69f56bbcc8c,L,CF2,C01,746102,188,376.0,4551.0,376.12439529501717,376.12454326599254,286.96748532299534,19682,2461,493,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF2_RI2_TI2_R12/seed_746102.json,4166.0,9.241478636581853,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF2_RI2_TI2_R12,74b633a78dfe171189160ec0651f63c472fd7c4b456c8aa149cbc69f56bbcc8c,L,CF2,C01,746103,188,376.0,4375.0,376.00742192799225,376.00762810601736,273.7992987119942,19668,2459,492,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF2_RI2_TI2_R12/seed_746103.json,4166.0,5.016802688430149,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,48a9ab11246faafcf8189c16695cbf926f0ae8bdbc42dfab76d38b2d7830b091,L,CF2,C02,746101,194,388.0,4148.0,388.0001294699905,388.00033820499084,1.1326878480031155,19779,2473,495,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF2_RI2_TI2_R12_C02/seed_746101.json,3957.0,4.826889057366692,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,48a9ab11246faafcf8189c16695cbf926f0ae8bdbc42dfab76d38b2d7830b091,L,CF2,C02,746102,194,388.0,4203.0,388.00006326200673,388.00033862900455,0.5233664230036084,19781,2473,495,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF2_RI2_TI2_R12_C02/seed_746102.json,3957.0,6.21683093252464,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,48a9ab11246faafcf8189c16695cbf926f0ae8bdbc42dfab76d38b2d7830b091,L,CF2,C02,746103,194,388.0,4091.0,388.10545755000203,388.1056770759751,3.300365775008686,19722,2466,494,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF2_RI2_TI2_R12_C02/seed_746103.json,3957.0,3.3864038412939097,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF3_RI2_TI2_R12,bdb01c2b6350b572dcac6be3c542e696143bd4766ab3ae7939bff36e6234f25b,L,CF3,C01,746101,183,366.0,4357.0,366.00765211100224,366.007982990006,220.52369502998772,19656,2457,492,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF3_RI2_TI2_R12/seed_746101.json,4145.0,5.1145958986731,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF3_RI2_TI2_R12,bdb01c2b6350b572dcac6be3c542e696143bd4766ab3ae7939bff36e6234f25b,L,CF3,C01,746102,183,366.0,4265.0,366.0036307280243,366.00381024798844,236.2833546200127,20003,2501,501,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF3_RI2_TI2_R12/seed_746102.json,4145.0,2.8950542822677927,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF3_RI2_TI2_R12,bdb01c2b6350b572dcac6be3c542e696143bd4766ab3ae7939bff36e6234f25b,L,CF3,C01,746103,183,366.0,4200.0,366.008864399977,366.00914374299464,333.57936460597557,19863,2483,497,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF3_RI2_TI2_R12/seed_746103.json,4145.0,1.3268998793727382,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,2373d994f8a29b3d5bc58aacb9c4f74c8c60d0950760ab044a7354c19b09f9b9,L,CF3,C02,746101,179,358.0,3429.0,358.0064790849865,358.00667793798493,1.7805194629763719,20387,2549,510,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF3_RI2_TI2_R12_C02/seed_746101.json,3180.0,7.830188679245283,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,2373d994f8a29b3d5bc58aacb9c4f74c8c60d0950760ab044a7354c19b09f9b9,L,CF3,C02,746102,179,358.0,3469.0,358.0838839749922,358.08410065001226,0.554575133981416,20402,2551,511,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF3_RI2_TI2_R12_C02/seed_746102.json,3180.0,9.08805031446541,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,2373d994f8a29b3d5bc58aacb9c4f74c8c60d0950760ab044a7354c19b09f9b9,L,CF3,C02,746103,179,358.0,3469.0,358.1690649410011,358.169279832975,0.5522429390111938,20042,2506,502,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF3_RI2_TI2_R12_C02/seed_746103.json,3180.0,9.08805031446541,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF1_RI2_TI2_R12,f3e73b5840e8e50e51b2bf81be2d17dc60648dd4666091ef91a94a0d3544e971,M,CF1,C01,746101,114,228.0,2806.0,228.02422461102833,228.02433511600248,211.74980875500478,21122,2641,529,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF1_RI2_TI2_R12/seed_746101.json,2743.0,2.296755377324098,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF1_RI2_TI2_R12,f3e73b5840e8e50e51b2bf81be2d17dc60648dd4666091ef91a94a0d3544e971,M,CF1,C01,746102,114,228.0,2743.0,228.1402245440113,228.14034131201333,154.87681678700028,21242,2656,532,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF1_RI2_TI2_R12/seed_746102.json,2743.0,0.0,True
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF1_RI2_TI2_R12,f3e73b5840e8e50e51b2bf81be2d17dc60648dd4666091ef91a94a0d3544e971,M,CF1,C01,746103,114,228.0,2913.0,228.02194051101105,228.02204715798143,96.31396763899829,21322,2666,534,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF1_RI2_TI2_R12/seed_746103.json,2743.0,6.197593875318994,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,c5f935a0c647bb5931b89836d8cecd934eab4933915ffb05394716fb026d4bb9,M,CF1,C02,746101,117,234.0,2874.0,234.1736448009906,234.17376351798885,40.438960849976866,21642,2706,542,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF1_RI2_TI2_R12_C02/seed_746101.json,2772.0,3.6796536796536796,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,c5f935a0c647bb5931b89836d8cecd934eab4933915ffb05394716fb026d4bb9,M,CF1,C02,746102,117,234.0,2879.0,234.00483955000527,234.00504912398173,232.23804324300727,21439,2680,536,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF1_RI2_TI2_R12_C02/seed_746102.json,2772.0,3.86002886002886,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,c5f935a0c647bb5931b89836d8cecd934eab4933915ffb05394716fb026d4bb9,M,CF1,C02,746103,117,234.0,2776.0,234.0130589059845,234.01317125101923,181.84476680698572,21602,2701,541,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF1_RI2_TI2_R12_C02/seed_746103.json,2772.0,0.1443001443001443,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF2_RI2_TI2_R12,d9ebab88d1a3e2d3da92e56533b0c1d062ebeb81d84c125ec61af8fe79e7087a,M,CF2,C01,746101,122,244.0,2920.0,244.11376117297914,244.11387829700834,133.96391627698904,21242,2656,532,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF2_RI2_TI2_R12/seed_746101.json,2782.0,4.960460100647016,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF2_RI2_TI2_R12,d9ebab88d1a3e2d3da92e56533b0c1d062ebeb81d84c125ec61af8fe79e7087a,M,CF2,C01,746102,122,244.0,3028.0,244.05718585298746,244.05729625900858,161.35858600400388,21482,2686,538,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF2_RI2_TI2_R12/seed_746102.json,2782.0,8.84255930984903,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF2_RI2_TI2_R12,d9ebab88d1a3e2d3da92e56533b0c1d062ebeb81d84c125ec61af8fe79e7087a,M,CF2,C01,746103,122,244.0,2890.0,244.04169787699357,244.0418181680143,91.6084270279971,21402,2676,536,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF2_RI2_TI2_R12/seed_746103.json,2782.0,3.882099209202013,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF2_RI2_TI2_R12_C02,9a1b7de15cfd0663d92ad81a5378da0922b92dc6f7c6b042cd8daf542a21b803,M,CF2,C02,746101,127,254.0,3760.0,254.00633149201167,254.0065436490113,148.31302700500237,21517,2690,538,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF2_RI2_TI2_R12_C02/seed_746101.json,3658.0,2.7884089666484417,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF2_RI2_TI2_R12_C02,9a1b7de15cfd0663d92ad81a5378da0922b92dc6f7c6b042cd8daf542a21b803,M,CF2,C02,746102,127,254.0,3719.0,254.0640051329974,254.0641255050141,120.47521552900434,21442,2681,537,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF2_RI2_TI2_R12_C02/seed_746102.json,3658.0,1.6675779114270093,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF2_RI2_TI2_R12_C02,9a1b7de15cfd0663d92ad81a5378da0922b92dc6f7c6b042cd8daf542a21b803,M,CF2,C02,746103,127,254.0,3889.0,254.00587686698418,254.00608150399057,63.100313565984834,21462,2683,537,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF2_RI2_TI2_R12_C02/seed_746103.json,3658.0,6.314926189174412,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF3_RI2_TI2_R12,5ccadcfce0befc39234938c398bf932ff364dcf6a2ecd7adb51cebdb1d489239,M,CF3,C01,746101,118,236.0,2856.0,236.00234950697632,236.00254812499043,231.23584555397974,21455,2682,537,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF3_RI2_TI2_R12/seed_746101.json,2639.0,8.222811671087532,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF3_RI2_TI2_R12,5ccadcfce0befc39234938c398bf932ff364dcf6a2ecd7adb51cebdb1d489239,M,CF3,C01,746102,118,236.0,2858.0,236.11593910001102,236.1160852430039,0.18796244999975897,21442,2681,537,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF3_RI2_TI2_R12/seed_746102.json,2639.0,8.298597953770367,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF3_RI2_TI2_R12,5ccadcfce0befc39234938c398bf932ff364dcf6a2ecd7adb51cebdb1d489239,M,CF3,C01,746103,118,236.0,2858.0,236.00778692399035,236.007938936993,0.18866124798660167,21682,2711,543,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF3_RI2_TI2_R12/seed_746103.json,2639.0,8.298597953770367,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF3_RI2_TI2_R12_C02,94cd02375f0a1e0e878aaf1591384d4eaceee39aab3ebab323e7739ac2e086d7,M,CF3,C02,746101,116,232.0,3100.0,232.00587745400844,232.0060241559986,64.82139793498209,21300,2663,533,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF3_RI2_TI2_R12_C02/seed_746101.json,2922.0,6.091718001368926,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF3_RI2_TI2_R12_C02,94cd02375f0a1e0e878aaf1591384d4eaceee39aab3ebab323e7739ac2e086d7,M,CF3,C02,746102,116,232.0,3160.0,232.00301820298773,232.00318340500235,229.66900688098394,21517,2690,538,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF3_RI2_TI2_R12_C02/seed_746102.json,2922.0,8.145106091718,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF3_RI2_TI2_R12_C02,94cd02375f0a1e0e878aaf1591384d4eaceee39aab3ebab323e7739ac2e086d7,M,CF3,C02,746103,116,232.0,3167.0,232.17880196298938,232.1789089969825,126.04873661897727,21562,2696,540,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF3_RI2_TI2_R12_C02/seed_746103.json,2922.0,8.38466803559206,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF1_RI2_TI2_R12,12ff9dd4ce3a668c89ba8edd8ee0c9f87232f00b8ce8dbb42a4827402c20047a,S,CF1,C01,746101,61,122.0,1685.0,122.13796046099742,122.13804353398154,71.49638937899726,18642,2331,467,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF1_RI2_TI2_R12/seed_746101.json,1645.0,2.43161094224924,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF1_RI2_TI2_R12,12ff9dd4ce3a668c89ba8edd8ee0c9f87232f00b8ce8dbb42a4827402c20047a,S,CF1,C01,746102,61,122.0,1678.0,122.00880263801082,122.00888665899402,68.23750172901782,18762,2346,470,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF1_RI2_TI2_R12/seed_746102.json,1645.0,2.0060790273556233,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF1_RI2_TI2_R12,12ff9dd4ce3a668c89ba8edd8ee0c9f87232f00b8ce8dbb42a4827402c20047a,S,CF1,C01,746103,61,122.0,1680.0,122.00033140499727,122.00046514399583,48.15590777201578,18774,2347,470,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF1_RI2_TI2_R12/seed_746103.json,1645.0,2.127659574468085,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,74a7fad62f6bab915dde95c71d8cee211cc37cf7ba296a7f69869350a5c295d4,S,CF1,C02,746101,56,112.0,1903.0,112.00095072001568,112.0010992679745,67.49264628699166,17848,2231,447,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF1_RI2_TI2_R12_C02/seed_746101.json,1783.0,6.730229949523276,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,74a7fad62f6bab915dde95c71d8cee211cc37cf7ba296a7f69869350a5c295d4,S,CF1,C02,746102,56,112.0,1849.0,112.10031639100634,112.1003963490075,19.103350375022274,17922,2241,449,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF1_RI2_TI2_R12_C02/seed_746102.json,1783.0,3.7016264722378014,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,74a7fad62f6bab915dde95c71d8cee211cc37cf7ba296a7f69869350a5c295d4,S,CF1,C02,746103,56,112.0,1934.0,112.00049894800759,112.00063059100648,17.26580700901104,17894,2237,448,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF1_RI2_TI2_R12_C02/seed_746103.json,1783.0,8.468872686483454,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF2_RI2_TI2_R12,539a503ec74ff5d21200fb1410004fe10142f209ce1f6e910a08abb20b2d8f23,S,CF2,C01,746101,60,120.0,1627.0,120.0683144259965,120.06841045300825,60.201476323010866,18442,2306,462,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF2_RI2_TI2_R12/seed_746101.json,1588.0,2.455919395465995,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF2_RI2_TI2_R12,539a503ec74ff5d21200fb1410004fe10142f209ce1f6e910a08abb20b2d8f23,S,CF2,C01,746102,60,120.0,1746.0,120.04898356599733,120.04906674899394,94.58135062700603,18442,2306,462,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF2_RI2_TI2_R12/seed_746102.json,1588.0,9.94962216624685,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF2_RI2_TI2_R12,539a503ec74ff5d21200fb1410004fe10142f209ce1f6e910a08abb20b2d8f23,S,CF2,C01,746103,60,120.0,1657.0,120.00122337200446,120.00136073297472,37.85982871102169,18535,2317,464,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF2_RI2_TI2_R12/seed_746103.json,1588.0,4.345088161209068,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,92d8057295dbcbc4b54e91705c109ca5182fb4203fc8d99455311346d6468af6,S,CF2,C02,746101,63,126.0,1959.0,126.08758196001872,126.08767685299972,124.50293873201008,18802,2351,471,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF2_RI2_TI2_R12_C02/seed_746101.json,1884.0,3.9808917197452227,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,92d8057295dbcbc4b54e91705c109ca5182fb4203fc8d99455311346d6468af6,S,CF2,C02,746102,63,126.0,1971.0,126.1191799530061,126.11927113001002,89.44881825201446,18842,2356,472,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF2_RI2_TI2_R12_C02/seed_746102.json,1884.0,4.617834394904459,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,92d8057295dbcbc4b54e91705c109ca5182fb4203fc8d99455311346d6468af6,S,CF2,C02,746103,63,126.0,1987.0,126.00183880300028,126.00196205297834,52.83974953900906,18829,2354,471,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF2_RI2_TI2_R12_C02/seed_746103.json,1884.0,5.467091295116773,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF3_RI2_TI2_R12,3f232d8c25a7545c618b92d20016e072a645edcbe2b6e5247d8ed2da66733eff,S,CF3,C01,746101,61,122.0,1900.0,122.15804240500438,122.15812333801296,21.2918979919923,18402,2301,461,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF3_RI2_TI2_R12/seed_746101.json,1655.0,14.803625377643504,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF3_RI2_TI2_R12,3f232d8c25a7545c618b92d20016e072a645edcbe2b6e5247d8ed2da66733eff,S,CF3,C01,746102,61,122.0,1793.0,122.00094309498672,122.00104883901076,51.15647095500026,18476,2310,462,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF3_RI2_TI2_R12/seed_746102.json,1655.0,8.338368580060424,False
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF3_RI2_TI2_R12,3f232d8c25a7545c618b92d20016e072a645edcbe2b6e5247d8ed2da66733eff,S,CF3,C01,746103,61,122.0,1804.0,122.05122638199828,122.05131762599922,114.69528158698813,18562,2321,465,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF3_RI2_TI2_R12/seed_746103.json,1655.0,9.003021148036254,False
