method,instance_id,scale,CF_level,cell_replicate,seed,budget_seconds,result_source,final_makespan,runtime_seconds,outer_runtime_seconds,best_found_seconds,decoder_evaluations,iterations,neural_decisions,fallback_count,feasible,result_path
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,C01,746101,366.0,NEW_RUN,4357.0,366.00765211100224,366.007982990006,220.52369502998772,19656,2457,492,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF3_RI2_TI2_R12/seed_746101.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,C01,746102,366.0,NEW_RUN,4265.0,366.0036307280243,366.00381024798844,236.2833546200127,20003,2501,501,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF3_RI2_TI2_R12/seed_746102.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,C01,746103,366.0,NEW_RUN,4200.0,366.008864399977,366.00914374299464,333.57936460597557,19863,2483,497,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF3_RI2_TI2_R12/seed_746103.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,L,CF3,C02,746101,358.0,NEW_RUN,3429.0,358.0064790849865,358.00667793798493,1.7805194629763719,20387,2549,510,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF3_RI2_TI2_R12_C02/seed_746101.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,L,CF3,C02,746102,358.0,NEW_RUN,3469.0,358.0838839749922,358.08410065001226,0.554575133981416,20402,2551,511,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF3_RI2_TI2_R12_C02/seed_746102.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,L,CF3,C02,746103,358.0,NEW_RUN,3469.0,358.1690649410011,358.169279832975,0.5522429390111938,20042,2506,502,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_L_CF3_RI2_TI2_R12_C02/seed_746103.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,C01,746101,228.0,NEW_RUN,2806.0,228.02422461102833,228.02433511600248,211.74980875500478,21122,2641,529,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF1_RI2_TI2_R12/seed_746101.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,C01,746102,228.0,NEW_RUN,2743.0,228.1402245440113,228.14034131201333,154.87681678700028,21242,2656,532,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF1_RI2_TI2_R12/seed_746102.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,C01,746103,228.0,NEW_RUN,2913.0,228.02194051101105,228.02204715798143,96.31396763899829,21322,2666,534,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF1_RI2_TI2_R12/seed_746103.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,C02,746101,234.0,NEW_RUN,2874.0,234.1736448009906,234.17376351798885,40.438960849976866,21642,2706,542,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF1_RI2_TI2_R12_C02/seed_746101.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,C02,746102,234.0,NEW_RUN,2879.0,234.00483955000527,234.00504912398173,232.23804324300727,21439,2680,536,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF1_RI2_TI2_R12_C02/seed_746102.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,C02,746103,234.0,NEW_RUN,2776.0,234.0130589059845,234.01317125101923,181.84476680698572,21602,2701,541,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF1_RI2_TI2_R12_C02/seed_746103.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF2_RI2_TI2_R12,M,CF2,C01,746101,244.0,NEW_RUN,2920.0,244.11376117297914,244.11387829700834,133.96391627698904,21242,2656,532,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF2_RI2_TI2_R12/seed_746101.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF2_RI2_TI2_R12,M,CF2,C01,746102,244.0,NEW_RUN,3028.0,244.05718585298746,244.05729625900858,161.35858600400388,21482,2686,538,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF2_RI2_TI2_R12/seed_746102.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF2_RI2_TI2_R12,M,CF2,C01,746103,244.0,NEW_RUN,2890.0,244.04169787699357,244.0418181680143,91.6084270279971,21402,2676,536,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF2_RI2_TI2_R12/seed_746103.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF2_RI2_TI2_R12_C02,M,CF2,C02,746101,254.0,NEW_RUN,3760.0,254.00633149201167,254.0065436490113,148.31302700500237,21517,2690,538,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF2_RI2_TI2_R12_C02/seed_746101.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF2_RI2_TI2_R12_C02,M,CF2,C02,746102,254.0,NEW_RUN,3719.0,254.0640051329974,254.0641255050141,120.47521552900434,21442,2681,537,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF2_RI2_TI2_R12_C02/seed_746102.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF2_RI2_TI2_R12_C02,M,CF2,C02,746103,254.0,NEW_RUN,3889.0,254.00587686698418,254.00608150399057,63.100313565984834,21462,2683,537,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF2_RI2_TI2_R12_C02/seed_746103.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,C01,746101,236.0,NEW_RUN,2856.0,236.00234950697632,236.00254812499043,231.23584555397974,21455,2682,537,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF3_RI2_TI2_R12/seed_746101.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,C01,746102,236.0,NEW_RUN,2858.0,236.11593910001102,236.1160852430039,0.18796244999975897,21442,2681,537,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF3_RI2_TI2_R12/seed_746102.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,C01,746103,236.0,NEW_RUN,2858.0,236.00778692399035,236.007938936993,0.18866124798660167,21682,2711,543,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF3_RI2_TI2_R12/seed_746103.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF3_RI2_TI2_R12_C02,M,CF3,C02,746101,232.0,NEW_RUN,3100.0,232.00587745400844,232.0060241559986,64.82139793498209,21300,2663,533,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF3_RI2_TI2_R12_C02/seed_746101.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF3_RI2_TI2_R12_C02,M,CF3,C02,746102,232.0,NEW_RUN,3160.0,232.00301820298773,232.00318340500235,229.66900688098394,21517,2690,538,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF3_RI2_TI2_R12_C02/seed_746102.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_M_CF3_RI2_TI2_R12_C02,M,CF3,C02,746103,232.0,NEW_RUN,3167.0,232.17880196298938,232.1789089969825,126.04873661897727,21562,2696,540,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_M_CF3_RI2_TI2_R12_C02/seed_746103.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF1_RI2_TI2_R12,S,CF1,C01,746101,122.0,NEW_RUN,1685.0,122.13796046099742,122.13804353398154,71.49638937899726,18642,2331,467,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF1_RI2_TI2_R12/seed_746101.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF1_RI2_TI2_R12,S,CF1,C01,746102,122.0,NEW_RUN,1678.0,122.00880263801082,122.00888665899402,68.23750172901782,18762,2346,470,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF1_RI2_TI2_R12/seed_746102.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF1_RI2_TI2_R12,S,CF1,C01,746103,122.0,NEW_RUN,1680.0,122.00033140499727,122.00046514399583,48.15590777201578,18774,2347,470,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF1_RI2_TI2_R12/seed_746103.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,S,CF1,C02,746101,112.0,NEW_RUN,1903.0,112.00095072001568,112.0010992679745,67.49264628699166,17848,2231,447,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF1_RI2_TI2_R12_C02/seed_746101.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,S,CF1,C02,746102,112.0,NEW_RUN,1849.0,112.10031639100634,112.1003963490075,19.103350375022274,17922,2241,449,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF1_RI2_TI2_R12_C02/seed_746102.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,S,CF1,C02,746103,112.0,NEW_RUN,1934.0,112.00049894800759,112.00063059100648,17.26580700901104,17894,2237,448,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF1_RI2_TI2_R12_C02/seed_746103.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF2_RI2_TI2_R12,S,CF2,C01,746101,120.0,NEW_RUN,1627.0,120.0683144259965,120.06841045300825,60.201476323010866,18442,2306,462,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF2_RI2_TI2_R12/seed_746101.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF2_RI2_TI2_R12,S,CF2,C01,746102,120.0,NEW_RUN,1746.0,120.04898356599733,120.04906674899394,94.58135062700603,18442,2306,462,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF2_RI2_TI2_R12/seed_746102.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF2_RI2_TI2_R12,S,CF2,C01,746103,120.0,NEW_RUN,1657.0,120.00122337200446,120.00136073297472,37.85982871102169,18535,2317,464,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF2_RI2_TI2_R12/seed_746103.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,S,CF2,C02,746101,126.0,NEW_RUN,1959.0,126.08758196001872,126.08767685299972,124.50293873201008,18802,2351,471,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF2_RI2_TI2_R12_C02/seed_746101.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,S,CF2,C02,746102,126.0,NEW_RUN,1971.0,126.1191799530061,126.11927113001002,89.44881825201446,18842,2356,472,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF2_RI2_TI2_R12_C02/seed_746102.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF2_RI2_TI2_R12_C02,S,CF2,C02,746103,126.0,NEW_RUN,1987.0,126.00183880300028,126.00196205297834,52.83974953900906,18829,2354,471,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF2_RI2_TI2_R12_C02/seed_746103.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF3_RI2_TI2_R12,S,CF3,C01,746101,122.0,NEW_RUN,1900.0,122.15804240500438,122.15812333801296,21.2918979919923,18402,2301,461,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF3_RI2_TI2_R12/seed_746101.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF3_RI2_TI2_R12,S,CF3,C01,746102,122.0,NEW_RUN,1793.0,122.00094309498672,122.00104883901076,51.15647095500026,18476,2310,462,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF3_RI2_TI2_R12/seed_746102.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF3_RI2_TI2_R12,S,CF3,C01,746103,122.0,NEW_RUN,1804.0,122.05122638199828,122.05131762599922,114.69528158698813,18562,2321,465,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF3_RI2_TI2_R12/seed_746103.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,S,CF3,C02,746101,126.0,NEW_RUN,1729.0,126.00061157002347,126.00074000298628,98.79040395002812,18854,2357,472,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF3_RI2_TI2_R12_C02/seed_746101.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,S,CF3,C02,746102,126.0,NEW_RUN,1860.0,126.15382032800699,126.15390164399287,59.129776657006005,18762,2346,470,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF3_RI2_TI2_R12_C02/seed_746102.json
PHASE6N_DETERMINISTIC_TOP1,CB1_CAUR_S_CF3_RI2_TI2_R12_C02,S,CF3,C02,746103,126.0,NEW_RUN,1860.0,126.01955513301073,126.0196463780012,33.20670404401608,18962,2371,475,0,True,outputs/frozen_2o_baselines/phase6n/runs/CB1_CAUR_S_CF3_RI2_TI2_R12_C02/seed_746103.json
ALNS,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,C01,746101,332.0,NEW_RUN,3481.0,332.00119778499356,332.00140130901127,284.4230433090124,28974,3622,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_L_CF1_RI2_TI2_R12/seed_746101.json
ALNS,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,C01,746102,332.0,NEW_RUN,3542.0,332.0103574770037,332.0106127850013,160.81098884399398,29080,3635,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_L_CF1_RI2_TI2_R12/seed_746102.json
ALNS,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,C01,746103,332.0,NEW_RUN,3470.0,332.0041783770139,332.0044812710257,172.1421702960215,29104,3638,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_L_CF1_RI2_TI2_R12/seed_746103.json
ALNS,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,L,CF1,C02,746101,344.0,NEW_RUN,3710.0,344.00538291598787,344.00556548600434,149.0667690669943,28349,3544,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_L_CF1_RI2_TI2_R12_C02/seed_746101.json
ALNS,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,L,CF1,C02,746102,344.0,NEW_RUN,3778.0,344.0080790230131,344.0082134519762,80.86248694601818,28267,3534,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_L_CF1_RI2_TI2_R12_C02/seed_746102.json
ALNS,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,L,CF1,C02,746103,344.0,NEW_RUN,3759.0,344.0063917179941,344.00668654899346,316.0916822159779,28121,3515,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_L_CF1_RI2_TI2_R12_C02/seed_746103.json
ALNS,CB1_CAUR_L_CF2_RI2_TI2_R12,L,CF2,C01,746101,376.0,NEW_RUN,4295.0,376.01136520600994,376.011563491018,147.01813476200914,26837,3355,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_L_CF2_RI2_TI2_R12/seed_746101.json
ALNS,CB1_CAUR_L_CF2_RI2_TI2_R12,L,CF2,C01,746102,376.0,NEW_RUN,4370.0,376.00838225201005,376.0087237950065,231.8964329129958,26841,3355,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_L_CF2_RI2_TI2_R12/seed_746102.json
ALNS,CB1_CAUR_L_CF2_RI2_TI2_R12,L,CF2,C01,746103,376.0,NEW_RUN,4395.0,376.0125677190081,376.0127076820063,316.08320784399984,26979,3373,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_L_CF2_RI2_TI2_R12/seed_746103.json
ALNS,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,C02,746101,388.0,NEW_RUN,4203.0,388.000396235002,388.0005404629919,0.4843374939810019,27058,3383,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_L_CF2_RI2_TI2_R12_C02/seed_746101.json
ALNS,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,C02,746102,388.0,NEW_RUN,4096.0,388.00436176898074,388.00450402501156,0.6005295189970639,27090,3387,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_L_CF2_RI2_TI2_R12_C02/seed_746102.json
ALNS,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,C02,746103,388.0,NEW_RUN,4119.0,388.00713374701445,388.007510446012,0.9416554220078979,26889,3361,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_L_CF2_RI2_TI2_R12_C02/seed_746103.json
ALNS,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,C01,746101,366.0,NEW_RUN,4391.0,366.00725713701104,366.0073736110062,353.7502989100176,27530,3442,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_L_CF3_RI2_TI2_R12/seed_746101.json
ALNS,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,C01,746102,366.0,NEW_RUN,4162.0,366.0088029380131,366.00915235999855,0.8642574900004547,27841,3480,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_L_CF3_RI2_TI2_R12/seed_746102.json
ALNS,CB1_CAUR_L_CF3_RI2_TI2_R12,L,CF3,C01,746103,366.0,NEW_RUN,4358.0,366.0002633219992,366.0004678289988,163.4284400360193,27981,3498,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_L_CF3_RI2_TI2_R12/seed_746103.json
ALNS,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,L,CF3,C02,746101,358.0,NEW_RUN,3469.0,358.011313141993,358.0115761940251,0.551866756984964,28158,3520,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_L_CF3_RI2_TI2_R12_C02/seed_746101.json
ALNS,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,L,CF3,C02,746102,358.0,NEW_RUN,3469.0,358.010005403019,358.0101547600061,0.5585660960059613,29074,3635,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_L_CF3_RI2_TI2_R12_C02/seed_746102.json
ALNS,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,L,CF3,C02,746103,358.0,NEW_RUN,3405.0,358.0063005129923,358.0066397250048,2.9403702809941024,28465,3558,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_L_CF3_RI2_TI2_R12_C02/seed_746103.json
ALNS,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,C01,746101,228.0,NEW_RUN,2938.0,228.0041012899892,228.00423342201975,29.195784856012324,38061,4758,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_M_CF1_RI2_TI2_R12/seed_746101.json
ALNS,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,C01,746102,228.0,NEW_RUN,2936.0,228.0049353140057,228.00514113600366,23.493522917997325,38329,4791,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_M_CF1_RI2_TI2_R12/seed_746102.json
ALNS,CB1_CAUR_M_CF1_RI2_TI2_R12,M,CF1,C01,746103,228.0,NEW_RUN,2949.0,228.00413440002012,228.00436320601148,0.07515217902255245,38016,4752,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_M_CF1_RI2_TI2_R12/seed_746103.json
ALNS,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,C02,746101,234.0,NEW_RUN,2810.0,234.00027437499375,234.0003517769801,100.60307768700295,37754,4720,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_M_CF1_RI2_TI2_R12_C02/seed_746101.json
ALNS,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,C02,746102,234.0,NEW_RUN,2821.0,234.00079581100727,234.00087731701205,76.4860719999997,37202,4651,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_M_CF1_RI2_TI2_R12_C02/seed_746102.json
ALNS,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,M,CF1,C02,746103,234.0,NEW_RUN,2799.0,234.00382930599153,234.00396372700925,203.75234678498236,37901,4738,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_M_CF1_RI2_TI2_R12_C02/seed_746103.json
ALNS,CB1_CAUR_M_CF2_RI2_TI2_R12,M,CF2,C01,746101,244.0,NEW_RUN,2965.0,244.00198262601043,244.0021684600215,86.34044842299772,36327,4541,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_M_CF2_RI2_TI2_R12/seed_746101.json
ALNS,CB1_CAUR_M_CF2_RI2_TI2_R12,M,CF2,C01,746102,244.0,NEW_RUN,2854.0,244.0035526319989,244.00376897401293,205.929975645995,36673,4584,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_M_CF2_RI2_TI2_R12/seed_746102.json
ALNS,CB1_CAUR_M_CF2_RI2_TI2_R12,M,CF2,C01,746103,244.0,NEW_RUN,2970.0,244.00104916701093,244.00123193100444,177.54307874001097,36903,4613,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_M_CF2_RI2_TI2_R12/seed_746103.json
ALNS,CB1_CAUR_M_CF2_RI2_TI2_R12_C02,M,CF2,C02,746101,254.0,NEW_RUN,3726.0,254.0040723250131,254.00424675800605,253.1706328470027,35758,4470,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_M_CF2_RI2_TI2_R12_C02/seed_746101.json
ALNS,CB1_CAUR_M_CF2_RI2_TI2_R12_C02,M,CF2,C02,746102,254.0,NEW_RUN,3687.0,254.00147176600876,254.001598783012,139.29591291298857,36324,4541,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_M_CF2_RI2_TI2_R12_C02/seed_746102.json
ALNS,CB1_CAUR_M_CF2_RI2_TI2_R12_C02,M,CF2,C02,746103,254.0,NEW_RUN,3774.0,254.00668506900547,254.0067883830052,144.94723460200476,36115,4515,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_M_CF2_RI2_TI2_R12_C02/seed_746103.json
ALNS,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,C01,746101,236.0,NEW_RUN,2858.0,236.00227919401368,236.00248121499317,0.19061770199914463,37623,4703,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_M_CF3_RI2_TI2_R12/seed_746101.json
ALNS,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,C01,746102,236.0,NEW_RUN,2809.0,236.00131250399863,236.0014878390066,234.33335028402507,37447,4681,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_M_CF3_RI2_TI2_R12/seed_746102.json
ALNS,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,C01,746103,236.0,NEW_RUN,2858.0,236.00501018197974,236.00521273197955,0.18890942097641528,38095,4762,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_M_CF3_RI2_TI2_R12/seed_746103.json
ALNS,CB1_CAUR_M_CF3_RI2_TI2_R12_C02,M,CF3,C02,746101,232.0,NEW_RUN,3242.0,232.0040511090192,232.00421090598684,109.53033204600797,38557,4820,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_M_CF3_RI2_TI2_R12_C02/seed_746101.json
ALNS,CB1_CAUR_M_CF3_RI2_TI2_R12_C02,M,CF3,C02,746102,232.0,NEW_RUN,3204.0,232.0014350200072,232.00155836698832,0.22183024801779538,38131,4767,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_M_CF3_RI2_TI2_R12_C02/seed_746102.json
ALNS,CB1_CAUR_M_CF3_RI2_TI2_R12_C02,M,CF3,C02,746103,232.0,NEW_RUN,3167.0,232.00478298499365,232.0049982490018,85.20765241899062,38161,4770,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_M_CF3_RI2_TI2_R12_C02/seed_746103.json
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12,S,CF1,C01,746101,122.0,NEW_RUN,1657.0,122.00078069098527,122.00087957200594,74.47010856200359,55269,6909,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_S_CF1_RI2_TI2_R12/seed_746101.json
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12,S,CF1,C01,746102,122.0,NEW_RUN,1677.0,122.00097069799085,122.00106636001146,82.24787267198553,55733,6967,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_S_CF1_RI2_TI2_R12/seed_746102.json
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12,S,CF1,C01,746103,122.0,NEW_RUN,1718.0,122.00108325801557,122.00120225700084,117.65002309100237,54032,6754,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_S_CF1_RI2_TI2_R12/seed_746103.json
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,S,CF1,C02,746101,112.0,NEW_RUN,1807.0,112.00083191200974,112.00095331098419,45.038271075027296,56856,7107,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_S_CF1_RI2_TI2_R12_C02/seed_746101.json
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,S,CF1,C02,746102,112.0,NEW_RUN,1823.0,112.00170780599001,112.0017787469842,96.80042156900163,57132,7142,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_S_CF1_RI2_TI2_R12_C02/seed_746102.json
ALNS,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,S,CF1,C02,746103,112.0,NEW_RUN,1783.0,112.00053515098989,112.00062755300314,90.52058351700543,56117,7015,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_S_CF1_RI2_TI2_R12_C02/seed_746103.json
ALNS,CB1_CAUR_S_CF2_RI2_TI2_R12,S,CF2,C01,746101,120.0,NEW_RUN,1588.0,120.00195779302157,120.00204771899735,113.40849238401279,55797,6975,0,0,True,outputs/frozen_2o_baselines/alns/runs/CB1_CAUR_S_CF2_RI2_TI2_R12/seed_746101.json
