instance_id,method,makespan,runtime_seconds,inference_seconds,feasible,family,training_seed,gap_to_bc_percent
HU_E_la14,BC_GREEDY,2129.0,2.3777998269943055,1.496927851025248,True,Hurink E,BC,0.0
HU_E_la14,H1,1863.0,0.11620794399641454,0.11620794399641454,True,Hurink E,NA,-12.494128698919681
HU_E_la14,H2,1762.0,0.029807162005454302,0.029807162005454302,True,Hurink E,NA,-17.238139971817755
HU_E_la14,PHASE5B_DOWNSTREAM_PPO,1995.0,4.980399321997538,4.158335265005007,True,Hurink E,520101,-6.294034758102396
HU_E_la14,PHASE5B_DOWNSTREAM_PPO,1930.0,5.229476814012742,4.310801260144217,True,Hurink E,520102,-9.347111319868484
HU_E_la14,PHASE5B_DOWNSTREAM_PPO,1884.0,5.143008637998719,4.291607419057982,True,Hurink E,520103,-11.507750117426022
HU_E_la15,BC_GREEDY,2317.0,2.3271970210189465,1.4969938806898426,True,Hurink E,BC,0.0
HU_E_la15,H1,1626.0,0.12357331099337898,0.12357331099337898,True,Hurink E,NA,-29.82304704359085
HU_E_la15,H2,2019.0,0.029195840004831553,0.029195840004831553,True,Hurink E,NA,-12.861458782908935
HU_E_la15,PHASE5B_DOWNSTREAM_PPO,1884.0,4.941589288995601,4.10946672281716,True,Hurink E,520101,-18.687958567112645
HU_E_la15,PHASE5B_DOWNSTREAM_PPO,2115.0,4.942648666998139,4.105279023118783,True,Hurink E,520102,-8.718170047475184
HU_E_la15,PHASE5B_DOWNSTREAM_PPO,2336.0,4.9793382300122175,4.096293347276514,True,Hurink E,520103,0.8200258955545965
HU_E_la16,BC_GREEDY,2299.0,2.4479683870158624,1.5738249619898852,True,Hurink E,BC,0.0
HU_E_la16,H1,2269.0,0.07803304199478589,0.07803304199478589,True,Hurink E,NA,-1.3049151805132666
HU_E_la16,H2,2196.0,0.041064775025006384,0.041064775025006384,True,Hurink E,NA,-4.480208786428882
HU_E_la16,PHASE5B_DOWNSTREAM_PPO,2225.0,5.195724681019783,4.345982645027107,True,Hurink E,520101,-3.218790778599391
HU_E_la16,PHASE5B_DOWNSTREAM_PPO,2233.0,5.124880216026213,4.28556101891445,True,Hurink E,520102,-2.8708133971291865
HU_E_la16,PHASE5B_DOWNSTREAM_PPO,2272.0,5.1368612840014976,4.279192239861004,True,Hurink E,520103,-1.17442366246194
HU_E_la17,BC_GREEDY,1883.0,2.388273919990752,1.5669791419932153,True,Hurink E,BC,0.0
HU_E_la17,H1,1641.0,0.07388023199746385,0.07388023199746385,True,Hurink E,NA,-12.8518321826872
HU_E_la17,H2,1838.0,0.02976824901998043,0.02976824901998043,True,Hurink E,NA,-2.389803505045141
HU_E_la17,PHASE5B_DOWNSTREAM_PPO,1657.0,5.224351304001175,4.373123015073361,True,Hurink E,520101,-12.002124269782263
HU_E_la17,PHASE5B_DOWNSTREAM_PPO,1842.0,5.187213736004196,4.376707134884782,True,Hurink E,520102,-2.177376526818906
HU_E_la17,PHASE5B_DOWNSTREAM_PPO,1789.0,5.242899059987394,4.37722148784087,True,Hurink E,520103,-4.992033988316516
HU_E_la18,BC_GREEDY,2091.0,2.420684636977967,1.553986116021406,True,Hurink E,BC,0.0
HU_E_la18,H1,2094.0,0.07854618498822674,0.07854618498822674,True,Hurink E,NA,0.14347202295552366
HU_E_la18,H2,2062.0,0.02739805498276837,0.02739805498276837,True,Hurink E,NA,-1.3868962219033956
HU_E_la18,PHASE5B_DOWNSTREAM_PPO,2139.0,5.230035349988611,4.401627935061697,True,Hurink E,520101,2.2955523672883786
